RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,LEBRON,O-LEBRON,D-LEBRON,LEBRON WAR,LEBRON Box Impact,O-LEBRON Box Impact,D-LEBRON Box Impact,LEBRON Vs Role Average,O-LEBRON Vs Role Average,D-LEBRON Vs Role Average,LEBRON_percentile,O-LEBRON_percentile,D-LEBRON_percentile,LEBRON WAR_percentile,LEBRON Box Impact_percentile,O-LEBRON Box Impact_percentile,D-LEBRON Box Impact_percentile,LEBRON Vs Role Average_percentile,O-LEBRON Vs Role Average_percentile,D-LEBRON Vs Role Average_percentile
4709,2015-16,Dion Waiters,24,OKC,2152,Starter,Shot Creator,Chaser,-1.47,0,-1.47,1.17,-1.23,-0.54,-0.69,-1.55,-0.71,-0.84,19.02,72.85,5.06,58.87,23.46,48.49,18.74,11.24,22.11,13.57
4710,2016-17,Thomas Robinson,25,LAL,560,Rotation,Shot Creator,Anchor Big,-0.01,-0.7,0.68,0.86,-0.34,-0.65,0.31,-1.56,-1.38,-0.18,58.64,42.03,79.59,52.71,52.34,43.89,71.48,11.15,8.29,40.5
4711,2015-16,Thomas Robinson,24,BRK,916,Rotation,Roll + Cut Big,Mobile Big,-0.93,-1.16,0.23,0.83,-0.38,-1.23,0.85,-0.36,-0.22,-0.14,32.86,25.3,65.78,52.05,51.27,22.16,85.9,39.57,40.84,42.96
4712,2023-24,Damian Lillard,33,MIL,2579,Star,Shot Creator,Chaser,2.46,3.32,-0.87,7.93,2.66,3.48,-0.82,1.69,2.05,-0.36,95.63,97.7,15.45,96.89,96.41,98.36,14.07,89.95,95.85,31.26
4713,2024-25,Damian Lillard,34,MIL,2093,Star,Shot Creator,Low Activity,2.41,3.33,-0.93,6.4,2.36,3.1,-0.74,1.81,2.08,-0.27,95.52,97.73,14.22,94.41,95.81,97.77,16.81,91.18,95.97,35.77
4714,2015-16,Damian Lillard,25,POR,2676,Starter,Shot Creator,Point of Attack,1.79,3.23,-1.44,7.38,2.07,3.56,-1.5,1.59,2.52,-0.93,93.15,97.58,5.42,96.12,94.81,98.39,2.89,89.13,97.48,11.41
4715,2016-17,Damian Lillard,26,POR,2693,Star,Shot Creator,Point of Attack,3.94,5.05,-1.11,11.08,2.53,3.98,-1.45,3.68,4.37,-0.68,98.52,99.44,10.49,99.04,96.23,98.82,3.18,98.53,99.49,18.7
4716,2017-18,Damian Lillard,27,POR,2670,Star,Shot Creator,Point of Attack,4.13,4.59,-0.47,11.29,3.46,4.26,-0.8,3.55,3.63,-0.07,98.71,99.19,29.96,99.15,98.16,99.19,14.66,98.38,98.98,47.17
4717,2018-19,Damian Lillard,28,POR,2838,Star,Shot Creator,Point of Attack,4.75,5.17,-0.42,12.96,3.67,4.37,-0.7,4.24,4.34,-0.1,99.12,99.51,32.65,99.58,98.5,99.26,18.36,99.04,99.48,45.33
4718,2019-20,Damian Lillard,29,POR,2474,Star,Shot Creator,Chaser,2.65,5.32,-2.66,8.07,3.27,5.32,-2.05,1.96,4.06,-2.1,96.31,99.58,0.22,97.05,97.77,99.73,0.56,92.55,99.37,0.37
4719,2020-21,Damian Lillard,30,POR,2398,Star,Shot Creator,Chaser,3.72,5.61,-1.89,9.36,3.36,5.36,-2,2.72,4.08,-1.36,98.31,99.71,2.12,98.31,97.9,99.76,0.68,96.31,99.41,4.15
4720,2021-22,Damian Lillard,31,POR,1056,Star,Shot Creator,Chaser,1.98,3.52,-1.54,2.98,0.78,2.61,-1.83,1.47,2.49,-1.02,94.1,98.17,4.33,79.72,86.49,96.7,1.15,87.39,97.38,9.33
4721,2022-23,Damian Lillard,32,POR,2107,Star,Shot Creator,Chaser,3.81,6.27,-2.46,8.22,3.48,5.52,-2.04,3.08,4.95,-1.87,98.39,99.92,0.42,97.26,98.21,99.8,0.59,97.53,99.78,0.76
4722,2016-17,Terrence Ross,25,TOR/ORL,1955,Rotation,Off Screen Shooter,Chaser,0.7,1.3,-0.6,3.93,-0.15,0.01,-0.17,1.52,1.56,-0.04,83.99,91.3,24.46,86.07,57.69,74.39,45.68,88.17,92.77,49.05
4723,2017-18,Terrence Ross,26,ORL,600,Key Rotation,Off Screen Shooter,Wing Stopper,-1.88,-1.59,-0.29,0.18,-0.96,-1.02,0.06,-1.9,-1.51,-0.39,11.63,13.39,39.12,30.45,31.09,29.3,59.73,7.14,6.92,29.94
4724,2018-19,Terrence Ross,27,ORL,2150,Key Rotation,Off Screen Shooter,Low Activity,-0.39,0.11,-0.5,2.76,0.06,0.58,-0.52,1.17,0.67,0.51,49.39,75.73,28.72,77.86,76.21,84.77,25.86,83.16,79.6,76.18
4725,2019-20,Terrence Ross,28,ORL,1889,Key Rotation,Off Screen Shooter,Low Activity,-1.25,0.29,-1.54,1.37,-0.39,0.15,-0.54,-0.03,0.72,-0.74,23.57,79.45,4.33,62.07,50.98,77.89,24.81,51.17,80.81,16.71
4726,2020-21,Terrence Ross,29,ORL,1347,Starter,Off Screen Shooter,Low Activity,-2.32,-1.22,-1.1,0.07,-2.09,-1.08,-1.01,-1.58,-1.33,-0.24,6.36,23.36,10.75,18.92,6.58,27.25,9.58,10.88,9.06,37.22
4727,2021-22,Terrence Ross,30,ORL,1448,Key Rotation,Off Screen Shooter,Low Activity,-3.81,-1.43,-2.38,-1.27,-2.76,-1.57,-1.19,-2.87,-1.28,-1.59,0.32,17.32,0.56,0.34,1.69,13.3,6.13,1.52,9.8,2.25
4728,2022-23,Terrence Ross,31,ORL/PHO,1330,Key Rotation,Off Screen Shooter,Chaser,-2.1,-0.81,-1.3,0.29,-1.62,-1.01,-0.61,-1.14,-0.44,-0.71,8.56,37.73,7.3,36.63,14.22,29.62,21.6,17.92,31.16,17.74
4729,2015-16,Terrence Ross,24,TOR,1747,Key Rotation,Off Screen Shooter,Chaser,-0.9,-0.12,-0.78,1.62,-0.32,0.3,-0.62,0.17,0.32,-0.15,33.74,68.52,18.04,65.76,53,80.75,21.17,58.97,68.55,42.38
4730,2020-21,Andre Drummond,27,CLE/LAL,1242,Key Rotation,Shot Creator,Anchor Big,1.73,-0.24,1.97,3.3,1.64,-0.19,1.83,-0.58,-1.78,1.19,92.84,63.12,96.8,82.11,92.7,66.6,97.11,31.99,4.28,92.79
4731,2024-25,Andre Drummond,31,PHI,751,Rotation,Roll + Cut Big,Mobile Big,-0.35,-1.15,0.79,0.99,-0.34,-1.12,0.77,-0.11,-0.13,0.02,50.47,25.71,82.24,55.31,52.34,25.78,84.44,48.16,45.01,52.44
4732,2025-26,Andre Drummond,32,PHI,1231,Rotation,Roll + Cut Big,Anchor Big,0.29,-0.45,0.74,2.12,0.44,-0.71,1.14,-0.06,0.33,-0.39,78.35,53.59,80.97,71.6,82.43,41.35,90.69,50.37,69.04,29.94
4733,2021-22,Andre Drummond,28,PHI/BRK,1437,Rotation,Post Scorer,Anchor Big,2.34,0.35,1.99,4.37,1.74,-0.22,1.95,1.27,0.16,1.11,95.27,80.4,96.94,88.3,93.29,65.17,97.68,84.66,60.44,91.71
4734,2022-23,Andre Drummond,29,CHI,849,Rotation,Roll + Cut Big,Mobile Big,1.73,-0.37,2.1,2.23,1.21,-0.56,1.77,2.13,0.59,1.54,92.84,57.08,97.6,72.6,90.11,47.65,96.89,93.69,77.51,96.46
4735,2023-24,Andre Drummond,30,CHI,1351,Rotation,Post Scorer,Mobile Big,1.73,0.6,1.13,3.55,1.72,0.35,1.37,0.68,0.29,0.39,92.84,84.16,88.56,83.4,93.15,81.4,93.79,73.41,67.23,70.9
4736,2019-20,Andre Drummond,26,DET/CLE,1878,Star,Shot Creator,Anchor Big,1.56,-0.97,2.53,4.81,1.98,-0.03,2.01,-0.59,-2.23,1.64,91.9,31.69,98.92,89.96,94.43,72.94,97.85,31.62,1.76,97.22
4737,2015-16,Andre Drummond,22,DET,2666,Star,Post Scorer,Anchor Big,3.09,0.48,2.62,9.66,3.15,0.7,2.46,2.89,1.18,1.71,97.22,82.35,99.09,98.46,97.56,86.22,98.82,96.95,88.83,97.53
4738,2016-17,Andre Drummond,23,DET,2410,Star,Post Scorer,Anchor Big,1.92,-0.54,2.46,6.79,2.8,-0.12,2.92,1.75,0.14,1.6,93.84,49.71,98.75,95.14,96.8,69.62,99.61,90.57,59.34,96.94
4739,2017-18,Andre Drummond,24,DET,2625,Star,Post Scorer,Mobile Big,2.46,-0.06,2.51,8.31,3.27,0.44,2.83,2.28,0.24,2.04,95.63,70.87,98.85,97.29,97.77,83.09,99.41,94.35,64.81,98.75
4740,2018-19,Andre Drummond,25,DET,2647,Star,Post Scorer,Anchor Big,2.54,0.12,2.42,8.45,3.14,0.43,2.71,1.86,0.28,1.57,95.92,75.93,98.7,97.43,97.53,82.89,99.34,91.71,66.76,96.72
4741,2015-16,Harrison Barnes,23,GSW,2041,Starter,Shot Creator,Helper,-0.81,-0.52,-0.29,2.03,0.1,0.39,-0.29,-1.68,-1.23,-0.44,36.36,50.37,39.12,70.63,76.89,82.16,38.02,9.77,10.83,27.69
4742,2018-19,Harrison Barnes,26,DAL/SAC,2533,Starter,Shot Creator,Wing Stopper,-1.96,-0.65,-1.31,0.67,-0.78,-0.12,-0.66,-2.91,-1.48,-1.44,10.28,44.23,7.18,48.21,37.41,69.62,19.82,1.44,7.23,3.3
4743,2019-20,Harrison Barnes,27,SAC,2482,Starter,Shot Creator,Wing Stopper,-0.4,-0.19,-0.21,3.18,-1.02,-0.27,-0.76,-1.94,-1.45,-0.49,49.05,65.39,43.62,81.3,29.4,62.61,16.11,6.69,7.55,25.8
4744,2020-21,Harrison Barnes,28,SAC,2102,Starter,Shot Creator,Wing Stopper,0.02,0.64,-0.63,3.26,-0.76,0.49,-1.25,-1.71,-0.89,-0.82,73.83,84.7,23.34,81.74,38.19,83.73,5.48,9.44,17.74,14.22
4745,2021-22,Harrison Barnes,29,SAC,2587,Starter,Movement Shooter,Wing Stopper,-0.13,0.43,-0.55,3.78,-0.98,0.28,-1.26,0.63,1.29,-0.66,56.44,81.62,26.61,85.02,30.57,80.4,5.3,71.99,90.15,19.45
4746,2022-23,Harrison Barnes,30,SAC,2662,Starter,Movement Shooter,Wing Stopper,0.92,0.94,-0.01,5.65,0.52,0.98,-0.46,1.44,1.69,-0.24,86.33,88,54.4,92.54,83.56,88.96,28.88,86.95,93.74,37.22
4747,2023-24,Harrison Barnes,31,SAC,2381,Starter,Movement Shooter,Wing Stopper,-0.64,-0.41,-0.23,2.71,-0.61,-0.28,-0.33,0.17,0.46,-0.29,41.87,55.28,42.47,77.51,43.44,61.97,35.78,58.97,73.71,34.7
4748,2024-25,Harrison Barnes,32,SAS,2228,Starter,Shot Creator,Helper,-1.7,0.03,-1.74,1.04,-1.45,0,-1.44,-3.05,-1.23,-1.82,14.53,73.82,2.88,56.28,17.48,73.93,3.22,1.18,10.83,0.95
4749,2025-26,Harrison Barnes,33,SAS,1986,Key Rotation,Movement Shooter,Helper,0,0.03,-0.03,3.07,0.08,-0.14,0.22,0.51,0.64,-0.13,58.87,73.82,53.03,80.59,76.6,68.72,67.59,69.13,78.79,43.52
4750,2016-17,Harrison Barnes,24,DAL,2804,Starter,Shot Creator,Helper,-0.4,-1.04,0.64,3.57,-1.26,-0.44,-0.82,-1.28,-1.73,0.44,49.05,29.59,78.55,83.46,22.4,53.25,14.07,15.28,4.65,72.97
4751,2017-18,Harrison Barnes,25,DAL,2634,Starter,Shot Creator,Wing Stopper,-1.27,-0.55,-0.71,1.84,-0.73,0.17,-0.9,-2.33,-1.52,-0.81,22.96,49.17,20.16,68.74,38.93,78.25,11.8,3.59,6.8,14.47
4752,2018-19,Austin Rivers,26,WAS/HOU,2028,Key Rotation,Shot Creator,Point of Attack,-2.16,-1.07,-1.08,0.27,-2.26,-1.24,-1.02,-2.67,-1.9,-0.76,7.92,28.47,11.02,35.73,4.74,21.8,9.41,2.12,3.35,16.03
4753,2019-20,Austin Rivers,27,HOU,1594,Key Rotation,Shot Creator,Point of Attack,-1.38,-0.11,-1.28,1.02,-1.43,-0.53,-0.9,-2.31,-1.37,-0.94,20.69,68.99,7.6,55.92,18,49.19,11.8,3.74,8.51,11.1
4754,2015-16,Austin Rivers,23,LAC,1463,Key Rotation,Shot Creator,Point of Attack,-3.03,-1.57,-1.46,-0.74,-1.78,-0.67,-1.11,-3.23,-2.29,-0.95,1.74,13.79,5.2,1.05,11.11,42.94,7.77,0.91,1.56,10.75
4755,2016-17,Austin Rivers,24,LAC,2054,Starter,Shot Creator,Chaser,-1.69,-0.32,-1.38,0.86,-1.3,-0.19,-1.11,-1.82,-1,-0.82,14.69,59.5,6.16,52.71,21.26,66.6,7.77,8.02,15.27,14.22
4756,2017-18,Austin Rivers,25,LAC,2057,Starter,Shot Creator,Wing Stopper,-0.62,0.57,-1.19,2.33,-0.19,0.7,-0.9,-1.68,-0.39,-1.29,42.4,83.77,9.36,73.76,56.59,86.22,11.8,9.77,33.28,4.81
4757,2022-23,Austin Rivers,30,MIN,1016,Rotation,Stationary Shooter,Point of Attack,-3.15,-2.44,-0.71,-0.43,-2.61,-2.09,-0.53,-1.68,-1.13,-0.55,1.4,2.64,20.16,1.93,2.4,4.71,25.46,9.77,12.54,23.19
4758,2020-21,Austin Rivers,28,NYK/DEN,845,Rotation,Shot Creator,Chaser,-1.76,-0.56,-1.19,0.35,-1.93,-1.2,-0.73,-2.76,-2.1,-0.66,13.56,48.68,9.36,39.23,8.88,23.31,17.2,1.81,2.45,19.45
4759,2021-22,Austin Rivers,29,DEN,1480,Key Rotation,Shot Creator,Point of Attack,-2.97,-1.62,-1.35,-0.53,-2.23,-1.75,-0.48,-3.83,-2.65,-1.18,1.91,12.73,6.6,1.49,4.99,9.31,27.95,0.24,0.66,6.23
4760,2019-20,Meyers Leonard,27,MIA,1034,Key Rotation,Stationary Shooter,Anchor Big,-0.5,-1.99,1.49,1.26,-0.56,-1.61,1.05,-0.17,-0.77,0.6,46.07,6.87,93.53,60.26,45.08,12.25,89.42,46.24,20.75,79.52
4761,2020-21,Meyers Leonard,28,MIA,29,Too Few Games,Low Minute,Mobile Big,-0.4,-0.38,-0.02,0.04,-0.34,-0.29,-0.06,-0.58,0.11,-0.69,49.05,56.65,53.79,13.64,52.34,61.44,52.42,31.99,57.53,18.35
4762,2022-23,Meyers Leonard,30,MIL,114,Garbage Time,Stretch Big,Anchor Big,-1.22,-0.92,-0.3,0.09,-0.93,-0.77,-0.17,-1.1,-0.01,-1.09,24.43,33.41,38.59,22.24,32.08,38.39,45.68,18.86,51.17,7.68
4763,2015-16,Meyers Leonard,23,POR,1332,Key Rotation,Stretch Big,Anchor Big,-1.54,-0.88,-0.66,0.65,-1.38,-0.86,-0.52,-2.07,-0.5,-1.57,17.83,34.83,22.09,47.66,19.36,34.88,25.86,5.64,28.88,2.34
4764,2016-17,Meyers Leonard,24,POR,1222,Rotation,Stretch Big,Anchor Big,-1.58,-1.94,0.36,0.61,-1.24,-1.27,0.03,-1.9,-1.4,-0.5,16.89,7.36,70.67,46.73,23.17,20.77,58.09,7.14,8.06,25.27
4765,2017-18,Meyers Leonard,25,POR,254,Garbage Time,Stretch Big,Helper,-0.79,-0.89,0.1,0.26,-0.6,-0.56,-0.04,-0.08,-0.14,0.06,36.83,34.5,60.63,35.14,43.83,47.65,53.59,49.66,44.53,54.74
4766,2018-19,Meyers Leonard,26,POR,878,Rotation,Stretch Big,Anchor Big,-0.23,-0.56,0.33,1.22,-0.48,-0.36,-0.12,-0.3,0.22,-0.52,54.04,48.68,69.57,59.61,47.79,57.94,48.92,41.59,63.74,24.44
4767,2019-20,Jeremy Lamb,27,IND,1291,Starter,Secondary Ball Handler,Chaser,-0.88,-0.88,0,1.25,0.21,-0.44,0.65,0.27,-0.3,0.57,34.29,34.83,55.06,60.09,78.61,53.25,81.38,62.22,37.15,78.32
4768,2020-21,Jeremy Lamb,28,IND,765,Rotation,Secondary Ball Handler,Helper,0.38,0.68,-0.3,1.37,-0.19,-0.14,-0.05,1.17,1.46,-0.29,79.73,85.27,38.59,62.07,56.59,68.72,52.95,83.16,91.91,34.7
4769,2021-22,Jeremy Lamb,29,IND/SAC,935,Rotation,Secondary Ball Handler,Low Activity,-0.57,0.09,-0.66,1.1,-0.25,0.03,-0.28,0.87,0.74,0.13,43.89,75.3,22.09,57.41,54.94,74.92,38.63,77.57,81.21,58.24
4770,2015-16,Jeremy Lamb,23,CHO,1227,Rotation,Off Screen Shooter,Low Activity,0.89,0.27,0.62,2.64,0.37,0.13,0.24,2.07,0.71,1.36,86.06,78.96,78.01,76.88,81.42,77.42,68.58,93.31,80.53,94.92
4771,2016-17,Jeremy Lamb,24,CHO,1143,Rotation,Secondary Ball Handler,Low Activity,0.46,0.74,-0.28,2.11,0.5,0.26,0.24,1.84,1.3,0.54,80.87,86.1,39.76,71.48,83.21,80.03,68.58,91.5,90.28,77.13
4772,2017-18,Jeremy Lamb,25,CHO,1967,Key Rotation,Secondary Ball Handler,Low Activity,0.48,0.71,-0.23,3.67,0.26,0.43,-0.17,2.17,1.58,0.59,81.27,85.66,42.47,84.17,79.49,82.89,45.68,93.94,92.96,79.13
4773,2018-19,Jeremy Lamb,26,CHO,2250,Star,Secondary Ball Handler,Chaser,1.26,0.86,0.39,5.32,0.67,0.8,-0.14,2.56,1.73,0.83,89.65,87.42,71.75,91.69,85.37,87.47,47.7,95.67,94.03,86.36
4774,2015-16,Kendall Marshall,24,PHI,400,Rotation,Shot Creator,Point of Attack,-2.36,-1.42,-0.93,-0.02,-2.23,-1.41,-0.82,-2.55,-2.14,-0.42,6.06,17.62,14.22,6.19,4.99,16.89,14.07,2.56,2.22,28.61
4775,2015-16,John Henson,25,MIL,959,Rotation,Post Scorer,Mobile Big,-0.44,-1.43,1,1.19,0.53,-1.21,1.74,-0.1,-0.73,0.63,47.95,17.32,86.54,59.02,83.67,22.97,96.67,48.65,21.68,80.67
4776,2016-17,John Henson,26,MIL,1123,Rotation,Roll + Cut Big,Mobile Big,0.35,-1.09,1.44,1.99,0.28,-1.36,1.64,1.03,-0.1,1.13,79.22,27.83,92.84,70.14,79.77,18.2,96.19,80.65,46.55,92.01
4777,2017-18,John Henson,27,MIL,1970,Key Rotation,Roll + Cut Big,Mobile Big,0.56,-0.34,0.9,3.77,0.19,-0.94,1.13,1.13,0.71,0.43,82.47,58.6,84.48,84.9,78.34,31.94,90.35,82.46,80.53,72.53
4778,2018-19,John Henson,28,MIL,188,Garbage Time,Stretch Big,Anchor Big,-0.62,-0.83,0.22,0.21,-0.43,-0.66,0.23,-0.68,-0.05,-0.62,42.4,36.87,65.5,32.48,49.66,43.35,68.11,28.77,49.02,20.85
4779,2019-20,John Henson,29,CLE/DET,600,Rotation,Roll + Cut Big,Anchor Big,0.9,-1.25,2.15,1.28,1.33,-0.59,1.92,0.87,-0.38,1.26,86.17,22.39,97.78,60.53,90.98,46.34,97.48,77.57,33.63,93.67
4780,2019-20,Maurice Harkless,26,LAC/NYK,1427,Key Rotation,Stationary Shooter,Wing Stopper,-2.65,-2.22,-0.43,-0.25,-0.81,-2.05,1.24,-1.71,-0.99,-0.71,3.66,4.38,32.18,3.05,36.34,5.15,92.16,9.44,15.71,17.74
4781,2015-16,Maurice Harkless,22,POR,1457,Rotation,Stationary Shooter,Wing Stopper,-0.78,-0.92,0.14,1.47,-0.81,-0.55,-0.26,-0.02,-0.1,0.08,37.32,33.41,62.37,63.42,36.34,48.02,39.81,51.54,46.55,55.89
4782,2016-17,Maurice Harkless,23,POR,2223,Starter,Versatile Big,Wing Stopper,-0.54,-0.51,-0.03,2.63,-0.62,-0.87,0.25,-0.41,-0.32,-0.09,44.77,50.71,53.03,76.68,42.88,34.61,69.13,37.78,36.17,46.01
4783,2017-18,Maurice Harkless,24,POR,1264,Key Rotation,Stationary Shooter,Wing Stopper,-1.21,-2.03,0.82,0.93,-0.61,-1.33,0.72,-0.05,-0.77,0.72,24.79,6.36,82.92,53.86,43.44,19.23,83.04,50.66,20.75,83.33
4784,2018-19,Maurice Harkless,25,POR,1415,Key Rotation,Versatile Big,Wing Stopper,0.45,-0.83,1.28,2.6,0.49,-0.93,1.43,0.91,-0.24,1.15,80.72,36.87,90.89,76.24,83.11,32.4,94.38,78.32,39.71,92.26
4785,2020-21,Maurice Harkless,27,MIA/SAC,772,Key Rotation,Stationary Shooter,Wing Stopper,-2.11,-2.33,0.22,0.14,-1.29,-1.77,0.47,-1.06,-1.09,0.03,8.46,3.32,65.5,27.35,21.63,8.99,76.76,19.77,13.56,52.96
4786,2021-22,Maurice Harkless,28,SAC,863,Rotation,Stationary Shooter,Helper,-2.74,-3.42,0.68,-0.19,-2.34,-2.88,0.54,-1.58,-2.34,0.77,3.04,0.17,79.59,3.55,4.12,0.39,78.74,10.88,1.39,84.75
4787,2018-19,Tyler Zeller,29,ATL/MEM,93,Too Few Games,Low Minute,Anchor Big,-0.86,-0.46,-0.4,0.09,-0.93,-0.68,-0.25,-1.36,-0.12,-1.25,34.95,52.91,33.68,22.24,32.08,42.52,40.3,14.08,45.68,5.3
4788,2017-18,Tyler Zeller,28,BRK/MIL,1113,Rotation,Roll + Cut Big,Anchor Big,-0.48,-1.23,0.74,1.36,-1.03,-1.07,0.04,-0.22,-0.18,-0.03,46.7,22.95,80.97,61.98,29.05,27.61,58.65,44.41,42.69,49.71
4789,2015-16,Tyler Zeller,26,BOS,710,Garbage Time,Roll + Cut Big,Anchor Big,-1.77,-1.11,-0.66,0.24,-1.49,-0.99,-0.5,-1.75,-0.18,-1.57,13.33,27.17,22.09,34.21,16.56,30.33,26.95,8.92,42.69,2.34
4790,2016-17,Tyler Zeller,27,BOS,525,Garbage Time,Roll + Cut Big,Anchor Big,-1.52,-1.58,0.06,0.28,-1.22,-1.35,0.14,-1.39,-0.58,-0.8,18.21,13.57,58.51,36.09,23.69,18.48,64.03,13.57,25.88,14.78
4791,2019-20,Tyler Zeller,30,SAS,4,Too Few Games,Low Minute,Anchor Big,-0.37,-0.2,-0.16,0.01,-0.51,-0.3,-0.21,-0.86,0.19,-1.05,49.89,64.93,46.46,7.8,46.88,60.83,42.87,24.26,62.17,8.6
4792,2015-16,Andrew Nicholson,26,ORL,823,Rotation,Versatile Big,Mobile Big,-1.88,-1.09,-0.79,0.22,-0.66,-0.39,-0.27,-2.73,-1.57,-1.16,11.63,27.83,17.76,33.23,41.42,56.18,39.3,1.96,6.26,6.64
4793,2016-17,Andrew Nicholson,27,WAS/BRK,342,Garbage Time,Post Scorer,Anchor Big,-2,-1.61,-0.39,0.07,-1.31,-1.2,-0.11,-2.18,-0.93,-1.25,9.83,13.02,34.07,18.92,21,23.31,49.54,4.72,16.81,5.3
4794,2020-21,Evan Fournier,28,ORL/BOS,1259,Starter,Off Screen Shooter,Chaser,0.02,0.24,-0.22,1.96,-0.05,0.25,-0.3,0.43,0.12,0.31,73.83,78.28,43.03,69.87,59.81,79.81,37.58,66.91,58.07,67.15
4795,2021-22,Evan Fournier,29,NYK,2358,Starter,Movement Shooter,Chaser,-1.18,-0.12,-1.05,1.84,-0.45,-0.09,-0.37,0.21,0.75,-0.54,25.68,68.52,11.58,68.74,48.85,70.8,33.41,60.29,81.45,23.44
4796,2022-23,Evan Fournier,30,NYK,459,Rotation,Movement Shooter,Chaser,-1.21,-0.59,-0.61,0.36,-1.38,-0.85,-0.52,0.13,0.16,-0.02,24.79,47.07,23.98,39.49,19.36,35.36,25.86,57.55,60.44,50.1
4797,2015-16,Evan Fournier,23,ORL,2566,Starter,Off Screen Shooter,Wing Stopper,-0.72,-0.06,-0.67,2.69,-0.52,0.33,-0.85,-0.35,0.38,-0.73,39.44,70.87,21.68,77.34,46.64,81.23,13.17,39.91,70.8,17.1
4798,2016-17,Evan Fournier,24,ORL,2234,Starter,Off Screen Shooter,Chaser,-0.86,0.42,-1.28,2.16,-1.5,-0.12,-1.39,-0.05,0.68,-0.72,34.95,81.48,7.6,71.92,16.33,69.62,3.98,50.66,79.81,17.42
4799,2017-18,Evan Fournier,25,ORL,1837,Starter,Off Screen Shooter,Chaser,-1.46,-0.03,-1.43,1.05,-0.87,0.36,-1.23,-0.93,0.05,-0.98,19.13,72.04,5.55,56.43,34.37,81.62,5.74,22.75,54.65,10.26
4800,2018-19,Evan Fournier,26,ORL,2553,Starter,Off Screen Shooter,Wing Stopper,0.15,0.09,0.06,4.18,-0.63,-0.39,-0.24,0.57,0.64,-0.07,76.23,75.3,58.51,87.51,42.49,56.18,40.98,70.79,78.79,47.17
4801,2019-20,Evan Fournier,27,ORL,2076,Starter,Off Screen Shooter,Chaser,0.55,0.53,0.01,3.94,-0.12,0.51,-0.63,1.54,0.96,0.58,82.37,83.09,55.89,86.15,58.31,84.06,20.77,88.46,85.36,78.77
4802,2023-24,Evan Fournier,31,NYK/DET,580,Rotation,Movement Shooter,Chaser,-1.48,-1.19,-0.29,0.35,-1.15,-0.82,-0.33,-0.1,-0.32,0.22,18.89,24.24,39.12,39.23,25.7,36.58,35.78,48.65,36.17,63.07
4803,2015-16,Jared Sullinger,23,BOS,1915,Key Rotation,Post Scorer,Anchor Big,0.89,-0.66,1.55,4.11,1.41,0.14,1.28,0.69,0.05,0.64,86.06,43.79,94.14,87.22,91.51,77.67,92.84,73.68,54.65,81.06
4804,2016-17,Jared Sullinger,24,TOR,118,Garbage Time,Stretch Big,Helper,-1.15,-0.41,-0.74,0.09,-1.07,-0.41,-0.66,-0.81,0.12,-0.94,26.7,55.28,19.16,22.24,27.94,55.01,19.82,25.34,58.07,11.1
4805,2018-19,John Jenkins,27,WAS/NYK,333,Rotation,Off Screen Shooter,Low Activity,-2.57,-0.93,-1.64,-0.04,-1.59,-0.48,-1.11,-1.01,-0.38,-0.63,4.25,33.23,3.45,5.77,14.68,51.47,7.77,20.87,33.63,20.28
4806,2015-16,John Jenkins,24,DAL/PHO,480,Garbage Time,Off Screen Shooter,Low Activity,-2.1,-0.96,-1.14,0.06,-1.32,-0.73,-0.59,-0.92,-0.53,-0.39,8.56,32.04,10.02,17.33,20.64,40.42,22.56,22.92,27.79,29.94
4807,2016-17,John Jenkins,25,PHO,13,Too Few Games,Low Minute,Point of Attack,0.32,0.34,-0.02,0.02,0.25,0.23,0.02,1.16,0.75,0.4,78.74,80.31,53.79,10.21,79.33,79.25,57.53,83.01,81.45,71.33
4808,2015-16,Jared Cunningham,24,CLE/MIL,410,Garbage Time,Movement Shooter,Chaser,-1.88,-1.88,-0.01,0.11,-1.97,-1.59,-0.38,-0.51,-1.13,0.63,11.63,8.09,54.4,24.66,8.23,12.66,32.8,34.34,12.54,80.67
4809,2015-16,Tony Wroten,22,PHI,144,Too Few Games,Shot Creator,Point of Attack,-1.02,-0.71,-0.31,0.12,-1.04,-0.67,-0.37,-1.22,-1.42,0.2,30.14,41.71,38.22,25.49,28.85,42.94,33.41,16.59,7.89,62.02
4810,2017-18,Miles Plumlee,29,ATL,918,Rotation,Roll + Cut Big,Anchor Big,-2.33,-3.45,1.13,0,-2.22,-2.58,0.36,-2.06,-2.41,0.35,6.25,0.14,88.56,6.65,5.12,1.25,73.16,5.7,1.1,68.97
4811,2018-19,Miles Plumlee,30,ATL,173,Garbage Time,Athletic Finisher,Anchor Big,-0.63,-0.8,0.17,0.19,-0.62,-0.57,-0.05,-0.08,0.6,-0.68,42.08,38.03,63.56,31.19,42.88,47.29,52.95,49.66,77.64,18.7
4812,2015-16,Miles Plumlee,27,MIL,870,Rotation,Roll + Cut Big,Mobile Big,-0.94,-0.85,-0.09,0.78,-0.78,-1.11,0.33,-0.37,0.08,-0.46,32.61,36.22,50.03,50.8,37.41,26.3,72.16,39.32,56.04,26.79
