RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,LEBRON,O-LEBRON,D-LEBRON,LEBRON WAR,LEBRON Box Impact,LEBRON Vs Role Average,Multi-Year LEBRON,O-LEBRON Box Impact,LEBRON Offensive Points Added,O-LEBRON Vs Role Average,LEBRON_percentile,O-LEBRON_percentile,D-LEBRON_percentile,LEBRON WAR_percentile,LEBRON Box Impact_percentile,LEBRON Vs Role Average_percentile,Multi-Year LEBRON_percentile,O-LEBRON Box Impact_percentile,LEBRON Offensive Points Added_percentile,O-LEBRON Vs Role Average_percentile,Multi-Year O-LEBRON,Predictive O-LEBRON,D-LEBRON Box Impact,LEBRON Defensive Points Saved,D-LEBRON Vs Role Average,Multi-Year D-LEBRON,Predictive D-LEBRON,Multi-Year O-LEBRON_percentile,Predictive O-LEBRON_percentile,D-LEBRON Box Impact_percentile,LEBRON Defensive Points Saved_percentile,D-LEBRON Vs Role Average_percentile,Multi-Year D-LEBRON_percentile,Predictive D-LEBRON_percentile
3954,2017-18,Brook Lopez,29,LAL,1735,Key Rotation,Versatile Big,Anchor Big,0.2,-0.13,0.33,2.91,0.71,-0.47,1.91,0.26,-4.59,-0.01,76.96,68.09,69.57,79.13,85.77,35.83,81.28,80.03,48.71,51.17,1.12,0.79,0.45,11.79,-0.45,0.78,0.25,79.25,90.37,76.1,77.96,27.25,70.2,74.08
3955,2018-19,Brook Lopez,30,MIL,2322,Star,Stationary Shooter,Anchor Big,2.88,-0.18,3.06,7.92,3.02,3.3,3.4,0.19,-8.74,1.09,96.83,65.83,99.64,96.87,97.31,97.95,94,78.59,40.69,87.34,0.79,-0.29,2.83,150.96,2.21,2.61,0.45,73.09,73.58,99.41,99.85,99.1,97.99,80.61
3956,2019-20,Brook Lopez,31,MIL,1817,Star,Versatile Big,Anchor Big,2.48,-0.32,2.81,5.73,3.55,2.2,3.85,-0.04,-12.82,0.28,95.73,59.5,99.37,92.79,98.32,94.04,95.69,72.58,34.6,66.76,0.49,-0.3,3.59,110.61,1.92,3.37,1.76,65.94,73.32,99.93,99.39,98.38,99.59,98.31
3957,2020-21,Brook Lopez,32,MIL,1902,Star,Stretch Big,Anchor Big,1.51,0.27,1.24,4.78,1.28,1.45,3.07,0.09,11.05,0.99,91.58,78.96,90.32,89.88,90.59,87.14,92.54,76.49,81.38,85.88,0.79,-0.48,1.19,49.62,0.46,2.28,2,73.09,67.18,91.32,94.08,73.97,96.93,99.15
3958,2021-22,Brook Lopez,33,MIL,298,Garbage Time,Stretch Big,Anchor Big,0.41,0.01,0.4,0.54,0.11,0.16,1.98,-0.14,0.06,0.63,80.23,73.19,72.14,44.94,77.04,58.63,82.25,68.72,73.8,78.5,0.51,-0.46,0.25,2.46,-0.48,1.47,1.54,66.55,67.99,69.13,66.96,26,87.19,96.96
3959,2022-23,Brook Lopez,34,MIL,2373,Star,Versatile Big,Anchor Big,2.53,0.26,2.27,7.42,2.39,1.48,3.13,0.11,12.84,0,95.86,78.72,98.31,96.17,95.89,87.63,92.88,76.91,82.14,51.78,0.89,-0.32,2.27,112.41,1.48,2.24,1.48,75.15,72.72,98.54,99.42,96.04,96.65,96.56
3960,2023-24,Brook Lopez,35,MIL,2411,Star,Stretch Big,Anchor Big,0.89,-0.34,1.23,5.07,1.35,0.47,2.33,-0.18,-17.34,-0.01,86.06,58.6,90.12,90.98,91.19,67.96,86.69,67.11,28.69,51.17,0.49,-0.1,1.53,62.14,0.49,1.85,1.56,65.94,78.48,95.21,96.5,75.39,93.11,97.18
3961,2024-25,Brook Lopez,36,MIL,2546,Star,Stretch Big,Anchor Big,0.44,-0.48,0.92,4.64,0.38,-0.12,2.06,-0.63,-25.01,0.02,80.61,52.06,84.95,89.35,81.58,47.8,83.27,44.75,19.97,52.89,0.32,-0.42,1.01,47.89,-0.14,1.74,1.45,60,69.37,88.73,93.69,42.96,91.7,96.34
3962,2015-16,Brook Lopez,27,BRK,2457,Starter,Post Scorer,Anchor Big,0.72,0.02,0.7,4.99,-0.12,0.51,,0.26,0.99,0.73,84.3,73.49,80.09,90.66,58.31,69.13,,80.03,75.2,81.01,,,-0.39,33.64,-0.21,,,,,32.28,89.62,38.66,,
3963,2016-17,Brook Lopez,28,BRK,2222,Starter,Versatile Big,Anchor Big,0.45,0.99,-0.54,4.09,0.28,-0.22,1.82,0.85,46.5,1.18,80.72,88.47,27.01,87.1,79.77,44.41,80.1,87.93,90.83,88.83,1.54,0.67,-0.57,-25.05,-1.4,0.27,0.76,86.76,89.51,23.49,13.32,3.84,44.62,88.11
3964,2015-16,Jerryd Bayless,27,MIL,1505,Key Rotation,Primary Ball Handler,Point of Attack,-2.2,-0.67,-1.53,0.08,-1.55,-1.76,,-0.31,-19.5,-0.75,7.51,43.35,4.43,20.62,15.39,8.78,,60.31,25.81,21.29,,,-1.23,-44.6,-1.01,,,,,5.74,6.4,9.6,,
3965,2018-19,Jerryd Bayless,30,MIN,657,Rotation,Primary Ball Handler,Point of Attack,-2.05,-0.45,-1.61,0.13,-1.67,-1.85,-0.61,-0.55,-5.95,-0.56,9.17,53.59,3.72,26.32,13.13,7.8,13.64,48.02,45.92,26.59,-0.02,-1.11,-1.12,-21.17,-1.28,-0.59,-0.76,47.31,13.88,7.55,15.59,4.99,8.78,8.82
3966,2016-17,Jerryd Bayless,28,PHI,72,Too Few Games,Low Minute,Point of Attack,-0.62,-0.18,-0.44,0.08,-0.25,0.22,-0.05,-0.01,-0.25,0.24,42.4,65.83,31.67,20.62,54.94,60.66,31.65,73.65,66.69,64.81,0.15,-0.37,-0.24,-0.61,-0.01,-0.2,-0.82,54.34,71.21,40.98,45.57,50.66,19.46,7.81
3967,2017-18,Jerryd Bayless,29,PHI,925,Key Rotation,Movement Shooter,Point of Attack,-3.01,-2.16,-0.86,-0.41,-2.76,-1.77,-1.23,-1.74,-41.54,-1.3,1.76,4.94,15.79,2.06,1.69,8.58,3.98,9.48,8.65,9.51,-0.86,-0.63,-1.02,-16.42,-0.46,-0.37,-0.55,13.77,58.67,9.41,18.74,26.79,13.99,14.99
3968,2015-16,Jason Thompson,29,GSW/TOR,471,Garbage Time,Post Scorer,Helper,-1.01,-1.1,0.09,0.4,-0.48,-0.47,,-0.95,-10.36,-0.4,30.57,27.52,60.02,40.79,47.79,35.83,,31.6,38.05,32.84,,,0.47,0.83,-0.07,,,,,76.76,62.71,47.17,,
3969,2015-16,Brandon Rush,30,GSW,1055,Rotation,Movement Shooter,Chaser,-2.55,-1,-1.55,-0.2,-1.19,-1.18,,-1,-21.73,-0.26,4.37,30.62,4.21,3.45,24.45,17.23,,29.86,23.36,38.74,,,-0.2,-33.8,-0.92,,,,,43.64,9.66,11.63,,
3970,2016-17,Brandon Rush,31,MIN,1030,Key Rotation,Stationary Shooter,Chaser,-3.45,-2.55,-0.9,-0.74,-2.39,-1.74,-1.7,-2.16,-51.54,-1.4,0.64,1.91,14.93,1.05,3.85,9.06,1.22,3.91,5.08,8.06,-1.27,-1.43,-0.23,-18.28,-0.34,-0.43,-0.95,4.92,3.92,41.5,17.3,32.4,11.67,5.58
3971,2019-20,Robin Lopez,31,MIL,958,Rotation,Versatile Big,Anchor Big,-1.72,-2.57,0.85,0.4,-1.48,-2,-0.34,-1.91,-52.74,-1.97,14.24,1.79,83.43,40.79,16.72,6.11,21.43,6.92,4.71,2.98,-1.39,-1.45,0.44,17.73,-0.04,1.06,0.32,3.57,3.5,75.73,82.38,49.05,79.16,76.44
3972,2023-24,Robin Lopez,35,MIL,65,Garbage Time,Low Minute,Anchor Big,-1.04,-0.74,-0.3,0.06,-0.82,-1.33,-0.71,-0.52,-1.05,-0.28,29.52,40.5,38.59,17.33,35.91,14.51,11.47,49.64,60.22,37.88,-1.26,-1.43,-0.31,-0.4,-1.05,0.55,-0.09,5.03,3.92,36.98,47.85,8.6,60.16,59.68
3973,2015-16,Robin Lopez,27,NYK,2219,Starter,Post Scorer,Anchor Big,-1.02,-0.89,-0.14,1.87,-0.62,-1.23,,-0.72,-37.76,-0.18,30.14,34.5,47.51,69.11,42.88,16.3,,40.83,10.58,42.69,,,0.11,-5.94,-1.05,,,,,62.71,30.52,8.6,,
3974,2021-22,Robin Lopez,33,ORL,612,Rotation,Post Scorer,Anchor Big,-1.61,-1.06,-0.55,0.31,-2.57,-2.68,-0.21,-1.65,-13.29,-1.25,16.18,28.86,26.61,37.63,2.63,2.05,25.63,11.32,33.84,10.36,-0.53,-1.39,-0.91,-6.81,-1.43,0.32,0.5,26.55,4.77,11.59,28.98,3.37,46.96,82.2
3975,2020-21,Robin Lopez,32,WAS,1354,Rotation,Post Scorer,Anchor Big,-1.16,-1.2,0.04,1.07,-2.15,-1.57,0.29,-1.06,-34.45,-0.83,26.49,23.92,57.23,56.87,5.94,11.02,44.13,27.91,12.51,19.33,-0.23,-1.55,-1.09,1.07,-0.74,0.53,0.54,38.59,2.1,8.24,63.57,16.71,59.19,83.34
3976,2016-17,Robin Lopez,28,CHI,2271,Starter,Post Scorer,Anchor Big,-1.19,-1.92,0.73,1.7,-1.16,-1.37,-0.13,-1.58,-86.31,-1.24,25.39,7.48,80.79,66.96,25.47,13.9,28.17,13,0.64,10.58,-0.98,-1.08,0.42,32.51,-0.13,0.85,0.59,9.59,15.46,75.03,89.12,43.52,72.77,84.55
3977,2017-18,Robin Lopez,29,CHI,1690,Key Rotation,Post Scorer,Anchor Big,-1.84,-2.13,0.3,0.55,-2.51,-2.32,-0.6,-1.73,-73.23,-1.84,12.34,5.35,68.58,45.14,2.98,3.67,13.83,9.65,1.42,3.79,-1.15,-0.97,-0.78,10.13,-0.48,0.55,0.74,6.77,39.14,15.35,76.51,26,60.16,87.81
3978,2018-19,Robin Lopez,30,CHI,1606,Key Rotation,Post Scorer,Anchor Big,-2.58,-1.61,-0.97,-0.22,-2.87,-3.26,-0.54,-1.71,-52.97,-1.45,4.19,13.02,13.27,3.25,1.17,0.85,15.83,10.14,4.6,7.55,-0.71,-1,-1.16,-31.7,-1.81,0.17,0.41,18.69,19.02,6.82,10.51,1.03,38.6,79.18
3979,2022-23,Robin Lopez,34,CLE,299,Garbage Time,Post Scorer,Anchor Big,-3.6,-2.61,-0.99,-0.21,-3.1,-4.06,-1.9,-2.37,-15.8,-2.28,0.46,1.66,12.98,3.35,0.65,0.12,0.53,2.22,30.87,1.61,-1.6,-1.42,-0.73,-5.98,-1.78,-0.3,0.08,1.88,4.16,17.2,30.47,1.08,15.28,67.56
3980,2015-16,Marreese Speights,28,GSW,832,Garbage Time,Athletic Finisher,Helper,-1.42,-0.4,-1.02,0.48,-0.64,-0.34,,0.03,-6.73,0.84,19.9,55.81,12.29,43.21,42.17,40.34,,74.92,44.14,83.19,,,-0.67,-17.08,-1.18,,,,,19.48,18.21,6.23,,
3981,2016-17,Marreese Speights,29,LAC,1286,Rotation,Stretch Big,Anchor Big,-0.15,0,-0.16,1.85,0.92,-0.48,1.21,0.81,0.1,0.54,56.1,72.85,46.46,68.92,87.75,35.39,69.85,87.54,73.9,76.12,0.86,-0.64,0.11,-4.01,-1.02,0.34,-0.13,74.39,58.04,62.71,33.75,9.33,48.14,57.42
3982,2017-18,Marreese Speights,30,ORL,675,Rotation,Versatile Big,Anchor Big,-0.6,0.67,-1.27,0.77,0.07,-1.27,1.02,0.92,9.04,0.78,42.98,85.14,7.72,50.52,76.4,15.56,65.89,88.47,80.52,81.84,1.34,-0.3,-0.85,-17.1,-2.04,-0.32,0,83.1,73.32,13.17,18.2,0.47,14.69,64.21
3983,2015-16,Roy Hibbert,29,LAL,1878,Key Rotation,Post Scorer,Helper,-3.29,-3.68,0.39,-1.26,-1.85,-2.74,,-2.59,-137.21,-2.98,1.04,0.07,71.75,0.37,10.02,1.88,,1.12,0.02,0.27,,,0.74,14.57,0.23,,,,,83.7,80.21,63.44,,
3984,2016-17,Roy Hibbert,30,CHO/DEN,682,Rotation,Post Scorer,Anchor Big,-1.71,-2.86,1.15,0.28,-1.29,-1.88,-0.11,-2.47,-39.18,-2.18,14.4,0.9,88.9,36.09,21.63,7.45,28.98,1.74,9.75,1.91,-1.97,-2.01,1.17,15.91,0.29,1.85,1.01,0.39,0.06,91.06,80.97,66.27,93.11,92.16
3985,2016-17,JaVale McGee,29,GSW,739,Garbage Time,Roll + Cut Big,Anchor Big,1.44,1.48,-0.04,1.85,1.01,1.57,2.76,0.44,23.37,2.47,91.15,92.48,52.52,68.92,88.5,88.86,90.5,83.09,85.6,97.34,1.83,-0.47,0.57,-0.63,-0.9,0.92,0.41,89.41,67.67,79.52,45.36,12.15,75.11,79.18
3986,2017-18,JaVale McGee,30,GSW,616,Garbage Time,Roll + Cut Big,Anchor Big,1.51,-0.16,1.67,1.57,1.31,1.78,3.21,-0.09,-2.01,0.89,91.58,66.72,95.07,65.08,90.87,90.83,93.24,70.8,55.84,84.16,1.06,-0.02,1.4,21.32,0.89,2.15,0.76,78.28,80.17,94.14,84.55,87.9,96.13,88.11
3987,2018-19,JaVale McGee,31,LAL,1671,Key Rotation,Roll + Cut Big,Anchor Big,0.92,-0.37,1.29,3.59,1.42,0.74,1.92,-0.65,-13.19,0.29,86.33,57.08,91.13,83.65,91.58,74.93,81.44,43.89,33.99,67.23,0.1,-0.51,2.08,46.11,0.45,1.82,0.96,52.52,65.39,98.09,93.36,73.48,92.71,91.49
3988,2019-20,JaVale McGee,32,LAL,1130,Rotation,Roll + Cut Big,Anchor Big,0.82,-1.29,2.12,2.35,1.89,0.8,2.97,-1,-30.49,-0.43,85.37,21.26,97.75,74,93.96,76.17,92.12,29.86,15.2,31.6,-0.1,-0.04,2.88,49.78,1.23,3.07,1.66,43.81,79.69,99.56,94.13,93.16,99.13,97.72
3989,2021-22,JaVale McGee,34,PHO,1172,Rotation,Roll + Cut Big,Anchor Big,0.84,-0.61,1.45,2.45,0.96,0.71,2.31,-0.42,-14.59,0.13,85.51,46.01,92.99,74.85,88.08,74.24,86.41,54.43,32.31,58.78,0.14,-0.98,1.38,34.83,0.57,2.17,1.38,54.05,38.7,93.94,89.86,78.32,96.21,95.93
3990,2023-24,JaVale McGee,36,SAC,339,Garbage Time,Roll + Cut Big,Anchor Big,-0.14,-1.29,1.15,0.49,0.39,0.04,0.9,-0.99,-9.26,-0.36,56.28,21.26,88.9,43.52,81.69,53.91,63.02,30.33,39.86,34.65,-0.94,-1.56,1.38,8.05,0.4,1.83,0.97,10.75,1.97,93.94,74.44,71.33,92.78,91.72
3991,2015-16,JaVale McGee,28,DAL,370,Rotation,Roll + Cut Big,Helper,0.24,-0.6,0.83,0.63,0.26,1.01,,-0.68,-4.26,0.34,77.53,46.5,83.06,47.22,79.49,80.25,,42.52,49.49,69.33,,,0.93,5.96,0.68,,,,,87.66,72.17,82.23,,
3992,2022-23,JaVale McGee,35,DAL,355,Garbage Time,Roll + Cut Big,Anchor Big,-0.96,-1.81,0.85,0.33,-0.43,-0.79,0.46,-1.56,-13.29,-0.85,31.92,9.17,83.43,38.54,49.66,25.9,50.48,13.51,33.84,18.94,-1.15,-1.04,1.12,6.28,0.06,1.61,1.24,6.77,17.03,90.28,72.53,54.74,89.53,95.12
3993,2020-21,JaVale McGee,33,CLE/DEN,678,Rotation,Post Scorer,Anchor Big,0.22,-1.06,1.28,1.14,0.3,-0.18,1.79,-1.13,-14.43,-0.69,77.25,28.86,90.89,58.23,80.09,46.01,79.55,25.37,32.52,22.63,-0.6,-1.22,1.43,17.63,0.5,2.39,1.7,23.09,9.52,94.38,82.28,75.8,97.35,97.92
3994,2015-16,JJ Hickson,27,DEN/WAS,436,Rotation,Post Scorer,Helper,-0.4,-0.58,0.19,0.55,0.39,0.15,,-0.37,-5.25,0.12,49.05,47.65,64.35,45.14,81.69,58.38,,57.31,47.56,58.07,,,0.76,1.67,0.03,,,,,84.22,65.12,52.96,,
3995,2015-16,Alexis Ajinca,27,NOP,861,Rotation,Roll + Cut Big,Anchor Big,-0.78,-2.27,1.5,0.87,-0.86,-0.75,,-1.75,-39.08,-1.34,37.32,3.88,93.64,52.91,34.74,26.96,,9.31,9.83,8.9,,,0.88,25.88,0.59,,,,,86.66,86.71,79.13,,
3996,2016-17,Alexis Ajinca,28,NOP,584,Rotation,Roll + Cut Big,Anchor Big,-1.77,-2.28,0.51,0.22,-1.08,-1.64,-0.17,-2.24,-26.94,-1.29,13.33,3.79,75.49,33.23,27.59,10.22,26.88,3.22,18.31,9.7,-1.57,-1.09,1.16,6.08,-0.35,1.4,0.63,2.32,14.99,90.93,72.39,31.84,85.97,85.4
3997,2016-17,Ryan Anderson,28,HOU,2117,Starter,Movement Shooter,Helper,0.54,1,-0.46,4.02,0.26,1.16,1.47,1.38,43.89,1.82,82.26,88.52,30.43,86.7,79.49,83.01,74.37,91.82,90.45,94.67,2.07,1.25,-1.12,-20.2,-0.66,-0.6,-1.04,91.33,92.84,7.55,16.25,19.45,8.54,4.33
3998,2017-18,Ryan Anderson,29,HOU,1725,Key Rotation,Movement Shooter,Helper,-0.81,0,-0.81,1.73,0.11,0.01,0.98,0.49,-0.04,0.85,36.36,72.85,17.16,67.28,77.04,52.84,65.08,83.73,71.04,83.43,1.29,0.75,-0.38,-28.1,-0.84,-0.31,-0.72,82.42,90.15,32.8,11.93,13.57,15,9.89
3999,2019-20,Ryan Anderson,31,HOU,14,Too Few Games,Low Minute,Mobile Big,-0.74,-0.16,-0.58,0.01,-0.62,-0.91,0.01,-0.04,-0.05,0.24,38.71,66.72,25.51,7.8,42.88,23.09,33.67,72.58,70.45,64.81,-0.05,-0.83,-0.59,-0.19,-1.16,0.06,-0.68,46.15,46.74,22.56,50.78,6.64,32.68,10.84
4000,2018-19,Ryan Anderson,30,PHO/MIA,321,Garbage Time,Movement Shooter,Low Activity,-2.5,-1.41,-1.08,-0.03,-1.9,-0.67,-1.08,-1.19,-9.11,-0.6,4.74,17.82,11.02,5.91,9.37,29.06,5.27,23.71,40.08,25.25,-0.6,-0.23,-0.71,-6.96,-0.07,-0.48,-0.72,23.09,75.39,17.99,28.77,47.17,10.31,9.89
4001,2015-16,Ryan Anderson,27,NOP,2008,Starter,Versatile Big,Helper,0.64,2.19,-1.55,3.97,-0.91,0,,0.98,89.84,1.71,83.44,95.58,4.21,86.27,32.81,52.49,,88.96,95.4,93.87,,,-1.89,-62.77,-1.71,,,,,0.95,2.89,1.52,,
4002,2016-17,Courtney Lee,31,NYK,2459,Starter,Movement Shooter,Chaser,-1.25,-0.21,-1.04,1.75,-1.57,0.13,-0.21,-0.76,-10.22,0.61,23.57,64.45,11.81,67.64,15.04,57.55,25.63,38.88,38.25,77.89,0.39,-0.74,-0.81,-50.38,-0.48,-0.6,-0.56,62.7,51.84,14.44,5.03,26,8.54,14.56
4003,2017-18,Courtney Lee,32,NYK,2310,Starter,Secondary Ball Handler,Wing Stopper,-2.51,-1.15,-1.36,-0.27,-1.18,-1.74,-0.55,-0.51,-53.07,-0.28,4.7,25.71,6.4,2.89,24.84,9.06,15.52,50.1,4.55,37.88,0.03,-0.67,-0.66,-63,-1.46,-0.59,-0.74,49.37,56.04,19.82,2.88,3.17,8.78,9.26
4004,2015-16,Courtney Lee,30,MEM/CHO,2334,Starter,Off Screen Shooter,Chaser,-1.33,-1.15,-0.18,1.48,-1.06,-0.26,,-0.92,-52.36,-0.72,21.79,25.71,45.24,63.57,28.29,42.84,,32.87,4.84,21.9,,,-0.14,-8.09,0.45,,,,,47.7,27,73.48,,
4005,2018-19,Courtney Lee,33,NYK/DAL,428,Garbage Time,Secondary Ball Handler,Chaser,-0.62,-0.86,0.25,0.49,-0.97,0.68,0.13,-0.94,-7.68,0,42.4,35.75,66.54,43.52,30.79,73.41,37.98,31.94,42.48,51.78,-0.29,-1.06,-0.04,2.19,0.68,0.42,-0.85,36.38,16.38,53.59,66.28,82.23,53.48,7.16
4006,2019-20,Courtney Lee,34,DAL,345,Rotation,Movement Shooter,Chaser,-1.39,-1.77,0.38,0.22,-2.1,0.15,0.02,-2.08,-12.5,-0.8,20.55,9.87,71.48,33.23,6.46,58.38,34.17,4.91,35.1,20.06,-0.65,-1.13,-0.02,2.72,0.95,0.67,-0.48,21.39,12.94,54.96,67.25,89.08,66.42,36.71
4007,2015-16,Kosta Koufos,26,SAC,1482,Rotation,Post Scorer,Helper,-0.79,-1.22,0.42,1.48,-0.83,-0.25,,-1.26,-36.88,-0.51,36.83,23.36,72.73,63.57,35.62,43.28,,21.06,11.19,28.5,,,0.42,12.84,0.27,,,,,75.03,78.88,65.17,,
4008,2016-17,Kosta Koufos,27,SAC,1419,Rotation,Post Scorer,Anchor Big,-0.77,-2.01,1.24,1.47,-1,-0.94,0.53,-1.83,-55.16,-1.32,37.64,6.62,90.32,63.42,29.98,22.41,52.93,8.04,4.03,9.16,-1.05,-1.2,0.83,34.37,0.38,1.58,0.77,8.51,10.25,85.41,89.78,70.4,89.05,88.37
4009,2017-18,Kosta Koufos,28,SAC,1391,Key Rotation,Roll + Cut Big,Mobile Big,-0.01,-0.81,0.8,2.13,-0.2,0.56,1.46,-0.84,-21.91,0.23,58.64,37.73,82.45,71.7,56.34,70.48,74.25,35.71,23.09,64.37,-0.25,-1.45,0.64,21.56,0.33,1.71,0.92,38.24,3.5,81.08,84.68,68.21,91.22,91
4010,2018-19,Kosta Koufos,29,SAC,502,Rotation,Roll + Cut Big,Anchor Big,-0.16,-1.64,1.49,0.72,-0.94,-0.34,0.51,-1.83,-17.38,-0.98,55.82,12.46,93.53,49.44,31.63,40.34,52.15,8.04,28.64,15.96,-1.25,-1.22,0.9,16,0.64,1.76,0.9,5.32,9.52,87.05,81.06,81.06,91.88,90.65
4011,2020-21,Serge Ibaka,31,LAC,955,Star,Stretch Big,Anchor Big,1.75,0.53,1.22,2.55,1.85,1.69,2.48,0.71,10.12,1.25,92.99,83.09,89.96,75.8,93.74,89.95,88.24,86.36,81.04,89.68,1.26,0.07,1.14,23.21,0.44,1.22,0.51,81.81,81.98,90.69,85.63,72.97,82.58,82.46
4012,2021-22,Serge Ibaka,32,LAC/MIL,878,Rotation,Stretch Big,Anchor Big,-1.22,-1.77,0.55,0.66,-0.65,-1.47,0.49,-1.13,-31.95,-1.15,24.43,9.87,76.52,47.97,41.79,12.39,51.51,25.37,14.01,12.1,-0.51,-0.36,0.48,9.87,-0.33,1,0.58,27.3,71.52,77.13,76.39,32.82,77.39,84.33
4013,2022-23,Serge Ibaka,33,MIL,185,Garbage Time,Stretch Big,Anchor Big,-0.86,-1.18,0.32,0.19,-1.25,-0.74,-0.05,-1.37,-4.38,-0.27,34.95,24.66,69.33,31.19,22.79,27.22,31.65,17.99,49.27,38.25,-1.08,-1.04,0.13,1.17,-0.47,1.03,0.51,8.17,17.03,63.61,63.93,26.42,78.63,82.46
4014,2015-16,Serge Ibaka,26,OKC,2500,Starter,Athletic Finisher,Helper,0.17,0.23,-0.06,4.15,1.08,1.26,,-0.14,11.65,1.47,76.43,78,51.59,87.39,89.08,84.43,,68.72,81.74,91.96,,,1.22,-2.92,-0.21,,,,,91.76,36.05,38.66,,
4015,2016-17,Serge Ibaka,27,ORL/TOR,2422,Starter,Versatile Big,Helper,-0.69,-1.05,0.36,2.61,0.12,-0.71,0.75,-0.49,-50.52,-0.86,40.23,29.23,70.67,76.44,77.25,28.05,59.11,51,5.31,18.57,0.01,-0.38,0.62,17.21,0.16,0.74,0.55,48.31,70.86,80.62,81.92,59.83,68.89,83.58
4016,2017-18,Serge Ibaka,28,TOR,2093,Starter,Stationary Shooter,Helper,0.4,-0.14,0.54,3.79,1.16,1.63,1.8,0.01,-5.81,1.12,80.1,67.59,76.22,85.12,89.72,89.52,79.69,74.39,46.21,87.85,0.82,-0.22,1.15,23.06,0.5,0.98,0.38,73.69,75.57,90.81,85.53,75.8,76.8,78.07
4017,2018-19,Serge Ibaka,29,TOR,2010,Key Rotation,Roll + Cut Big,Anchor Big,0.95,0.65,0.3,4.36,1.34,0.77,2.31,0.3,26.79,1.31,86.64,84.8,68.58,88.22,91.03,75.58,86.41,80.75,86.59,90.42,1.35,0.06,1.05,12.52,-0.54,0.96,0.51,83.43,81.87,89.42,78.57,23.44,76.29,82.46
4018,2019-20,Serge Ibaka,30,TOR,1485,Key Rotation,Roll + Cut Big,Anchor Big,-0.67,-0.35,-0.32,1.64,0.08,-0.7,1.43,-0.34,-10.71,0.52,40.85,58.11,37.76,66.08,76.6,28.25,73.78,58.95,37.64,75.58,0.81,-0.02,0.42,-9.96,-1.21,0.62,0.49,73.55,80.17,75.03,24.64,5.91,64.32,81.79
4019,2020-21,Nicolas Batum,32,LAC,1835,Starter,Stationary Shooter,Helper,0.98,-0.07,1.05,3.99,1.17,2.24,1.81,-0.07,-2.46,1.18,87,70.6,87.41,86.48,89.86,94.23,79.86,71.51,54.43,88.83,0.31,-1.25,1.24,38.76,1.06,1.5,0.27,59.43,8.51,92.16,91.18,91.01,87.54,74.8
4020,2021-22,Nicolas Batum,33,LAC,1462,Key Rotation,Movement Shooter,Wing Stopper,0.56,-0.74,1.3,2.79,0.67,1.32,1.59,-0.71,-22.04,0.13,82.47,40.5,91.27,78.22,85.37,85.58,76.45,41.35,22.88,58.78,-0.01,-0.92,1.38,38.61,1.19,1.61,0.68,47.44,41.84,93.94,91.1,92.79,89.53,86.75
4021,2022-23,Nicolas Batum,34,LAC,1709,Key Rotation,Stationary Shooter,Helper,0.13,-0.48,0.61,2.78,-0.55,1.51,1.49,-1.22,-16.78,0.83,75.94,52.06,77.78,78.06,45.5,88.03,74.76,22.56,29.49,83.01,0.12,-0.88,0.67,21.39,0.68,1.36,0.74,53.13,43.69,81.92,84.56,82.23,85.27,87.81
4022,2024-25,Nicolas Batum,36,LAC,1367,Rotation,Stationary Shooter,Helper,-0.33,-1.6,1.28,1.82,-0.41,0.63,0.6,-1.74,-44.49,-0.56,51.25,13.22,90.89,68.5,50.44,71.99,54.9,9.48,7.33,26.59,-0.81,-1.62,1.33,35.47,1.19,1.42,0.32,14.75,1.42,93.35,90.12,92.79,86.21,76.44
4023,2025-26,Nicolas Batum,37,LAC,1295,Rotation,Stationary Shooter,Helper,-1.38,-1.92,0.54,0.87,-0.9,-0.18,0.18,-1.74,-55.9,-0.63,20.69,7.48,76.22,52.91,33.25,46.01,39.93,9.48,3.83,24.39,-0.9,-1.34,0.84,-4.62,0.45,1.08,0.73,11.45,5.71,85.65,32.43,73.48,79.69,87.63
4024,2023-24,Nicolas Batum,35,LAC/PHI,1529,Key Rotation,Stationary Shooter,Helper,-1.44,-1.53,0.09,0.97,-1.31,0.08,0.22,-1.77,-47.04,-0.14,19.52,14.84,60.02,54.79,21,55.84,41.51,8.99,6.3,44.53,-0.56,-1.13,0.46,2.64,0.22,0.78,0.38,24.52,12.94,76.42,67.13,63.07,70.2,78.07
4025,2015-16,Nicolas Batum,27,CHO,2448,Starter,Shot Creator,Wing Stopper,0.52,0.28,0.24,4.64,1.22,-0.25,,0.73,13.46,-0.44,81.97,79.25,66.13,89.35,90.21,43.28,,86.58,82.35,31.16,,,0.49,11.81,0.18,,,,,77.35,78.03,60.9,,
4026,2016-17,Nicolas Batum,28,CHO,2617,Star,Off Screen Shooter,Chaser,1.2,0.7,0.49,6.12,1.24,2.01,2.25,0.87,36.7,0.96,89.08,85.48,75.02,93.72,90.33,92.82,85.77,88.05,89.23,85.36,1.33,0.19,0.37,25.67,1.05,0.92,0.27,82.97,84.17,73.63,86.59,90.84,75.11,74.8
