RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Post Up Shot Making,Post Up Impact Per 75 Possessions,Stable Post Up PPP,Post Up Shot Making Efficiency,Post Up Shooting Talent,Post Up Shot Quality,Post Up Shot Making_percentile,Post Up Impact Per 75 Possessions_percentile,Stable Post Up PPP_percentile,Post Up Shot Making Efficiency_percentile,Post Up Shooting Talent_percentile,Post Up Shot Quality_percentile
1687,2020-21,Deandre Ayton,22,PHO,2115,Star,Post Scorer,Anchor Big,0.24,-0.06,0.92,-0.17,1.21,-0.22,85.01,9.21,91.55,74.93,96.19,37.45
1688,2021-22,Deandre Ayton,23,PHO,1713,Star,Post Scorer,Anchor Big,2.61,0.35,1,1.93,3.77,-0.46,99.21,98.45,97.86,99.34,99.54,25.61
1689,2022-23,Deandre Ayton,24,PHO,2036,Starter,Post Scorer,Anchor Big,1.33,-0.13,0.95,0.5,2.73,-0.12,96.76,6.2,94.68,92.72,98.85,43.46
1690,2023-24,Deandre Ayton,25,POR,1784,Starter,Post Scorer,Anchor Big,0.1,-0.33,0.88,-0.5,0.89,-0.16,77.92,2.05,86.29,48.44,95.09,41.48
1691,2024-25,Deandre Ayton,26,POR,1206,Starter,Roll + Cut Big,Anchor Big,0.67,-0.47,0.8,0.14,0.8,-0.93,92.82,1.07,2.21,87.24,94.7,10.33
1692,2024-25,Luka Doncic,25,DAL/LAL,1769,Star,Shot Creator,Helper,-1.3,-0.22,0.85,-2,-1.04,-0.7,0.47,3.62,6.22,0.47,0.22,16.85
1693,2025-26,Luka Doncic,26,LAL,2289,Star,Shot Creator,Helper,1.54,0,0.87,1,1.94,-0.91,97.45,12.81,8.43,96.72,98.16,10.83
1694,2018-19,Luka Doncic,19,DAL,2318,Starter,Shot Creator,Low Activity,-0.22,0.1,0.95,-0.53,-0.25,0.5,21.42,93.74,94.68,45.67,80.6,73.64
1695,2019-20,Luka Doncic,20,DAL,2047,Star,Shot Creator,Low Activity,0.01,0.1,0.94,-0.19,-0.06,-0.76,66.49,93.74,93.75,73.61,86.17,14.8
1696,2020-21,Luka Doncic,21,DAL,2254,Star,Shot Creator,Low Activity,1.14,0.27,1.02,1.1,1.28,-0.87,95.78,97.72,98.7,97.04,96.46,11.69
1697,2021-22,Luka Doncic,22,DAL,2301,Star,Shot Creator,Low Activity,-0.02,-0.07,0.91,-0.28,0.57,-0.99,59.91,8.65,90.24,67.75,93.28,9.32
1698,2022-23,Luka Doncic,23,DAL,2391,Star,Shot Creator,Helper,1.8,0.53,1.08,1.01,2.47,-0.59,98.27,99.22,99.71,96.76,98.65,20.57
1699,2023-24,Luka Doncic,24,DAL,2624,Star,Shot Creator,Low Activity,0.08,0.02,0.97,-0.42,0.23,-1.05,76.25,90.44,96.14,56.28,90.15,8.31
1700,2019-20,Theo Pinson,24,BRK,365,Rotation,Shot Creator,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1701,2020-21,Theo Pinson,25,NYK,34,Garbage Time,Low Minute,Helper,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1702,2018-19,Theo Pinson,23,BRK,211,Garbage Time,Shot Creator,Chaser,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1703,2021-22,Theo Pinson,26,DAL,148,Garbage Time,Movement Shooter,Helper,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
1704,2022-23,Theo Pinson,27,DAL,323,Garbage Time,Movement Shooter,Helper,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
1705,2020-21,Ray Spalding,23,HOU,19,Too Few Games,Low Minute,Anchor Big,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1706,2018-19,Ray Spalding,21,DAL/PHO,148,Garbage Time,Roll + Cut Big,Helper,-0.11,0,0.87,-0.54,-0.52,-0.72,40.79,12.81,8.43,44.25,61,16.28
1707,2019-20,Carsen Edwards,21,BOS,351,Garbage Time,Off Screen Shooter,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1708,2020-21,Carsen Edwards,22,BOS,276,Garbage Time,Stationary Shooter,Chaser,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1709,2021-22,Carsen Edwards,23,DET,79,Too Few Games,Low Minute,Chaser,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
1710,2019-20,Shamorie Ponds,21,TOR,11,Too Few Games,Low Minute,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1711,2018-19,Bonzie Colson,23,MIL,98,Too Few Games,Low Minute,Helper,-0.18,0,0.87,-0.63,-0.6,0.06,27.5,12.81,8.43,34.52,52.79,54.27
1712,2019-20,Goga Bitadze,20,IND,471,Garbage Time,Roll + Cut Big,Anchor Big,0.05,0,0.87,-0.04,-0.26,-1.06,72.76,12.81,8.43,81.35,80.16,8.16
1713,2020-21,Goga Bitadze,21,IND,561,Rotation,Stretch Big,Mobile Big,-0.19,-0.1,0.86,-0.86,-0.49,-0.26,25.61,7.4,7.29,18.08,63.95,35.31
1714,2021-22,Goga Bitadze,22,IND,729,Rotation,Stretch Big,Mobile Big,-0.3,-0.14,0.86,-0.86,-0.38,1.74,14.24,5.84,7.29,18.08,73.53,95.91
1715,2022-23,Goga Bitadze,23,IND/ORL,457,Garbage Time,Roll + Cut Big,Mobile Big,-0.02,0,0.87,-0.47,-0.24,-0.33,59.91,12.81,8.43,51.43,80.79,31.12
1716,2023-24,Goga Bitadze,24,ORL,957,Rotation,Roll + Cut Big,Mobile Big,-0.34,-0.08,0.88,-1.24,-0.53,2.72,12.13,8.3,86.29,5.92,59.94,99.18
1717,2024-25,Goga Bitadze,25,ORL,1430,Rotation,Roll + Cut Big,Mobile Big,-0.06,0.24,1.02,-0.54,-0.33,1.78,51.56,97.25,98.7,44.25,76.79,96.13
1718,2025-26,Goga Bitadze,26,ORL,939,Rotation,Roll + Cut Big,Mobile Big,-0.01,0,0.87,-0.39,-0.26,3.36,61.83,12.81,8.43,58.8,80.16,99.78
1719,2020-21,Oshae Brissett,22,IND,519,Key Rotation,Stationary Shooter,Helper,-0.15,0,0.87,-0.61,-0.53,1.14,32.79,12.81,8.43,36.09,59.94,88.82
1720,2021-22,Oshae Brissett,23,IND,1564,Key Rotation,Movement Shooter,Helper,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
1721,2022-23,Oshae Brissett,24,IND,1083,Rotation,Stationary Shooter,Helper,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
1722,2023-24,Oshae Brissett,25,BOS,630,Rotation,Movement Shooter,Helper,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
1723,2024-25,Oshae Brissett,26,PHI,142,Too Few Games,Movement Shooter,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1724,2019-20,Oshae Brissett,21,TOR,135,Garbage Time,Stationary Shooter,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1725,2018-19,Vincent Edwards,22,HOU,16,Too Few Games,Low Minute,Helper,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1726,2018-19,Donte Grantham,23,OKC,2,Too Few Games,Low Minute,Helper,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1727,2020-21,Terence Davis,23,TOR/SAC,1074,Rotation,Movement Shooter,Chaser,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1728,2021-22,Terence Davis,24,SAC,536,Rotation,Movement Shooter,Helper,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
1729,2022-23,Terence Davis,25,SAC,841,Rotation,Movement Shooter,Chaser,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
1730,2024-25,Terence Davis,27,SAC,8,Too Few Games,Low Minute,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1731,2019-20,Terence Davis,22,TOR,1209,Rotation,Movement Shooter,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1732,2018-19,Robert Williams III,21,BOS,283,Garbage Time,Roll + Cut Big,Anchor Big,-0.02,0,0.87,-0.32,-0.43,0.14,59.91,12.81,8.43,64.09,68.94,58.24
1733,2019-20,Robert Williams III,22,BOS,388,Rotation,Roll + Cut Big,Anchor Big,0,0,0.87,-0.23,-0.34,1.09,64.13,12.81,8.43,70.93,76.24,88.13
1734,2020-21,Robert Williams III,23,BOS,985,Rotation,Roll + Cut Big,Anchor Big,-0.24,-0.01,0.88,-0.84,-0.47,3.77,19.31,12.25,86.29,19.37,65.69,99.94
1735,2021-22,Robert Williams III,24,BOS,1804,Star,Roll + Cut Big,Anchor Big,-0.16,0,0.87,-0.48,-0.55,2,31.12,12.81,8.43,50.71,57.82,97.13
1736,2022-23,Robert Williams III,25,BOS,824,Key Rotation,Roll + Cut Big,Helper,0.03,0,0.87,-0.39,-0.33,0.85,70.05,12.81,8.43,58.8,76.79,83.94
1737,2023-24,Robert Williams III,26,POR,119,Too Few Games,Athletic Finisher,Anchor Big,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
1738,2024-25,Robert Williams III,27,POR,351,Rotation,Athletic Finisher,Anchor Big,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1739,2025-26,Robert Williams III,28,POR,968,Rotation,Roll + Cut Big,Anchor Big,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1740,2018-19,Dzanan Musa,19,BRK,39,Garbage Time,Low Minute,Chaser,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1741,2019-20,Dzanan Musa,20,BRK,487,Rotation,Secondary Ball Handler,Low Activity,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1742,2018-19,Elie Okobo,21,PHO,958,Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1743,2019-20,Elie Okobo,22,PHO,719,Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1744,2022-23,Rui Hachimura,24,WAS/LAL,1466,Key Rotation,Shot Creator,Helper,-0.64,-0.21,0.87,-1.29,-0.35,0.45,4.13,3.88,8.43,4.91,75.44,71.5
1745,2023-24,Rui Hachimura,25,LAL,1826,Key Rotation,Shot Creator,Wing Stopper,-0.09,0.22,1.03,-0.61,-0.02,0.46,44.79,96.91,99.02,36.09,86.7,72
1746,2024-25,Rui Hachimura,26,LAL,1869,Starter,Stationary Shooter,Wing Stopper,0.05,-0.05,0.91,-0.4,-0.13,0.45,72.76,9.86,90.24,57.98,84.39,71.5
1747,2025-26,Rui Hachimura,27,LAL,1867,Starter,Shot Creator,Wing Stopper,-0.42,0,0.87,-1.04,-0.45,0.35,8.94,12.81,8.43,10.2,67.21,66.99
1748,2019-20,Rui Hachimura,21,WAS,1444,Starter,Roll + Cut Big,Helper,-0.83,-0.32,0.79,-1.26,-0.7,-0.72,2.36,2.17,1.59,5.45,48.36,16.28
1749,2020-21,Rui Hachimura,22,WAS,1797,Starter,Shot Creator,Wing Stopper,-0.04,-0.07,0.9,-0.41,0.06,-0.21,55.59,8.65,89.24,57.1,88.05,38.24
1750,2021-22,Rui Hachimura,23,WAS,943,Key Rotation,Shot Creator,Helper,-0.51,-0.04,0.9,-1,-0.47,2.01,6.46,10.51,89.24,11.81,65.69,97.23
1751,2018-19,Deng Adel,21,CLE,194,Garbage Time,Movement Shooter,Chaser,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1752,2019-20,Ky Bowman,22,GSW,1015,Key Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1753,2020-21,Rodions Kurucs,22,BRK/HOU/MIL,125,Garbage Time,Movement Shooter,Helper,-0.04,0,0.87,-0.59,-0.54,-0.37,55.59,12.81,8.43,38.2,58.78,29.64
1754,2018-19,Rodions Kurucs,20,BRK,1294,Key Rotation,Movement Shooter,Helper,-0.01,0,0.87,-0.19,-0.41,0.41,61.83,12.81,8.43,73.61,70.73,69.57
1755,2019-20,Rodions Kurucs,21,BRK,684,Rotation,Stationary Shooter,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1756,2018-19,Isaac Bonga,19,LAL,120,Garbage Time,Shot Creator,Chaser,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1757,2021-22,Isaac Bonga,22,TOR,69,Garbage Time,Low Minute,Helper,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
1758,2019-20,Isaac Bonga,20,WAS,1250,Rotation,Stationary Shooter,Wing Stopper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1759,2020-21,Isaac Bonga,21,WAS,432,Rotation,Stationary Shooter,Helper,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1760,2021-22,Tyler Cook,24,CHI,200,Garbage Time,Athletic Finisher,Mobile Big,-0.02,0,0.87,-0.34,-0.42,0.08,59.91,12.81,8.43,62.61,69.75,55.5
1761,2019-20,Tyler Cook,22,CLE/DEN,54,Garbage Time,Low Minute,Mobile Big,0.04,0,0.87,-0.04,-0.55,-0.1,71.5,12.81,8.43,81.35,57.82,44.72
1762,2020-21,Tyler Cook,23,BRK/DET,437,Rotation,Post Scorer,Mobile Big,-0.24,-0.67,0.79,-0.91,-0.28,0.39,19.31,0.46,1.59,15.59,79.38,68.91
1763,2021-22,Arnoldas Kulboka,24,CHO,5,Too Few Games,Low Minute,Helper,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
1764,2020-21,Elijah Bryant,25,MIL,32,Too Few Games,Low Minute,Chaser,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1765,2018-19,Tyler Davis,21,OKC,1,Too Few Games,Low Minute,Helper,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1766,2018-19,Marcus Derrickson,22,GSW,67,Garbage Time,Low Minute,Mobile Big,-0.05,0,0.87,-0.51,-0.37,0.42,53.13,12.81,8.43,47.43,74.49,70.08
1767,2024-25,Jack McVeigh,28,HOU,43,Garbage Time,Low Minute,Chaser,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1768,2018-19,Brandon Sampson,21,CHI,214,Garbage Time,Movement Shooter,Low Activity,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1769,2020-21,Kelan Martin,25,IND,322,Garbage Time,Movement Shooter,Helper,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1770,2019-20,Kelan Martin,24,MIN,495,Rotation,Movement Shooter,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1771,2021-22,Kelan Martin,26,IND/BOS,450,Rotation,Movement Shooter,Helper,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
1772,2018-19,Gary Clark,24,HOU,641,Rotation,Stationary Shooter,Helper,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1773,2021-22,Gary Clark,27,NOP,378,Garbage Time,Movement Shooter,Helper,-0.08,0,0.87,-0.47,-0.53,-0.23,47.31,12.81,8.43,51.43,59.94,36.91
1774,2019-20,Gary Clark,25,HOU/ORL,566,Rotation,Stationary Shooter,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1775,2020-21,Gary Clark,26,ORL/DEN/PHI,654,Rotation,Stationary Shooter,Helper,-0.11,0,0.87,-0.6,-0.52,-0.28,40.79,12.81,8.43,37.23,61,34.08
1776,2023-24,Jock Landale,28,HOU,764,Rotation,Roll + Cut Big,Mobile Big,-0.19,-0.09,0.88,-0.92,-0.38,-0.31,25.61,7.77,86.29,15.06,73.53,32.66
1777,2024-25,Jock Landale,29,HOU,500,Rotation,Roll + Cut Big,Mobile Big,-0.22,-0.29,0.85,-1.03,-0.14,1.15,21.42,2.56,6.22,10.65,84.14,88.94
1778,2025-26,Jock Landale,30,MEM/ATL,1506,Key Rotation,Stretch Big,Mobile Big,-0.05,0,0.87,-0.54,0.73,1.28,53.13,12.81,8.43,44.25,94.3,91.09
1779,2022-23,Jock Landale,27,PHO,979,Rotation,Post Scorer,Anchor Big,0,0.47,1.03,-0.38,0.6,1.69,64.13,99.05,99.02,59.53,93.52,95.24
1780,2021-22,Jock Landale,26,SAS,589,Rotation,Stretch Big,Anchor Big,0.12,0.13,0.92,0.07,0.2,-0.03,79.43,94.78,91.55,85.1,89.78,48.85
1781,2018-19,Angel Delgado,24,LAC,15,Too Few Games,Low Minute,Anchor Big,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1782,2021-22,Wenyen Gabriel,24,BRK/LAC/LAL,359,Rotation,Athletic Finisher,Mobile Big,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
1783,2022-23,Wenyen Gabriel,25,LAL,1024,Rotation,Roll + Cut Big,Anchor Big,-0.05,0,0.87,-0.44,-0.42,1.2,53.13,12.81,8.43,54.3,69.75,89.8
1784,2020-21,Wenyen Gabriel,23,NOP,241,Garbage Time,Stationary Shooter,Helper,-0.11,0,0.87,-0.68,-0.56,0.41,40.79,12.81,8.43,30.58,56.89,69.57
1785,2023-24,Wenyen Gabriel,26,MEM,81,Too Few Games,Low Minute,Low Activity,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
1786,2019-20,Wenyen Gabriel,22,SAC/POR,235,Garbage Time,Stretch Big,Helper,-0.02,0,0.87,-0.32,-0.42,0.44,59.91,12.81,8.43,64.09,69.75,70.99
1787,2018-19,Thomas Welsh,22,DEN,36,Garbage Time,Low Minute,Helper,-0.01,0,0.87,-0.38,-0.64,-0.81,61.83,12.81,8.43,59.53,50.15,13.35
1788,2018-19,Jaylen Adams,22,ATL,428,Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1789,2020-21,Jaylen Adams,24,MIL,18,Too Few Games,Low Minute,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1790,2018-19,Jared Terrell,23,MIN,111,Garbage Time,Secondary Ball Handler,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1791,2018-19,Duncan Robinson,24,MIA,161,Garbage Time,Off Screen Shooter,Chaser,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1792,2019-20,Duncan Robinson,25,MIA,2166,Starter,Off Screen Shooter,Low Activity,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1793,2020-21,Duncan Robinson,26,MIA,2262,Starter,Off Screen Shooter,Low Activity,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1794,2021-22,Duncan Robinson,27,MIA,2043,Key Rotation,Off Screen Shooter,Low Activity,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
1795,2022-23,Duncan Robinson,28,MIA,690,Rotation,Off Screen Shooter,Low Activity,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
1796,2023-24,Duncan Robinson,29,MIA,1906,Key Rotation,Movement Shooter,Low Activity,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
1797,2024-25,Duncan Robinson,30,MIA,1786,Key Rotation,Off Screen Shooter,Low Activity,-0.23,0,0.87,-0.87,-0.58,-0.1,20.35,12.81,8.43,17.39,54.5,44.72
1798,2025-26,Duncan Robinson,31,DET,2066,Starter,Off Screen Shooter,Low Activity,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1799,2019-20,Daryl Macon,24,MIA,14,Too Few Games,Low Minute,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1800,2018-19,Daryl Macon,23,DAL,90,Too Few Games,Low Minute,Low Activity,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1801,2019-20,Kendrick Nunn,24,MIA,1962,Starter,Primary Ball Handler,Point of Attack,-0.04,0,0.87,-0.27,-0.42,0.12,55.59,12.81,8.43,68.6,69.75,57.48
1802,2020-21,Kendrick Nunn,25,MIA,1650,Starter,Primary Ball Handler,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1803,2022-23,Kendrick Nunn,27,LAL/WAS,963,Rotation,Secondary Ball Handler,Point of Attack,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
1804,2018-19,Yuta Watanabe,24,MEM,174,Garbage Time,Movement Shooter,Helper,0.09,0,0.87,-0.08,-0.26,-0.39,77.17,12.81,8.43,79.65,80.16,28.85
1805,2019-20,Yuta Watanabe,25,MEM,105,Garbage Time,Athletic Finisher,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1806,2023-24,Yuta Watanabe,29,PHO/MEM,464,Rotation,Movement Shooter,Low Activity,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
1807,2020-21,Yuta Watanabe,26,TOR,723,Rotation,Movement Shooter,Helper,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1808,2021-22,Yuta Watanabe,27,TOR,445,Garbage Time,Stationary Shooter,Helper,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
1809,2022-23,Yuta Watanabe,28,BRK,928,Rotation,Stationary Shooter,Helper,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
1810,2018-19,Johnathan Williams,23,LAL,372,Rotation,Roll + Cut Big,Mobile Big,-0.15,0,0.87,-0.54,-0.46,-0.45,32.79,12.81,8.43,44.25,66.45,26.11
1811,2019-20,Johnathan Williams,24,WAS,180,Garbage Time,Athletic Finisher,Mobile Big,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1812,2018-19,Joe Chealey,23,CHO,8,Too Few Games,Low Minute,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1813,2019-20,Joe Chealey,24,CHO,33,Too Few Games,Low Minute,Chaser,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1814,2018-19,Emanuel Terry,22,PHO/MIA,23,Too Few Games,Low Minute,Anchor Big,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1815,2021-22,Emanuel Terry,25,PHO,18,Too Few Games,Low Minute,Anchor Big,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
1816,2019-20,Ryan Broekhoff,29,DAL,180,Garbage Time,Off Screen Shooter,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1817,2018-19,Ryan Broekhoff,28,DAL,453,Rotation,Off Screen Shooter,Low Activity,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1818,2018-19,DeVaughn Akoon-Purcell,25,DEN,22,Too Few Games,Low Minute,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1819,2018-19,Zach Lofton,26,DET,4,Too Few Games,Low Minute,Helper,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1820,2019-20,Jordan McLaughlin,23,MIN,590,Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1821,2020-21,Jordan McLaughlin,24,MIN,938,Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1822,2021-22,Jordan McLaughlin,25,MIN,902,Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
1823,2022-23,Jordan McLaughlin,26,MIN,678,Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
1824,2023-24,Jordan McLaughlin,27,MIN,626,Rotation,Movement Shooter,Point of Attack,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
1825,2024-25,Jordan McLaughlin,28,SAC/SAS,314,Garbage Time,Secondary Ball Handler,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1826,2025-26,Jordan McLaughlin,29,SAS,274,Garbage Time,Secondary Ball Handler,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1827,2019-20,Brandon Goodwin,24,ATL,430,Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1828,2020-21,Brandon Goodwin,25,ATL,620,Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1829,2021-22,Brandon Goodwin,26,CLE,502,Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
1830,2018-19,Brandon Goodwin,23,DEN,57,Garbage Time,Low Minute,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1831,2019-20,BJ Johnson,24,ORL,83,Garbage Time,Low Minute,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1832,2021-22,BJ Johnson,26,ORL,65,Too Few Games,Low Minute,Chaser,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
1833,2018-19,BJ Johnson,23,ATL/SAC,49,Too Few Games,Low Minute,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1834,2021-22,Chris Chiozza,26,GSW,372,Rotation,Secondary Ball Handler,Point of Attack,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
1835,2018-19,Chris Chiozza,23,HOU,33,Too Few Games,Low Minute,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1836,2019-20,Chris Chiozza,24,WAS/BRK,401,Garbage Time,Primary Ball Handler,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1837,2020-21,Chris Chiozza,25,BRK,232,Garbage Time,Movement Shooter,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1838,2018-19,Jemerrio Jones,23,LAL,143,Too Few Games,Stretch Big,Chaser,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1839,2021-22,Jemerrio Jones,26,LAL,15,Too Few Games,Low Minute,Mobile Big,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
1840,2023-24,Gabe Vincent,27,LAL,218,Garbage Time,Secondary Ball Handler,Point of Attack,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
1841,2024-25,Gabe Vincent,28,LAL,1525,Key Rotation,Movement Shooter,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1842,2025-26,Gabe Vincent,29,LAL/ATL,865,Rotation,Movement Shooter,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1843,2019-20,Gabe Vincent,23,MIA,83,Garbage Time,Low Minute,Chaser,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
1844,2020-21,Gabe Vincent,24,MIA,655,Garbage Time,Secondary Ball Handler,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
1845,2021-22,Gabe Vincent,25,MIA,1589,Key Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
1846,2022-23,Gabe Vincent,26,MIA,1759,Key Rotation,Primary Ball Handler,Point of Attack,-0.02,0,0.87,-0.35,-0.45,-0.46,59.91,12.81,8.43,61.92,67.21,25.61
1847,2023-24,Kaiser Gates,27,NOP,7,Too Few Games,Low Minute,Chaser,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
1848,2024-25,Drew Eubanks,27,UTA/LAC,746,Rotation,Roll + Cut Big,Anchor Big,-0.16,-0.3,0.81,-0.87,-0.34,0.29,31.12,2.37,2.78,17.39,76.24,64.41
1849,2023-24,Drew Eubanks,26,PHO,1169,Rotation,Roll + Cut Big,Mobile Big,-0.19,-0.1,0.85,-0.84,-0.45,-0.03,25.61,7.4,6.22,19.37,67.21,48.85
1850,2021-22,Drew Eubanks,24,SAS/POR,1245,Rotation,Roll + Cut Big,Mobile Big,-0.17,-0.19,0.83,-0.56,-0.27,-0.34,29.2,4.32,4.15,41.48,79.77,30.61
1851,2022-23,Drew Eubanks,25,POR,1584,Rotation,Roll + Cut Big,Mobile Big,0.28,0.19,1.01,0.3,0.05,-1.1,86.36,96.47,98.31,89.73,87.88,7.5
1852,2025-26,Drew Eubanks,28,SAC,552,Rotation,Roll + Cut Big,Mobile Big,-0.02,0,0.87,-0.51,-0.3,0.07,59.91,12.81,8.43,47.43,78.44,54.96
1853,2018-19,Drew Eubanks,21,SAS,113,Garbage Time,Post Scorer,Helper,0.18,0,0.87,0.58,0.41,-2.14,82.93,12.81,8.43,93.57,92.04,0.22
