RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Midrange Talent,Midrange Shot Making,Midrange Shot Creation,Midrange Pull Up Talent,Midrange Pull Up Shot Making,Midrange Pull Up Shot Making Efficiency,Stable Long Midrange FG%,Stable Short Midrange FG%,Midrange FGM Per 75,Midrange Pull Up FGM Per 75,Midrange Talent_percentile,Midrange Shot Making_percentile,Midrange Shot Creation_percentile,Midrange Pull Up Talent_percentile,Midrange Pull Up Shot Making_percentile,Midrange Pull Up Shot Making Efficiency_percentile,Stable Long Midrange FG%_percentile,Stable Short Midrange FG%_percentile,Midrange FGM Per 75_percentile,Midrange Pull Up FGM Per 75_percentile,Midrange Shot Making Efficiency,Midrange Pull Up FG%,Midrange Shot Making Efficiency_percentile,Midrange Pull Up FG%_percentile
97,2018-19,Emmanuel Mudiay,22,NYK,1607,Starter,Slasher,Point of Attack,0.95,0.72,1.07,1.16,0.86,0.66,43.6,43.42,2.87,2.39,92.4,90.84,94.09,94.09,92.66,90.55,94.81,74.72,88.4,96.59,0.62,47.75,89.76,83.11
98,2021-22,Emmanuel Mudiay,25,SAC,11,Too Few Games,Low Minute,Point of Attack,-0.52,-0.04,-0.36,-0.55,-0.04,-0.64,40.4,42.18,,0,45.11,58.48,49.94,43.91,58.99,43.05,46.96,62.4,,0,-0.57,0,45.34,0
99,2019-20,Emmanuel Mudiay,23,UTA,850,Rotation,Slasher,Point of Attack,0.55,0.32,0.87,0.66,0.34,0.49,44.25,40.72,2.8,2.25,88.13,84.04,90.7,89.32,84.48,87.75,96.57,48,87.45,95.92,0.49,49.53,87.55,85.78
100,2015-16,Emmanuel Mudiay,19,DEN,2068,Starter,Slasher,Point of Attack,-1.38,-1.98,1.27,-1.45,-2.33,-2.48,36.17,33.96,2.25,1.89,2.61,0.05,96.47,3.28,0.02,0.38,14.94,14.74,78.39,93.71,-2.32,36.33,0.62,48.47
101,2016-17,Emmanuel Mudiay,20,DEN,1406,Key Rotation,Primary Ball Handler,Point of Attack,-0.79,-0.97,0.73,-0.82,-1.16,-2.17,37.94,34.73,1.24,0.88,17.98,1.85,87.19,15.89,0.84,1.03,18.52,15.14,50.92,75.75,-1.85,32.38,2.68,37.38
102,2019-20,Tyus Jones,23,MEM,1232,Key Rotation,Primary Ball Handler,Point of Attack,1.1,0.87,0.87,1.08,0.76,0.95,41.69,42.99,2.77,2,93.57,92.43,90.7,93.58,91.49,94.08,76.3,70.63,87.08,94.5,1.2,48.97,96.09,85.06
103,2020-21,Tyus Jones,24,MEM,1222,Rotation,Primary Ball Handler,Point of Attack,0.9,0.74,0.81,1.07,0.86,1.32,41.42,46.38,2.94,2.13,91.84,91.04,89.38,93.48,92.66,96.78,71.16,93.48,89.13,95.24,1.21,47.65,96.2,82.89
104,2021-22,Tyus Jones,25,MEM,1549,Key Rotation,Primary Ball Handler,Point of Attack,0.91,0.77,0.73,0.99,0.81,0.9,42.77,44.91,3.05,2.08,92.06,91.3,87.19,92.82,92.05,93.59,90.63,87.52,90.23,94.95,0.93,43.14,93.88,70.6
105,2022-23,Tyus Jones,26,MEM,1940,Key Rotation,Primary Ball Handler,Low Activity,0.7,0.69,0.64,0.85,0.81,0.9,42.64,47.8,2.76,1.95,89.98,90.52,85.11,91.42,92.05,93.59,89.56,96.95,86.93,94.19,0.85,47.95,92.79,83.49
106,2015-16,Tyus Jones,19,MIN,573,Rotation,Primary Ball Handler,Point of Attack,-0.29,-0.21,0.59,-0.27,-0.35,-1.02,38.3,37.65,1.33,0.86,62.58,33.58,83.68,64.68,18.47,21.11,20.09,22.59,54.06,75.16,-0.64,37.14,41.41,50.9
107,2016-17,Tyus Jones,20,MIN,774,Garbage Time,Secondary Ball Handler,Point of Attack,-0.41,-0.2,0.35,-0.3,-0.2,-0.68,38.68,43.58,1.32,0.83,54.42,34.96,76.62,62.86,34.16,40.43,22.62,75.92,53.67,74.22,-0.56,44.74,45.91,75.24
108,2017-18,Tyus Jones,21,MIN,1467,Rotation,Primary Ball Handler,Point of Attack,0.1,0.41,0.04,0.22,0.46,1.15,41.94,41.24,1.33,0.7,79.27,86.13,65.71,82.24,87.05,95.75,79.87,53.36,54.06,70.25,1.11,47.37,95.5,82.2
109,2018-19,Tyus Jones,22,MIN,1560,Key Rotation,Primary Ball Handler,Point of Attack,0.12,-0.02,0.74,0.13,-0.11,-0.33,39.17,41.32,1.99,1.27,79.82,62.22,87.41,80.16,46.92,61.16,26.85,54.09,72.51,84.92,-0.18,38.73,67.25,55.62
110,2025-26,Tyus Jones,29,ORL/DAL/DEN,934,Rotation,Primary Ball Handler,Point of Attack,-0.41,-0.12,-0.18,-0.37,-0.1,-0.25,41.55,45.14,1.05,0.7,54.42,44.96,57.18,58.53,48.44,65.4,74.29,88.81,44.4,70.25,-0.26,47.37,63.41,82.2
111,2024-25,Tyus Jones,28,PHO,2174,Starter,Primary Ball Handler,Point of Attack,-0.14,-0.04,0.17,-0.15,-0.11,-0.39,40.12,44.41,1.65,0.9,70.63,58.48,70.85,70.85,46.92,57.87,40.45,84.44,63.98,76.33,-0.22,42.4,65.66,68.05
112,2023-24,Tyus Jones,27,WAS,1933,Starter,Primary Ball Handler,Point of Attack,0.96,1.06,0.65,1.15,1.26,1.14,42.73,49.04,2.78,1.45,92.52,94,85.51,93.97,95.4,95.67,90.35,98.34,87.19,88,0.99,47.62,94.54,82.76
113,2015-16,Cliff Alexander,20,POR,36,Too Few Games,Low Minute,Anchor Big,-0.59,-0.06,-1.09,-0.7,-0.01,-0.57,39.89,38.65,1.01,1.01,38.2,54.8,21.39,27.05,64.56,47.3,36.12,28.23,42.85,79.03,-0.8,100,31.51,97.76
114,2018-19,Justin Anderson,25,ATL,463,Garbage Time,Movement Shooter,Helper,-0.56,-0.32,-0.08,-0.52,-0.27,-1.1,39.36,38.48,0.6,0.15,41.25,21.89,61.09,46.87,25.51,17.86,28.85,27.14,28.31,42.24,-1.25,20,12.48,22.49
115,2021-22,Justin Anderson,28,CLE/IND,316,Garbage Time,Movement Shooter,Helper,-0.13,0.35,-0.56,-0.16,0.31,0.33,41.7,42.73,1.17,0.82,71.09,84.89,42.42,70.33,83.87,85.2,76.38,68.33,48.53,73.9,0.42,50,86.3,85.91
116,2016-17,Justin Anderson,23,DAL/PHI,1227,Rotation,Movement Shooter,Wing Stopper,-0.72,-0.43,-0.48,-0.73,-0.45,-1.35,34.97,39.22,0.77,0.22,24.46,14.63,45.31,23.66,12.51,10.06,14.33,32.39,34.17,47.78,-1.18,21.21,14.58,24.01
117,2017-18,Justin Anderson,24,PHI,519,Rotation,Movement Shooter,Low Activity,-0.5,-0.08,-0.38,-0.48,-0.09,-0.37,41.71,35.26,0.71,0.57,46.89,51.62,49.07,50.69,50.01,59.23,76.57,15.81,32.08,65.48,-0.33,50,59.52,85.91
118,2019-20,Justin Anderson,26,BRK,107,Garbage Time,Stationary Shooter,Helper,-0.66,-0.03,-1.12,-0.67,-0.07,-0.37,40.68,40.45,,0,30.37,60.19,20.32,30.45,53.66,59.23,52.94,45.29,,0,-0.23,0,65,0
119,2015-16,Justin Anderson,22,DAL,647,Rotation,Movement Shooter,Chaser,-0.79,-0.37,-0.34,-0.59,-0.22,-0.76,39.18,37.38,0.82,0.47,17.98,18.54,50.82,39.64,31.31,35.24,26.9,21.55,36.07,61.88,-1.32,36.36,10.79,48.49
120,2015-16,Anthony Brown,23,LAL,599,Key Rotation,Movement Shooter,Chaser,-0.78,-0.31,-0.43,-0.58,-0.16,-0.58,39.29,38.11,0.76,0.57,18.67,22.91,47.26,41.05,39.11,46.76,28.03,24.89,33.82,65.48,-0.86,47.37,28.53,82.2
121,2017-18,Anthony Brown,25,MIN,4,Too Few Games,Low Minute,Chaser,-2.07,,,-1.75,,,40.28,39.86,,0,0.07,,,0.17,,,43.02,38.37,,0,,0,,0
122,2016-17,Anthony Brown,24,NOP/ORL,159,Garbage Time,Movement Shooter,Wing Stopper,-0.53,-0.14,-0.17,-0.48,-0.14,-0.99,40.95,40.87,1.47,1.22,44.13,42.38,57.62,50.69,42.02,22.63,60.09,49.76,58.65,83.75,-0.9,45.45,26.16,77.22
123,2015-16,Montrezl Harrell,22,HOU,379,Garbage Time,Post Scorer,Helper,-0.46,0.14,-1.11,-0.48,0.14,0.54,39.76,42.11,1.16,0,50.49,78.26,20.7,50.69,78.21,88.57,34.06,61.87,48.21,0,0.62,0,89.76,0
124,2016-17,Montrezl Harrell,23,HOU,1064,Rotation,Roll + Cut Big,Mobile Big,-0.38,0.2,-1.51,-0.73,-0.01,0.08,40.62,41.6,1.16,0.07,56.74,80.58,9.63,23.66,64.56,78.07,51.83,57.05,48.21,35.39,0.54,40,88.52,58.96
125,2017-18,Montrezl Harrell,24,LAC,1293,Rotation,Post Scorer,Mobile Big,0.63,0.64,0.07,0.84,0.92,1.61,38.46,43.77,1.92,0.25,89.13,89.99,66.94,91.35,93.19,98.31,21.03,77.93,70.91,49.82,1.08,50,95.28,85.91
126,2018-19,Montrezl Harrell,25,LAC,2158,Key Rotation,Post Scorer,Anchor Big,-0.32,-0.24,-0.27,-0.5,-0.41,-0.78,39.31,39.5,1.43,0.21,60.61,29.76,53.71,48.92,14.47,34.09,28.23,34.92,57.28,47.06,-0.48,29.55,51.08,32.77
127,2019-20,Montrezl Harrell,26,LAC,1749,Star,Shot Creator,Anchor Big,0.11,-0.07,0.05,0.5,0.44,0.37,37.23,39.42,1.58,0.4,79.62,53.19,66.09,87.34,86.67,85.95,16.76,34.06,61.92,58.8,-0.23,42.55,65,68.39
128,2020-21,Montrezl Harrell,27,LAL,1580,Key Rotation,Post Scorer,Mobile Big,0.21,0.3,-0.33,-0.25,-0.14,-0.43,37.98,46.16,2.07,0.56,82.13,83.43,51.24,65.74,42.02,55.76,18.7,93.04,74.4,65.09,0.31,37.5,83.83,51.61
129,2022-23,Montrezl Harrell,29,PHI,681,Rotation,Post Scorer,Anchor Big,-0.41,-0.09,-0.77,-0.61,-0.22,-0.84,41.35,44.65,,0.05,54.42,50.1,33.74,37.39,31.31,30.49,70.21,86.1,,33.3,-0.3,11.11,61.23,19.58
130,2021-22,Montrezl Harrell,28,WAS/CHO,1640,Key Rotation,Post Scorer,Anchor Big,-0.72,-0.57,-0.64,-0.66,-0.47,-1.22,39.15,43.88,1.45,0.29,24.46,8.44,38.77,31.3,11.32,13.82,26.58,78.96,57.94,52.49,-1.3,32.5,11.34,37.54
131,2016-17,Andrew Harrison,22,MEM,1474,Rotation,Shot Creator,Point of Attack,-0.77,-0.63,0.37,-0.68,-0.71,-1.95,36.64,36.6,0.67,0.45,19.63,6.61,77.24,29.5,4.56,1.85,15.52,18.64,30.64,61,-1.7,26.98,4.18,29.34
132,2017-18,Andrew Harrison,23,MEM,1326,Key Rotation,Primary Ball Handler,Point of Attack,-0.24,-0.38,0.87,-0.19,-0.47,-0.86,40.08,37.39,1.65,1.12,65.71,17.74,90.7,68.74,11.32,29.36,39.2,21.59,63.98,81.58,-0.75,35.85,34.55,47.46
133,2018-19,Andrew Harrison,24,MEM/CLE/NOP,186,Garbage Time,Shot Creator,Point of Attack,-0.25,-0.06,0.36,-0.23,-0.07,-0.45,38.41,40.44,,0.41,65.03,54.8,76.98,66.89,53.66,54.8,20.71,45.09,,59.22,-0.39,20,56.53,22.49
134,2015-16,Aaron Harrison,21,CHO,93,Garbage Time,Low Minute,Low Activity,-0.87,-0.11,-1.23,-0.76,-0.07,-0.8,38.92,39.77,,0,12.19,46.39,16.98,20.8,53.66,32.85,24.4,37.66,,0,-1,0,21.3,0
135,2016-17,Aaron Harrison,22,CHO,17,Too Few Games,Low Minute,Chaser,-0.59,-0.03,-0.36,-0.58,-0.03,-1.01,40.02,41.09,,0,38.2,60.19,49.94,41.05,60.72,21.67,38.05,51.9,,0,-0.92,0,24.95,0
136,2017-18,Aaron Harrison,23,DAL,233,Starter,Movement Shooter,Chaser,-0.69,-0.36,-0.15,-0.72,-0.41,-0.8,39.33,39.51,0.8,0.64,27.25,19.18,58.41,24.98,14.47,32.85,28.34,35.01,35.4,68.07,-0.7,26.67,37.35,28.97
137,2021-22,Delon Wright,29,ATL,1452,Rotation,Primary Ball Handler,Point of Attack,-0.54,-0.23,-0.16,-0.51,-0.29,-0.98,40.5,39.66,0.6,0.21,42.99,31.02,58.01,47.82,23.62,23.13,49.37,36.37,28.31,47.06,-0.8,47.06,31.51,81.55
138,2018-19,Delon Wright,26,TOR/MEM,1698,Rotation,Primary Ball Handler,Chaser,-0.66,-0.72,0.54,-0.7,-0.86,-1.67,37.25,36.12,0.84,0.28,30.37,4.5,82.28,27.05,2.32,4.25,16.82,17.35,36.85,51.95,-1.47,25.49,7.61,28.32
139,2023-24,Delon Wright,31,WAS/MIA,742,Rotation,Secondary Ball Handler,Point of Attack,-0.62,-0.55,0.2,-0.62,-0.57,-1.81,39.93,39.28,0.89,0.2,34.8,9.11,71.93,36.21,7.93,3.13,36.5,32.68,38.61,46.29,-1.71,20,4.05,22.49
140,2024-25,Delon Wright,32,MIL/NYK,634,Rotation,Secondary Ball Handler,Chaser,-0.67,-0.44,0.06,-0.66,-0.48,-1.62,41.42,40.3,0.29,0.12,29.38,14.01,66.45,31.3,10.83,4.88,71.16,43.93,20.1,39.68,-1.45,40,7.92,58.96
141,2020-21,Delon Wright,28,DET/SAC,1748,Star,Primary Ball Handler,Point of Attack,-0.39,-0.43,0.46,-0.41,-0.55,-1.09,41.56,38.7,1.17,0.28,55.99,14.63,79.89,55.94,8.49,18.26,74.39,28.58,48.53,51.95,-0.9,31.71,26.16,36.43
142,2015-16,Delon Wright,23,TOR,229,Garbage Time,Slasher,Point of Attack,-0.09,-0.1,0.96,0.01,-0.09,-0.59,39.63,38.11,1.17,0.5,72.63,48.33,92.31,76.81,50.01,46.15,32.19,24.89,48.53,62.95,-0.55,27.27,46.5,29.43
143,2016-17,Delon Wright,24,TOR,446,Rotation,Slasher,Point of Attack,-0.34,-0.16,0.46,-0.25,-0.16,-0.79,38.13,40.73,,0.09,59.17,39.74,79.89,65.74,39.11,33.55,19.36,48.07,,36.98,-0.68,7.69,38.75,19.18
144,2017-18,Delon Wright,25,TOR,1433,Star,Primary Ball Handler,Point of Attack,-0.29,-0.07,0.31,-0.24,-0.12,-0.32,39.45,37.25,0.66,0.13,62.58,53.19,75.46,66.45,45.31,61.68,29.7,21.04,30.23,40.61,-0.22,35.71,65.66,46.94
145,2022-23,Delon Wright,30,WAS,1221,Key Rotation,Primary Ball Handler,Point of Attack,-0.25,-0.08,0.25,-0.14,-0.01,-0.22,43.23,41.8,1.18,0.33,65.03,51.62,73.63,71.33,64.56,66.71,93.2,59.36,48.92,54.81,-0.33,42.31,59.52,67.71
146,2019-20,Delon Wright,27,DAL,1570,Key Rotation,Primary Ball Handler,Point of Attack,-0.39,-0.28,0.22,-0.31,-0.26,-0.67,40.1,35.25,0.74,0.19,55.99,25.75,72.61,62.19,26.87,41.24,39.61,15.79,33.01,45.55,-0.76,25,34.03,26.25
147,2017-18,RJ Hunter,24,HOU,45,Too Few Games,Low Minute,Chaser,-0.65,0,-0.67,-0.63,0,-0.3,40.71,39.48,0.83,0.83,31.62,65.88,37.54,34.75,66.52,62.87,55.31,34.52,36.53,74.22,-0.25,100,63.91,97.76
148,2015-16,RJ Hunter,22,BOS,314,Garbage Time,Movement Shooter,Low Activity,-0.59,-0.07,-0.67,-0.65,-0.18,-0.89,40.03,39.97,1.04,0.35,38.2,53.19,37.54,32.55,36.76,27.94,38.37,40.33,44.01,56.17,-0.3,21.43,61.23,24.06
149,2018-19,RJ Hunter,25,BOS,26,Too Few Games,Low Minute,Helper,-0.59,0.12,-0.87,-0.56,0.13,-0.19,40.34,40.84,,1.42,38.2,77.09,29.9,43.06,77.81,68.39,44.92,49.31,,87.49,-0.16,100,68.44,97.76
150,2016-17,RJ Hunter,23,CHI,9,Too Few Games,Low Minute,Chaser,-1.99,,,-1.63,,,40.59,41.09,,0,0.37,,,1.15,,,51.06,51.9,,0,,0,,0
151,2015-16,Sam Dekker,21,HOU,6,Too Few Games,Low Minute,Anchor Big,-2.19,,,-1.78,,,40.03,39.77,,0,0,,,0.05,,,38.37,37.66,,0,,0,,0
152,2016-17,Sam Dekker,22,HOU,1419,Rotation,Stationary Shooter,Low Activity,-0.59,0.01,-0.86,-0.72,-0.18,-0.35,41.61,38.93,0.44,0.13,38.2,67.42,30.26,24.98,36.76,60.21,74.88,30.01,23.58,40.61,0.5,50,87.72,85.91
153,2017-18,Sam Dekker,23,LAC,883,Garbage Time,Athletic Finisher,Low Activity,-0.52,-0.1,-0.56,-0.44,-0.02,-0.01,38.81,40.2,0.62,0.08,45.11,48.33,42.42,53.76,62.9,75.07,23.66,42.59,28.93,36.12,-0.36,16.67,58.17,20.98
154,2021-22,Sam Dekker,27,TOR,1,Too Few Games,Low Minute,Helper,-1.75,,,-1.53,,,40.69,42.59,,0,1.2,,,2.56,,,53.8,66.2,,0,,0,,0
155,2018-19,Sam Dekker,24,CLE/WAS,789,Rotation,Athletic Finisher,Low Activity,-0.98,-0.75,-0.69,-1.03,-0.78,-2.06,39.67,32.96,0.46,0.28,7.21,3.98,36.54,6.36,3.34,1.4,32.83,14.42,24.05,51.95,-1.87,37.5,2.54,51.61
156,2015-16,D'Angelo Russell,19,LAL,2259,Starter,Primary Ball Handler,Point of Attack,0.31,0.05,1.16,0.39,-0.02,-0.34,36.29,42.33,2.49,1.82,84.17,71.73,95.19,85.8,62.9,60.65,15.04,64.15,83.05,93.04,-0.15,36.7,68.86,49.76
157,2016-17,D'Angelo Russell,20,LAL,1811,Starter,Shot Creator,Point of Attack,0.55,0.38,1.08,0.85,0.62,0.24,41.14,41.98,2.82,1.79,88.13,85.47,94.26,91.42,90.02,82.68,64.3,60.85,87.66,92.64,0.1,40.09,78.13,61.13
158,2022-23,D'Angelo Russell,26,MIN/LAL,2304,Starter,Primary Ball Handler,Chaser,0.5,0.53,0.52,0.59,0.57,0.36,45.81,43.98,2.16,1.6,87.29,88.09,81.74,88.51,89.24,85.81,98.77,79.96,76.21,90.28,0.36,47.22,85.09,81.94
159,2023-24,D'Angelo Russell,27,LAL,2484,Starter,Primary Ball Handler,Chaser,0.01,-0.11,0.64,-0.04,-0.26,-0.72,41.66,40.91,2.08,1.15,76.61,46.39,85.11,75.03,26.87,37.74,75.66,50.04,74.7,82.34,-0.51,39.6,49.37,58.24
160,2019-20,D'Angelo Russell,23,GSW/MIN,1452,Starter,Shot Creator,Chaser,1.94,1.56,1.22,2.12,1.66,1.09,45.6,39.19,3.59,2.48,97.49,96.73,95.87,97.77,97.27,95.21,98.63,32.16,94.23,97.04,1.07,43.83,95.16,72.58
161,2020-21,D'Angelo Russell,24,MIN,1196,Starter,Primary Ball Handler,Chaser,0.55,0.12,1.04,0.67,0.18,-0.15,41.92,41.39,3.08,2.11,88.13,77.09,93.5,89.51,80.06,70.37,79.67,55,90.62,95.13,-0.18,39.66,67.25,58.38
162,2021-22,D'Angelo Russell,25,MIN,2077,Star,Primary Ball Handler,Chaser,0.65,0.59,0.68,0.66,0.52,0.29,41.42,42.55,2.29,1.4,89.37,89.09,86.1,89.32,88.33,84.1,71.16,65.94,79.41,87.17,0.42,39.71,86.3,58.48
163,2017-18,D'Angelo Russell,21,BRK,1234,Key Rotation,Shot Creator,Point of Attack,0.97,0.44,1.58,1.36,0.74,0.47,42.29,40.73,3.28,2.03,92.64,86.65,98.65,95.28,91.3,87.38,86.35,48.07,92.2,94.71,0.26,45.16,82.71,76.37
164,2018-19,D'Angelo Russell,22,BRK,2448,Star,Primary Ball Handler,Point of Attack,2.11,1.51,1.85,2.51,1.85,0.97,43.48,44.95,4.31,2.9,97.73,96.56,99.52,98.41,97.62,94.34,94.43,87.74,97.27,98.39,0.87,45.73,93.08,78.52
165,2024-25,D'Angelo Russell,28,LAL/BRK,1481,Key Rotation,Primary Ball Handler,Chaser,0.13,0,0.69,0.31,0.16,-0.07,38.48,45.89,2.09,1,80.11,65.88,86.43,84.12,79.1,73.39,21.23,92.12,74.85,78.84,-0.24,37.38,64.53,51.51
166,2025-26,D'Angelo Russell,29,DAL,495,Rotation,Primary Ball Handler,Chaser,0.76,0.52,1.22,0.78,0.51,0.37,41.96,45.94,3.21,2.07,90.61,87.81,95.87,90.74,88.03,85.95,80.62,92.23,91.73,94.9,0.42,45.31,86.3,76.93
167,2015-16,Karl-Anthony Towns,20,MIN,2627,Starter,Post Scorer,Anchor Big,2.46,2.61,-0.51,0.55,0.85,0.85,46.55,44.64,4.32,0.62,98.43,98.81,44.34,88.08,92.56,93.03,99.31,85.93,97.31,67.25,1.77,43.43,98.77,71.48
168,2016-17,Karl-Anthony Towns,21,MIN,3030,Star,Post Scorer,Helper,2.45,2.74,0.1,1.27,1.58,1.26,43.06,47.75,3.58,0.43,98.39,99,68.2,94.82,96.89,96.4,92.42,96.91,94.12,60.13,1.77,41.98,98.77,66.57
169,2017-18,Karl-Anthony Towns,22,MIN,2918,Star,Post Scorer,Anchor Big,2.2,2.47,-0.37,1.33,1.65,1.75,44.39,44.51,2.71,0.48,97.94,98.6,49.51,95.11,97.15,98.74,96.88,84.97,86.15,62.18,2.05,51.39,99.31,91.41
170,2018-19,Karl-Anthony Towns,23,MIN,2545,Star,Shot Creator,Anchor Big,1.9,1.83,0.26,1.37,1.42,1.1,40.4,44.65,3.25,0.3,97.34,97.6,74.06,95.31,96.24,95.3,46.96,86.1,91.94,53.1,1.2,30.88,96.09,35.05
171,2019-20,Karl-Anthony Towns,24,MIN,1187,Star,Versatile Big,Anchor Big,0.43,0.47,-0.02,0.05,0.07,-0.08,38.25,39.51,1.29,0.18,86.27,87.15,63.29,77.95,74.33,73.06,19.83,35.01,52.75,44.86,0.32,26.09,84.04,28.56
172,2020-21,Karl-Anthony Towns,25,MIN,1689,Star,Shot Creator,Anchor Big,1.09,1.02,0.24,0.6,0.55,0.27,40.69,41.74,2.3,0.36,93.48,93.72,73.28,88.66,88.87,83.52,53.8,58.63,79.59,56.67,0.61,28.81,89.69,32
173,2021-22,Karl-Anthony Towns,26,MIN,2476,Star,Shot Creator,Mobile Big,1.29,1.37,0.15,1.26,1.45,1.28,37.91,48.84,2.67,0.38,94.8,96.02,69.89,94.72,96.38,96.61,18.38,98.12,85.57,57.66,1.02,36.11,94.66,48.04
174,2022-23,Karl-Anthony Towns,27,MIN,957,Star,Shot Creator,Mobile Big,0.84,0.82,0.22,0.15,0.06,-0.43,44.08,43,2.57,0.37,91.42,91.84,72.61,80.62,73.49,55.76,96.3,70.74,84.27,57.22,0.31,33.33,83.83,38.25
175,2023-24,Karl-Anthony Towns,28,MIN,2026,Star,Versatile Big,Mobile Big,1.62,1.81,0.37,1.75,2.04,1.69,40.46,48.89,2.76,0.62,96.46,97.53,77.24,96.9,97.92,98.5,48.65,98.15,86.93,67.25,1.44,41.46,97.6,65.1
176,2024-25,Karl-Anthony Towns,29,NYK,2517,Star,Post Scorer,Anchor Big,1.22,1.25,0.25,0.99,1.08,0.77,38.63,44.34,2.28,0.34,94.36,95.35,73.63,92.82,94.3,92.05,22.21,83.31,79.24,55.63,0.8,31.51,92.18,36.04
177,2025-26,Karl-Anthony Towns,30,NYK,2292,Star,Shot Creator,Mobile Big,0.51,0.6,0.09,0.38,0.51,0.44,38.36,45.76,1.63,0.13,87.47,89.28,67.75,85.53,88.03,87.03,20.4,91.57,63.24,40.61,0.48,25.81,87.36,28.37
178,2015-16,Richaun Holmes,22,PHI,702,Rotation,Roll + Cut Big,Helper,-1.21,-0.53,-1.73,-1.11,-0.26,-0.86,39.64,37.1,0.68,0.05,3.28,9.87,5.55,4.74,26.87,29.36,32.36,20.46,30.97,33.3,-1.72,50,3.93,85.91
179,2016-17,Richaun Holmes,23,PHI,1193,Key Rotation,Roll + Cut Big,Helper,-0.65,-0.2,-1.46,-0.84,-0.17,-0.47,40.02,42.64,1.63,0.06,31.62,34.96,10.88,14.56,37.99,53.45,38.05,67.52,63.24,34.37,-0.55,20,46.5,22.49
180,2017-18,Richaun Holmes,24,PHI,746,Rotation,Roll + Cut Big,Anchor Big,-0.85,-0.4,-1.53,-0.84,-0.19,-0.6,38.46,40.04,1.31,0.24,13.68,16.44,9.1,14.56,35.35,45.34,21.03,40.72,53.3,49.23,-1.05,71.43,19.33,97.12
181,2018-19,Richaun Holmes,25,PHO,1184,Rotation,Roll + Cut Big,Anchor Big,-0.69,-0.31,-1.58,-0.8,-0.2,-0.59,39.64,39.01,1.32,0.15,27.25,22.91,8.08,17.45,34.16,46.15,32.36,30.56,53.67,42.24,-0.79,50,32.23,85.91
182,2019-20,Richaun Holmes,26,SAC,1242,Star,Roll + Cut Big,Mobile Big,-0.18,0.28,-1.99,-1.02,-0.29,-0.71,40.97,46.54,2.04,0.21,68.82,83,1.78,6.65,23.62,38.48,60.75,93.98,73.54,47.06,0.23,46.67,81.95,80.62
183,2020-21,Richaun Holmes,27,SAC,1782,Starter,Roll + Cut Big,Anchor Big,0.84,1.42,-2.23,-0.59,0.23,0.52,43.22,53.73,3.46,0.16,91.42,96.3,0.54,39.64,81.51,88.26,93.16,99.8,93.38,43.27,1.43,57.14,97.58,94.23
184,2021-22,Richaun Holmes,28,SAC,1074,Key Rotation,Roll + Cut Big,Anchor Big,0.2,0.75,-1.89,-0.48,0.25,0.48,41.81,49.02,2.4,0.1,81.86,91.13,3.01,50.69,82.42,87.59,78.34,98.28,81.61,38.08,1.01,33.33,94.59,38.25
185,2022-23,Richaun Holmes,29,SAC,348,Garbage Time,Roll + Cut Big,Mobile Big,-0.7,-0.18,-1.96,-0.87,-0.2,-1.11,41.94,46.21,,0,26.29,37.44,2.09,12.59,34.16,17.35,79.87,93.17,,0,-0.88,0,27.56,0
186,2023-24,Richaun Holmes,30,DAL/WAS,554,Garbage Time,Roll + Cut Big,Anchor Big,-0.85,-0.35,-1.79,-1.07,-0.41,-1.58,42.07,40.7,,0,13.68,19.82,4.58,5.43,14.47,5.54,81.68,47.79,,0,-1.22,0,13.38,0
187,2024-25,Richaun Holmes,31,WAS,534,Rotation,Roll + Cut Big,Anchor Big,-0.61,-0.15,-1.43,-0.81,-0.21,-0.79,41,44.68,,0,35.92,40.93,11.6,16.67,32.71,33.55,61.26,86.17,,0,-0.58,0,44.87,0
188,2019-20,Justise Winslow,23,MIA,352,Starter,Primary Ball Handler,Wing Stopper,-0.51,-0.87,0.41,-1.08,-1.48,-1.45,40.49,37.04,1.8,0.7,46.11,2.58,78.38,5.2,0.28,7.92,49.2,20.23,67.83,70.25,-0.91,29.17,25.52,32.21
189,2020-21,Justise Winslow,24,MEM,507,Rotation,Slasher,Wing Stopper,-0.42,-0.82,0.49,-0.39,-0.78,-1.48,38.78,40.05,2.3,1.05,53.77,3.16,80.81,57.46,3.34,7.32,23.46,40.97,79.59,79.86,-1.5,30,7.09,33.22
190,2015-16,Justise Winslow,19,MIA,2232,Key Rotation,Athletic Finisher,Wing Stopper,-0.8,-0.29,-0.82,-0.76,-0.28,-0.6,38.05,36.56,0.83,0.24,17.2,24.85,31.73,20.8,24.62,45.34,18.97,18.51,36.53,49.23,-0.58,35,44.87,45.38
191,2016-17,Justise Winslow,20,MIA,625,Starter,Shot Creator,Wing Stopper,-0.67,-0.99,0.32,-0.49,-0.83,-1.45,37.07,38.95,2.07,0.79,29.38,1.66,75.72,49.64,2.55,7.92,16.27,30.12,74.4,73.03,-1.52,28.89,6.8,32.06
192,2017-18,Justise Winslow,21,MIA,1680,Key Rotation,Athletic Finisher,Wing Stopper,-1.03,-0.99,-0.07,-0.72,-0.7,-1.3,35.37,36.83,1.02,0.2,5.96,1.66,61.53,24.98,4.67,11.36,14.43,19.42,43.27,46.29,-1.8,22.5,3.13,25.1
