RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,3PT Shot Making,Midrange Shot Making,3PT Pull Up Talent,Midrange Pull Up Talent,Pull-Up Shooting Talent,Off-Ball Shot Making,Floater Talent,Putback Scoring Impact Per 75 Possessions,Passing Creation Quality,High Value Assists Per 75 Possessions,3PT Shot Making_percentile,Midrange Shot Making_percentile,3PT Pull Up Talent_percentile,Midrange Pull Up Talent_percentile,Pull-Up Shooting Talent_percentile,Off-Ball Shot Making_percentile,Floater Talent_percentile,Putback Scoring Impact Per 75 Possessions_percentile,Passing Creation Quality_percentile,High Value Assists Per 75 Possessions_percentile,Lob Passing Creation Rate,Perimeter Isolation Defense,Pickpocket Rating,Stable Recovered Blocks%,Passing Lane Defense,Off-Ball Chaser Defense,Ball Screen Navigation,Post Defense,Lob Passing Creation Rate_percentile,Perimeter Isolation Defense_percentile,Pickpocket Rating_percentile,Stable Recovered Blocks%_percentile,Passing Lane Defense_percentile,Off-Ball Chaser Defense_percentile,Ball Screen Navigation_percentile,Post Defense_percentile
5454,2022-23,Kyle Anderson,29,MIN,1957,Key Rotation,Athletic Finisher,Helper,0.25,0.24,-0.45,0.22,0.11,0.32,0.81,-0.04,0.76,6.05,81.45,81.74,55.15,82.24,80.01,82.88,90.74,17.76,90.94,93.29,0.46,0.29,0.65,58.43,3.88,0.15,-0.87,-0.06,93.48,76.5,84.61,73.35,85.84,64.1,20.11,66.82
5455,2023-24,Kyle Anderson,30,MIN,1782,Key Rotation,Shot Creator,Helper,-0.39,0.09,-0.7,0.04,-0.16,-0.21,0.62,0.13,-0.41,6.13,14.96,74.98,26.52,77.62,70.45,27.41,88.96,90.92,29.3,93.56,0.38,-0.14,0.71,58.7,4.05,0.04,-0.42,0.72,90.64,62.89,87.78,82.62,87.82,60.6,43.72,87.92
5456,2015-16,Kyle Anderson,22,SAS,1245,Rotation,Shot Creator,Helper,-0.08,0.33,-0.47,0.36,0.2,0.03,0.19,-0.19,0.69,3.12,42.24,84.35,53.28,85.1,82.14,65.99,81.86,6.64,90.06,69.98,0.18,-0.82,0.87,57.29,0.99,0.38,0.38,0.84,72.17,27.03,93.13,34.84,29.78,71.51,71.3,89.55
5457,2016-17,Kyle Anderson,23,SAS,1020,Rotation,Athletic Finisher,Low Activity,-0.01,-0.51,-0.61,-0.69,-0.68,-0.1,0.06,-0.1,0.06,2.68,57.78,10.76,35.71,28.35,27.25,39.74,78.35,11.89,71.38,62.88,0.19,-0.95,0.93,57.89,4.34,0.06,0.31,-0.11,74.34,20.87,94.3,52.67,90.63,61.17,69.2,64.57
5458,2017-18,Kyle Anderson,24,SAS,1978,Star,Athletic Finisher,Wing Stopper,-0.11,0.07,-0.59,0.1,-0.06,0.04,0.94,0.07,0.01,3.27,38.07,73.54,38.3,79.23,74.7,67.32,91.99,87.07,67.87,72.08,0.18,0.48,1.25,59.09,4.55,1.25,-0.67,2.14,72.17,81.12,98.02,90.53,92.22,92.58,33.43,98.39
5459,2025-26,Kyle Anderson,32,UTA/MEM/MIN,853,Rotation,Shot Creator,Helper,0.07,0.52,-0.42,0.42,0.35,0.06,-0.07,0,0.86,4.16,71.91,87.81,57.74,86.31,85.46,69.38,73.9,21.65,92.32,81.42,0.14,-1.12,0.96,57.47,0.91,-0.92,0.3,0.25,59.9,14.09,94.94,39.86,28.19,28.11,68.71,77.71
5460,2015-16,Dwight Powell,24,DAL,992,Rotation,Roll + Cut Big,Helper,-0.12,-0.68,-0.93,-1.06,-0.95,-0.43,-0.91,-0.25,0.05,1.3,36.92,5.33,16.71,5.64,7.35,12.66,17.42,4.8,70.67,28.63,0.06,-0.86,0.41,57.64,0.94,-1.43,-0.69,-0.75,26.2,25.17,62.72,45.32,28.66,11.82,32.46,25.04
5461,2016-17,Dwight Powell,25,DAL,1333,Rotation,Roll + Cut Big,Anchor Big,-0.2,-0.5,-0.55,-0.85,-0.85,-0.09,-0.82,0.21,-0.29,1.24,27.78,11.14,43.64,13.83,11.68,41.27,21.41,94.35,36.49,27.17,0.02,-0.1,0.7,56.94,4.45,-0.97,-0.75,-0.82,3.35,64.44,87.38,25.94,91.53,26.37,28.56,21.32
5462,2017-18,Dwight Powell,26,DAL,1672,Key Rotation,Roll + Cut Big,Helper,-0.14,-0.38,-0.67,-0.83,-0.81,-0.28,-0.63,0.26,-0.2,1.68,34.55,17.74,28.99,15.23,14.66,21.42,36.95,95.63,43.89,39.1,0.02,0.57,0.61,60.45,3.88,-0.95,-0.46,0.73,3.35,82.74,82.33,98.63,85.84,27.17,42.39,88.12
5463,2018-19,Dwight Powell,27,DAL,1662,Key Rotation,Roll + Cut Big,Anchor Big,-0.29,-0.23,-0.61,-0.61,-0.61,-0.02,-0.56,0.15,-0.27,1.86,20.64,31.02,35.71,37.39,35.32,54.05,43.69,92,38.01,44.41,0.02,0.47,0.47,58.13,2.46,-1.2,-0.71,0.14,3.35,80.87,69.63,60.61,57.45,18.43,31.32,74.08
5464,2019-20,Dwight Powell,28,DAL,1061,Starter,Roll + Cut Big,Anchor Big,-0.3,-0.06,-0.95,-0.46,-0.48,-0.29,-1.22,0.15,-1.12,1.32,20,54.8,14.88,52.25,49.29,20.87,5.53,92,7.44,29.1,0.03,0.73,0.52,56.49,3.25,-0.9,-0.68,-0.01,8.63,85.98,75.3,20.17,75.99,28.85,33.03,68.85
5465,2020-21,Dwight Powell,29,DAL,966,Rotation,Roll + Cut Big,Anchor Big,-0.18,-0.29,-0.63,-0.91,-0.85,-0.38,-0.83,0.08,-0.81,1.74,30.23,24.85,33.31,10.56,11.68,15.51,20.9,88.01,14.1,41.08,0.03,-0.97,0.62,57.16,3.2,-1.42,-1.01,1.79,8.63,20.05,83.07,31.16,75,12.11,11.04,97.25
5466,2021-22,Dwight Powell,30,DAL,1798,Key Rotation,Roll + Cut Big,Anchor Big,0.02,-0.51,-0.78,-0.81,-0.83,-0.07,-0.96,0.24,-0.76,1.36,65.69,10.76,22.75,16.67,13.03,44.29,15.5,95.2,15.29,30.3,0.02,1.06,0.28,55.74,2.44,-0.83,-1.05,2.03,3.35,90.84,43.79,15.89,56.99,30.97,9.04,98.17
5467,2022-23,Dwight Powell,31,DAL,1458,Rotation,Roll + Cut Big,Anchor Big,-0.1,-0.25,-0.74,-0.96,-0.94,-0.11,-0.94,0.28,-1.23,1.48,39.43,28.55,24.02,8.55,7.7,38.18,16.16,95.99,6.14,33.15,0.02,0.02,0.46,58.28,3.13,-0.5,-0.88,1.82,3.35,68.6,68.55,65.68,73.17,42.03,19.35,97.44
5468,2023-24,Dwight Powell,32,DAL,836,Rotation,Roll + Cut Big,Mobile Big,-0.06,-0.15,-1.02,-0.99,-0.93,-0.08,-0.71,0.25,-0.13,2.7,45.72,40.93,3.54,7.36,8.07,42.62,29.47,95.42,51.64,63.3,0.03,-1.48,0.39,58.64,3.23,-1.42,-0.76,1.24,8.63,4.62,60.01,81.48,75.63,12.11,27.92,93.87
5469,2024-25,Dwight Powell,33,DAL,551,Rotation,Roll + Cut Big,Mobile Big,-0.03,-0.24,-1.03,-0.88,-0.84,-0.05,-0.85,0.12,-0.17,2.76,51.8,29.76,1.93,12.19,12.39,47.39,19.92,90.35,46.72,64.3,0.05,-0.63,0.53,58.24,3.63,-1.34,-0.77,0.53,20.75,37.5,76.1,64.14,82.14,14.16,27.32,84.5
5470,2025-26,Dwight Powell,34,DAL,904,Garbage Time,Roll + Cut Big,Mobile Big,-0.02,-0.18,-1.06,-1.05,-0.96,-0.07,-0.91,0,-1.32,1.69,54.13,37.44,0.46,5.96,7.02,44.29,17.42,21.65,5.11,39.46,0.03,-0.24,0.74,57.01,0.58,-1.45,-1.14,1.09,8.63,58.42,89.13,27.2,21.78,11.08,5.4,92.42
5471,2015-16,Adreian Payne,24,MIN,486,Garbage Time,Post Scorer,Mobile Big,-0.03,-0.4,-0.54,-0.68,-0.66,-0.24,-0.53,0,-0.38,1.65,51.8,16.44,44.94,29.5,29.27,24.65,46.97,21.65,30.87,38.25,0.04,-0.7,0.55,57.84,0.7,-0.64,-0.65,0.78,15.06,33.24,77.74,51.05,24.15,37.23,34.62,88.84
5472,2016-17,Adreian Payne,25,MIN,135,Garbage Time,Athletic Finisher,Helper,-0.11,-0.01,-0.61,-0.6,-0.62,-0.07,-0.48,0,-0.07,1.97,38.07,63.86,35.71,38.69,33.82,44.29,51.29,21.65,59.68,47.74,0.09,-0.81,0.55,57.46,4.69,-1.08,-1.01,-0.53,40.28,27.58,77.74,39.57,93.2,22.58,11.04,38.73
5473,2017-18,Adreian Payne,26,ORL,43,Too Few Games,Low Minute,Helper,0.04,0.1,-0.97,-0.44,-0.47,0.06,-1.32,0,-0.11,0,68.44,75.88,10.85,53.76,50.1,69.38,1.1,21.65,54.04,0,0.15,-0.54,0,58.4,6.1,-1.9,-1.14,-0.09,63.57,41.95,0,71.6,98.09,2.86,5.4,65.5
5474,2022-23,Noah Vonleh,27,BOS,172,Garbage Time,Athletic Finisher,Helper,-0.02,-0.12,-0.6,-0.7,-0.67,-0.02,-1.19,0.55,-0.16,1.5,54.13,44.96,37,27.05,28.37,54.05,8.97,99.09,47.93,33.74,0.09,-0.32,0.21,58.92,1.28,-1.28,-0.93,-0.05,40.28,54.22,33.83,87.77,33.68,15.92,15.83,67.2
5475,2018-19,Noah Vonleh,23,NYK,1722,Key Rotation,Versatile Big,Helper,-0.3,0.03,-0.78,-0.16,-0.4,-0.51,-0.36,0.06,-1.78,1.95,20,70.1,22.75,70.33,55.38,9.59,60.17,86.04,1.74,47.17,0.02,0.9,0.23,58.64,2.36,-0.38,-0.66,-1.08,3.35,88.65,36.54,81.48,54.49,46.25,34.01,10.27
5476,2015-16,Noah Vonleh,20,POR,1174,Rotation,Athletic Finisher,Helper,-0.24,-0.6,-0.49,-0.87,-0.78,-0.46,-0.77,0.23,-0.78,0.98,24.27,7.38,50.98,12.59,17.15,11.39,24.36,94.97,14.86,22.37,0.02,-0.53,0.46,57.97,0.42,-0.62,-0.84,0.83,3.35,42.67,68.55,54.82,19.13,38.11,22.47,89.46
5477,2016-17,Noah Vonleh,21,POR,1265,Rotation,Roll + Cut Big,Helper,-0.01,-0.3,-0.51,-0.74,-0.7,-0.1,-0.64,-0.58,-0.54,0.87,57.78,23.69,48.85,22.61,25.12,39.74,35.85,0.85,23.27,20.74,0.02,-0.54,0.33,57.27,2.33,-0.65,-1.18,-0.12,3.35,41.95,51.54,33.54,53.55,37.02,4.42,64.11
5478,2020-21,Noah Vonleh,25,BRK,11,Too Few Games,Low Minute,Mobile Big,-0.01,,-0.57,-1.56,-0.62,-0.01,-1.13,0,-0.18,6.52,57.78,,40.81,1.88,33.82,56.95,12.19,21.65,45.72,95.04,0.17,-1.06,0,58.11,6.82,,-0.79,,69.53,16.36,0,59.28,98.87,,25.82,
5479,2017-18,Noah Vonleh,22,POR/CHI,876,Rotation,Athletic Finisher,Helper,-0.25,-0.17,-0.63,-0.48,-0.57,-0.44,-0.91,0.2,-0.73,1.15,23.5,38.56,33.31,50.69,39.91,12.23,17.42,94.03,16.22,25.18,0.03,-0.64,0.38,60.07,1.75,-0.36,-0.93,-0.56,8.63,36.92,58.74,97.43,40.26,46.77,15.83,36.75
5480,2019-20,Noah Vonleh,24,MIN/DEN,378,Rotation,Roll + Cut Big,Anchor Big,-0.11,0.09,-0.95,-0.38,-0.43,-0.14,-0.66,0.42,-0.41,2.03,38.07,74.98,14.88,58.12,53.06,34.48,34.09,97.93,29.3,49.37,0.06,-0.72,0.37,58.22,2.4,-1.2,-0.7,0.76,26.2,32.3,57.45,63.5,55.62,18.43,31.96,88.51
5481,2015-16,Julius Randle,21,LAL,2286,Starter,Shot Creator,Helper,-0.03,-1.25,-0.26,-0.6,-0.54,-0.27,-0.21,0.05,-1.19,1.99,51.8,0.61,69.06,38.69,42.98,22.18,68.6,85.31,6.61,48.36,0.03,-0.88,0.3,56.9,0.57,-0.73,-0.74,0.5,8.63,24.18,46.78,25.26,21.52,34.21,29.11,83.88
5482,2016-17,Julius Randle,22,LAL,2132,Starter,Shot Creator,Helper,-0.28,-0.13,-0.48,-0.13,-0.22,0.07,-0.04,0.26,-0.73,3.72,21.09,43.56,52.27,71.78,67.4,70.12,74.95,95.63,16.22,76.92,0.06,-0.93,0.29,57.37,2.24,-0.73,-0.56,-0.22,26.2,21.8,45.34,36.43,51.42,34.21,38.69,58.84
5483,2017-18,Julius Randle,23,LAL,2190,Key Rotation,Shot Creator,Helper,-0.26,-0.04,-0.79,0.18,-0.08,0.21,-0.49,0.31,-0.7,3.04,22.71,58.48,22.55,81.33,73.85,78.39,50.3,96.46,17.25,68.55,0.18,0.07,0.35,59.4,1.82,-0.47,-0.59,0.61,72.17,70.2,54.3,93.46,41.65,43.1,37.32,86.05
5484,2024-25,Julius Randle,30,MIN,2226,Starter,Shot Creator,Helper,-0.09,0.53,-0.14,0.68,0.46,-0.14,-0.25,0.35,0.52,5.04,40.66,88.09,74.58,89.64,87.2,34.48,66.76,97.06,87.15,88.19,0.29,0.38,0.25,57.79,2.25,-0.05,-0.52,1.62,84.83,78.86,39.36,49.59,51.63,57.43,40.39,96.28
5485,2025-26,Julius Randle,31,MIN,2610,Starter,Shot Creator,Helper,-0.36,0.46,-0.16,0.94,0.64,-0.18,0.4,0,-0.01,4.99,16.78,86.94,73.9,92.35,89.79,30.51,85.97,21.65,66.24,87.84,0.19,0.57,0.53,60.16,0.64,-1.35,-1.59,1.98,74.34,82.74,76.1,97.82,22.89,13.82,0.67,97.93
5486,2018-19,Julius Randle,24,NOP,2232,Starter,Shot Creator,Helper,0,0.34,-0.34,0.71,0.42,0.49,-0.63,0.13,-0.02,2.93,61.14,84.56,64.01,90.1,86.61,87.08,36.95,90.92,65.37,67.04,0.06,-0.73,0.27,56.63,1.78,-0.74,-0.74,1.09,26.2,31.59,42.24,21.63,40.77,34.01,29.11,92.42
5487,2019-20,Julius Randle,25,NYK,2080,Starter,Shot Creator,Helper,-0.89,0.28,-1.01,0.97,0.14,-0.78,-0.29,0.05,-0.39,3.2,2.45,83,7.74,92.54,80.69,3.22,64.69,85.31,30.26,71.11,0.1,0.15,0.37,59.7,2.02,-0.28,-0.72,1.02,44.41,72.42,57.45,95.68,46.04,49.58,30.63,91.65
5488,2020-21,Julius Randle,26,NYK,2667,Starter,Shot Creator,Helper,1.43,1.11,1.18,1.72,1.9,1.2,-0.28,0.1,-0.28,5.19,97.46,94.33,95.36,96.78,97.09,96.69,65.44,89.27,37.32,88.95,0.13,0.26,0.37,59.55,1.86,-1.17,-0.59,1.1,56.04,75.51,57.45,94.74,42.49,19.29,37.32,92.61
5489,2021-22,Julius Randle,27,NYK,2544,Starter,Shot Creator,Helper,-0.67,-0.51,0.38,0.2,0.27,-0.63,-0.49,0.13,-1.1,5,5.5,10.76,88.24,81.84,83.82,5.97,50.3,90.92,7.69,87.88,0.07,-0.19,0.25,57.62,1.74,0,-0.64,-0.39,31.08,60.58,39.36,44.82,39.99,59.09,35.03,48.19
5490,2022-23,Julius Randle,28,NYK,2737,Star,Shot Creator,Helper,0.5,1.34,1.11,1.29,1.41,0.5,0.73,0.38,-0.27,3.98,88.07,95.83,95.04,94.87,95.55,87.31,89.95,97.53,38.01,79.75,0.05,-0.69,0.31,57.44,1.71,0.1,-0.56,0.47,20.75,33.73,48.32,39.18,39.46,62.52,38.69,83.25
5491,2023-24,Julius Randle,29,NYK,1630,Star,Shot Creator,Wing Stopper,-0.53,0.69,-0.73,0.98,0.35,0.46,1.33,0.35,-0.18,4.71,9.18,90.52,24.37,92.69,85.46,86.5,94.69,97.06,45.72,86,0.12,0.63,0.16,58.93,1.53,-1.24,-0.87,0.68,52.13,84.01,28.34,87.94,36.69,17.26,20.11,87.26
5492,2015-16,Cameron Bairstow,25,CHI,103,Garbage Time,Post Scorer,Helper,-0.02,-0.1,-0.93,-0.43,-0.43,-0.12,-0.52,0,-0.08,2.38,54.13,48.33,16.71,54.65,53.06,36.88,48.02,21.65,58.42,57.58,0.1,-0.47,0.34,57.25,0.34,-0.96,-0.64,-0.43,44.41,46.53,52.94,33.09,18.38,26.84,35.03,45.55
5493,2015-16,Johnny O'Bryant III,22,MIL,857,Rotation,Roll + Cut Big,Mobile Big,0.08,-0.41,-0.93,-0.93,-0.86,-0.22,-0.74,-0.48,-0.53,1.1,72.78,15.84,16.71,9.72,11.19,26.5,26.93,1.4,23.78,24.16,0.03,-0.82,0.14,56.03,0.68,-0.55,-0.7,-0.3,8.63,27.03,26.98,17.14,23.72,40.47,31.96,53.84
5494,2016-17,Johnny O'Bryant III,23,DEN/CHO,81,Too Few Games,Low Minute,Mobile Big,0.04,-0.12,-0.9,-0.58,-0.57,0,-1.25,0,0.03,2.74,68.44,44.96,19.08,41.05,39.91,59.83,3.4,21.65,69.32,63.98,0.25,-0.33,0,57.22,0.93,-1.39,-1.07,0.13,81.74,53.85,0,32.44,28.5,12.94,7.9,73.65
5495,2017-18,Johnny O'Bryant III,24,CHO,379,Rotation,Post Scorer,Anchor Big,-0.05,-0.55,-0.66,-0.23,-0.3,-0.11,-0.74,0.17,-0.17,1.27,47.71,9.11,29.99,66.89,62.8,38.18,26.93,92.8,46.72,27.81,0.06,-1.09,0.29,59.05,1.85,-1.21,-0.95,-0.42,26.2,15.26,45.34,89.72,42.26,18.31,14.82,46.27
5496,2015-16,James Michael McAdoo,23,GSW,262,Garbage Time,Roll + Cut Big,Helper,0.03,-0.11,-0.93,-0.62,-0.59,-0.04,-0.48,0,-0.14,1.51,67.08,46.39,16.71,36.21,37.61,49.42,51.29,21.65,50.41,34.11,0.06,-0.72,0.28,56.88,1.13,-0.3,-0.55,0.27,26.2,32.3,43.79,25.05,31.84,48.91,39.17,78.29
5497,2016-17,James Michael McAdoo,24,GSW,457,Garbage Time,Roll + Cut Big,Helper,-0.03,-0.3,-0.9,-0.8,-0.78,-0.14,-0.7,0,-0.25,1.22,51.8,23.69,19.08,17.45,17.15,34.48,30.18,21.65,39.75,26.83,0.04,-1.53,0.4,56.82,3.39,-1.55,-0.84,-0.7,15.06,3.89,61.33,24.19,78.54,8.48,22.47,27.96
5498,2017-18,James Michael McAdoo,25,PHI,18,Too Few Games,Low Minute,Helper,-0.02,,-0.97,-1.75,-1.69,-0.02,-1.32,0,,0,54.13,,10.85,0.17,0.02,54.05,1.1,21.65,,0,0,-0.11,0,58.15,0,-1.96,-0.71,-0.17,0,64.06,0,61.14,0,2.29,31.32,61.6
5499,2015-16,Jarnell Stokes,22,MEM/MIA,19,Too Few Games,Low Minute,Mobile Big,,-0.02,-0.93,-0.75,-0.72,0,-1.34,0,-0.04,2.03,,62.22,16.71,21.85,22.99,59.83,0.27,21.65,63.27,49.37,0.14,-0.2,0,57.12,2.03,-0.69,,-0.19,59.9,60.2,0,29.79,46.29,35.54,,60.51
5500,2016-17,Jarnell Stokes,23,DEN,7,Too Few Games,Low Minute,Helper,,,-0.9,-1.63,-1.58,,-1.25,0,-0.07,10.71,,,19.08,1.15,0.81,,3.4,21.65,59.68,99.86,0.15,-0.77,5.77,57.47,0,-1.36,,-0.2,63.57,29.38,99.88,39.86,0,13.61,,59.83
5501,2015-16,Keith Appling,23,ORL,27,Too Few Games,Low Minute,Point of Attack,-0.04,-0.07,-0.93,-0.57,-0.53,-0.04,-1.34,0,-0.03,1.34,49.8,53.19,16.71,42.04,44.16,49.42,0.27,21.65,64.32,29.69,0.13,-0.19,1.34,57.12,0,0.31,0.21,,56.04,60.58,98.28,29.79,0,69.34,65.7,
5502,2019-20,Andrew Wiggins,24,MIN/GSW,1859,Starter,Primary Ball Handler,Wing Stopper,-0.28,0.17,0.31,0.64,0.56,0.5,2.11,-0.07,-0.73,3.62,21.09,79.39,87.09,89.1,88.56,87.31,97.61,14.77,16.22,75.91,0.16,-0.08,0.29,58.45,1.99,0.72,0.34,-0.39,66.74,65.18,45.34,74.81,45.38,81.62,70.16,48.19
5503,2020-21,Andrew Wiggins,25,GSW,2364,Starter,Shot Creator,Wing Stopper,0.24,-0.17,0.56,0.18,0.43,-0.03,-0.15,-0.07,-0.25,2.18,81.21,38.56,90.93,81.33,86.81,51.34,70.8,14.77,39.75,53.22,0.04,1.24,0.36,59.57,2.14,1.88,1.41,-0.36,15.06,92.81,55.88,94.84,48.91,98.36,91.39,50.48
5504,2021-22,Andrew Wiggins,26,GSW,2330,Starter,Shot Creator,Point of Attack,0.81,-0.5,0.19,-0.16,-0.04,0.81,-0.68,0.08,-0.95,2.39,92.78,11.14,84.51,70.33,75.3,93.05,32.06,88.01,10.61,57.85,0.01,1.69,0.35,58.73,2.52,1.67,3.24,-0.23,1.83,96.19,54.3,83.67,58.83,97.11,99.88,58.14
5505,2022-23,Andrew Wiggins,27,GSW,1190,Star,Stationary Shooter,Wing Stopper,0.53,-0.41,-0.67,-0.42,-0.63,1.2,-0.89,-0.22,-0.39,2.38,88.56,15.84,28.99,55.33,32.72,96.69,18.16,5.5,30.26,57.58,0.02,1.55,0.62,57.04,3.14,0.65,1.71,-0.13,3.35,95.26,83.07,27.97,73.55,79.88,94.72,63.6
5506,2023-24,Andrew Wiggins,28,GSW,1920,Starter,Movement Shooter,Point of Attack,-0.16,-0.54,-0.06,-0.45,-0.34,-0.48,-0.43,-0.39,-0.74,1.96,32.43,9.49,77.66,52.95,59.87,10.34,55.38,2.34,15.89,47.48,0.02,1.6,0.28,58.53,2.18,1.45,2.59,-0.92,3.35,95.67,43.79,78.11,49.96,95.16,99.14,16.54
5507,2024-25,Andrew Wiggins,29,GSW/MIA,1842,Starter,Shot Creator,Wing Stopper,0.32,0.19,0.21,0.37,0.36,0.27,0.33,-0.18,-0.68,2.53,83.79,80.3,85,85.34,85.66,80.91,84.92,7.06,17.82,60.22,0.15,2.03,0.5,58.28,2.51,1.65,0,-0.5,63.57,97.69,73.12,65.68,58.6,96.92,58.71,40.79
5508,2025-26,Andrew Wiggins,30,MIA,2063,Starter,Shot Creator,Wing Stopper,0.88,-0.33,0.3,-0.05,0.14,0.75,-0.45,0,-1.23,2.7,93.62,21.23,86.9,74.68,80.69,92.25,53.83,21.65,6.14,63.3,0.17,1.82,0.56,58.24,0.72,0.65,0.81,0.43,69.53,96.79,78.5,64.14,24.54,79.88,81.87,82.45
5509,2015-16,Andrew Wiggins,20,MIN,2845,Starter,Shot Creator,Wing Stopper,-0.42,0.9,-0.58,1.34,0.79,0.1,0.44,0.02,-1.16,1.5,13.44,92.7,39.61,95.14,91.5,72.38,86.63,82.18,6.97,33.74,0.03,1.16,0.36,58.49,0.78,-0.47,1.83,0.17,8.63,92.03,55.88,76.05,25.61,43.1,95.52,75.16
5510,2016-17,Andrew Wiggins,21,MIN,3048,Starter,Shot Creator,Wing Stopper,0.35,1.21,0.19,1.42,1.23,1.39,0.23,0.19,-0.53,1.78,84.71,95.12,84.51,95.51,94.72,97.55,82.6,93.62,23.78,42.18,0.04,1.58,0.3,57.76,2.42,0.49,-0.19,-0.47,15.06,95.55,46.78,48.81,56.23,75.21,51.69,42.66
5511,2017-18,Andrew Wiggins,22,MIN,2979,Starter,Shot Creator,Wing Stopper,-0.37,0.05,-0.27,0.47,0.23,0.12,1.36,0.14,-0.08,1.55,16.14,71.73,68.47,86.97,82.94,73.52,94.85,91.54,58.42,35.24,0.05,0.11,0.38,59.2,2.52,0.38,0.02,-0.28,20.75,71.37,58.74,91.74,58.83,71.51,59.54,55.01
5512,2018-19,Andrew Wiggins,23,MIN,2543,Starter,Shot Creator,Wing Stopper,0.06,-0.86,0.01,-0.17,-0.18,-0.13,-0.53,-0.02,-1.62,2.03,70.67,2.68,79.96,69.7,69.63,35.87,46.97,19.52,2.62,49.37,0.03,0.26,0.33,57.1,2.38,1.63,0.37,0.14,8.63,75.51,51.54,29.47,55.18,96.71,70.94,74.08
5513,2015-16,Jabari Parker,20,MIL,2408,Starter,Shot Creator,Helper,-0.14,-0.98,-0.54,-0.61,-0.63,0.18,0.01,0.14,-0.27,1.87,34.55,1.78,44.94,37.39,32.72,76.81,76.73,91.54,38.01,44.67,0.13,-0.84,0.22,55.34,0.87,-1.01,-0.46,0.35,56.04,26.25,35.37,14.97,27.46,25.12,42.39,80.44
5514,2016-17,Jabari Parker,21,MIL,1728,Starter,Shot Creator,Wing Stopper,0.16,-0.07,-0.54,-0.17,-0.27,0.6,-0.1,0.15,-0.52,2.95,77.77,53.19,44.94,69.7,64.59,89.64,72.73,92,24.12,67.26,0.25,0.38,0.2,58.41,3.15,0.75,-0.18,-0.53,81.74,78.86,32.45,72.93,73.81,82.58,52.07,38.73
5515,2017-18,Jabari Parker,22,MIL,743,Key Rotation,Shot Creator,Helper,0.31,-0.14,-0.16,-0.08,-0.04,0.33,-0.87,-0.48,-0.23,2.34,83.48,42.38,73.9,73.56,75.3,83.24,18.94,1.4,41.25,56.8,0.24,-1,0.3,57.63,2.97,-0.75,0.04,-0.11,80.72,18.83,46.78,45.08,69.44,33.56,60.28,64.57
5516,2020-21,Jabari Parker,25,SAC/BOS,166,Garbage Time,Roll + Cut Big,Helper,-0.13,-0.01,-0.61,-0.29,-0.39,-0.1,-0.46,0,-0.03,2.24,35.69,63.86,35.71,63.34,56.14,39.74,52.79,21.65,64.32,54.69,0.09,-0.58,0,57.72,1.6,0.05,-0.62,0.76,40.28,39.78,0,47.69,37.48,60.88,35.98,88.51
5517,2021-22,Jabari Parker,26,BOS,112,Garbage Time,Stationary Shooter,Helper,0.13,-0.11,-0.56,-0.47,-0.38,0.09,-0.81,0,0.03,1.67,76.19,46.39,42.37,51.44,56.92,71.75,21.95,21.65,69.32,38.79,0.12,-0.56,0,57.13,3.9,-0.39,-0.61,-0.09,52.13,40.92,0,30.35,86.12,45.84,36.41,65.5
5518,2019-20,Jabari Parker,24,ATL/SAC,918,Key Rotation,Athletic Finisher,Helper,-0.76,-0.07,-0.63,-0.23,-0.45,-0.73,-0.69,0.34,-0.43,2.25,4.06,53.19,33.31,66.89,51.61,3.93,31.03,96.92,28.16,54.95,0.16,-0.49,0.73,58.71,3.64,-0.46,-0.98,1.62,66.74,45.34,88.81,83.24,82.3,43.39,12.97,96.28
5519,2018-19,Jabari Parker,23,CHI/WAS,1724,Key Rotation,Shot Creator,Helper,-0.32,0.52,-0.14,0.86,0.61,-0.34,-0.4,0.31,0.52,2.84,18.82,87.81,74.58,91.5,89.49,17.72,57.57,96.46,87.15,65.63,0.11,-0.83,0.35,58.38,1.98,-0.49,0.03,-1,48.31,26.64,54.3,71.12,45.06,42.34,59.9,12.96
5520,2016-17,Joel Embiid,22,PHI,786,Key Rotation,Post Scorer,Anchor Big,0.23,0.24,-0.38,0.16,0.11,0.34,-0.53,-0.16,0.01,2.91,80.81,81.74,61.29,80.87,80.01,83.5,46.97,7.97,67.87,66.74,0.03,-0.66,0.52,57.25,3.69,-1.11,-1.04,1.41,8.63,35.79,75.3,33.09,83.02,21.46,9.43,94.93
5521,2017-18,Joel Embiid,23,PHI,1912,Star,Post Scorer,Anchor Big,-0.77,1.05,-0.54,0.92,0.58,-0.51,-0.08,0.15,-1.51,2.98,3.92,93.91,44.94,92.13,88.9,9.59,73.44,92,3.47,67.74,0.07,-0.94,0.19,59.64,1.88,-1.1,-1.36,0.39,31.08,21.29,31.19,95.31,42.81,21.79,1.79,81.39
5522,2018-19,Joel Embiid,24,PHI,2154,Star,Post Scorer,Anchor Big,-0.77,-0.06,-0.46,0.36,0.09,-1.01,-0.41,0.38,-2.3,2.56,3.92,54.8,54.25,85.1,79.43,1.06,56.91,97.53,0.4,60.69,0.12,0.3,0.28,56.17,1.79,-1.72,-0.75,1.06,52.13,76.77,43.79,17.82,41,5.08,28.56,92.17
