RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Offensive Rebounding Talent,Offensive Rebounding Chances Per 75 Possessions,Offensive Rebounding Crashing Skill,Offensive Rebounds Per Game,Stable Offensive Rebounds Per 75,Offensive Rebounding Conversion Skill,Adjusted Offensive Rebounding Success Rate,Percentage of Offensive Rebounds Contested,Defensive Rebounding Talent,Defensive Reb Per 75 Possessions,Offensive Rebounding Talent_percentile,Offensive Rebounding Chances Per 75 Possessions_percentile,Offensive Rebounding Crashing Skill_percentile,Offensive Rebounds Per Game_percentile,Stable Offensive Rebounds Per 75_percentile,Offensive Rebounding Conversion Skill_percentile,Adjusted Offensive Rebounding Success Rate_percentile,Percentage of Offensive Rebounds Contested_percentile,Defensive Rebounding Talent_percentile,Defensive Reb Per 75 Possessions_percentile,Defensive Rebounding Conversion Skill,Defensive Rebounding Crashing Skill,Defensive Rebounds Per Game,Stable Defensive Rebounds Per 75,Percentage of Defensive Rebounds Contested,Adjusted Defensive Rebounding Success Rate,Defensive Rebounding Conversion Skill_percentile,Defensive Rebounding Crashing Skill_percentile,Defensive Rebounds Per Game_percentile,Stable Defensive Rebounds Per 75_percentile,Percentage of Defensive Rebounds Contested_percentile,Adjusted Defensive Rebounding Success Rate_percentile
4363,2015-16,Avery Bradley,25,BOS,2536,Starter,Off Screen Shooter,Chaser,-0.55,2.2,-0.83,0.63,0.71,-0.93,32.65,27.08,-1.09,2.49,44.82,40.58,13.1,56.86,18.16,10.76,33.25,31.84,25.19,20.97,-0.76,0.94,2.26,2.54,9.3,55.31,21.78,89.11,55.34,2.76,24.32,22.34
4364,2016-17,Avery Bradley,26,BOS,1835,Starter,Off Screen Shooter,Wing Stopper,0.48,4.46,0.18,1.18,1.33,0.57,29.95,44.62,1.5,5.49,79.96,72.78,59.16,80.1,50.39,79.91,29.63,52.15,95,70.35,0.1,2.6,4.89,5.48,17.1,61.56,66.2,99.86,90.37,66.72,45.86,35.63
4365,2015-16,James Anderson,26,SAC,721,Rotation,Movement Shooter,Chaser,-0.88,1.9,0.35,0.25,0.71,-0.15,34.21,46.15,-0.91,3.61,29.99,34.71,65.77,28.97,18.16,43.16,36.85,54.06,32.33,38.84,-0.54,0.36,1.43,3.72,24.66,62.39,30.19,63.76,37.15,24.44,70.99,38.22
4366,2015-16,Elliot Williams,26,MEM,45,Too Few Games,Low Minute,Point of Attack,-1.7,1.85,0.59,0.2,1.31,-0.34,50,0,-1.73,2.65,8.32,33.75,74.2,25.25,49.53,33.02,78.83,0,6.97,22.72,0.19,0.82,0.6,4.08,33.33,100,70.25,85.41,21.26,34.58,89.6,96.24
4367,2017-18,Trevor Booker,30,BRK/PHI/IND,1158,Rotation,Post Scorer,Helper,1.52,9.18,0.51,1.72,3.63,0.92,41.64,63.25,0.63,6.37,93.37,94.23,71.66,89.66,91.81,87.57,56.34,79.38,84.12,79.94,0.11,-0.37,2.96,6.32,27.86,59.12,66.49,28.7,69.54,78.69,79.61,28.52
4368,2015-16,Trevor Booker,28,UTA,1632,Rotation,Roll + Cut Big,Helper,2.09,9.98,1.21,2.1,3.96,0.99,41.29,66.27,0.96,6.9,96.78,96.17,87.52,93.52,94.14,88.9,55.37,83.4,89.7,84.45,0.54,-0.19,3.62,6.84,27.27,65.9,81.6,35.45,79.52,84.43,77.98,52.97
4369,2016-17,Trevor Booker,29,BRK,1754,Starter,Shot Creator,Helper,0.72,7.77,0.63,2.01,2.9,0.76,38.34,66.43,2.2,8.76,84.64,89.2,75.5,92.8,84.39,84.74,46.26,83.56,98.1,94.62,1.36,0.49,6.03,8.66,25,70.39,94.91,71.2,95.11,95.4,71.41,72.54
4370,2018-19,Quincy Pondexter,30,SAS,292,Garbage Time,Stationary Shooter,Chaser,-1.1,2.45,-0.51,0.15,1.06,-0.49,44.44,37.5,-0.71,4.69,21.95,45.65,25.26,22.76,37.97,25.87,65.44,42.39,40.23,59.33,-0.8,1,0.72,4.77,7.89,82.61,20.42,90.74,23.28,51.76,22.69,92.18
4371,2017-18,Quincy Pondexter,29,CHI,196,Garbage Time,Movement Shooter,Helper,-1.1,3.98,0.61,0.35,1.51,0.26,38.1,75,-1.25,3.58,21.95,68.32,74.81,37.27,57.74,69.49,45.39,93.39,20.27,38.25,-1.11,0.16,0.83,3.93,10.53,59.38,11.82,52.99,24.86,30.57,26.12,29.1
4372,2016-17,Jordan Crawford,28,NOP,442,Key Rotation,Secondary Ball Handler,Chaser,-0.52,1.35,-0.08,0.21,0.46,-0.07,25,0,-0.92,2.54,46.45,24.58,45.45,26.35,4.23,48.84,23.7,0,31.97,21.48,-0.3,0.22,1.58,2.83,16.67,58.82,42.18,56.41,40.36,5.86,43.62,27.75
4373,2017-18,Jordan Crawford,29,NOP,53,Too Few Games,Low Minute,Chaser,-1.65,1.29,-0.08,0.4,1.39,-0.06,100,50,-1.68,1.26,9.22,23.54,45.45,40.97,52.83,49.69,98.11,58.42,8.24,16.49,-0.4,0.2,0.4,3.15,50,40,36.74,55.22,18.7,10.97,98.35,16.73
4374,2015-16,Greivis Vasquez,29,MIL,460,Rotation,Primary Ball Handler,Point of Attack,-0.67,2.48,-0.64,0.22,0.55,-0.37,17.24,60,-0.08,3.57,39.43,46.16,19.29,27.06,8.51,31.6,19.86,74.45,64.37,37.89,-1.08,0.32,1.83,3.75,14.29,50.6,12.67,61.7,45.93,25.29,35.49,19.15
4375,2016-17,Greivis Vasquez,30,BRK,39,Too Few Games,Low Minute,Point of Attack,-1.84,1.88,-0.78,0,0.88,-0.19,0,0,-1.75,1.88,5.44,34.36,14.49,0,28.13,40.89,0,0,6.36,17.47,-0.28,1.09,0.67,3.78,0,40,43.15,92.27,22.07,26.22,0,16.73
4376,2015-16,Tibor Pleiss,26,UTA,82,Garbage Time,Low Minute,Anchor Big,-1.35,7.69,0.51,0.5,2.39,-0.13,40,50,-1.7,4.27,15.07,88.92,71.66,48.34,77.84,44.16,50.56,58.42,7.77,52.15,-1,-0.85,0.75,4.65,11.11,60,14.62,17.3,23.59,48.82,26.94,30.35
4377,2015-16,Hassan Whiteside,26,MIA,2126,Key Rotation,Post Scorer,Anchor Big,2.23,9.75,1.06,3.26,4.31,1.34,45.59,76.47,1.81,11.5,97.3,95.78,85.15,98.61,96.11,93.2,69.2,94.85,96.85,99.25,1.1,-1.74,8.59,11.33,37.8,69.51,91.89,6.12,98.9,99.58,95.46,69.05
4378,2016-17,Hassan Whiteside,27,MIA,2514,Star,Post Scorer,Anchor Big,2.42,10.12,0.35,3.81,4.4,1.5,45.36,74.74,2.95,12.1,97.83,96.49,65.77,99.38,96.61,94.46,68.36,93.36,99.53,99.49,1.12,-0.69,10.32,11.95,34.84,71.36,92.11,20.78,99.88,99.81,92.77,75.91
4379,2017-18,Hassan Whiteside,28,MIA,1364,Key Rotation,Post Scorer,Anchor Big,2.83,11.18,0.52,3.22,4.66,1.67,43.5,66.67,2.73,12.2,98.97,98.03,72.08,98.51,97.56,95.9,62.6,83.67,99.27,99.61,0.59,-1.1,8.22,11.93,34.46,70.7,82.99,13.64,98.7,99.78,92.18,73.56
4380,2018-19,Hassan Whiteside,29,MIA,1674,Key Rotation,Post Scorer,Anchor Big,3.43,11.23,0.33,3.57,5.58,1.55,51.81,75.49,2.48,12.34,99.68,98.12,65.08,99.13,99.19,94.88,84.97,94.42,98.83,99.65,0.66,-1.14,7.78,12.12,32.86,70.35,84.63,13.04,98.19,99.92,89.23,72.38
4381,2019-20,Hassan Whiteside,30,POR,2008,Key Rotation,Roll + Cut Big,Anchor Big,2.44,9.19,0.22,3.85,4.57,2.18,51.29,77.91,1.96,11.68,97.95,94.27,60.82,99.44,97.22,98.53,84.18,95.44,97.39,99.33,0.32,-1.55,9.66,11.51,32.92,71.26,75.37,7.97,99.65,99.63,89.31,75.63
4382,2020-21,Hassan Whiteside,31,SAC,546,Rotation,Post Scorer,Anchor Big,1.53,9.89,0.35,1.69,3.84,-0.36,42.66,81.97,0.95,10.13,93.42,95.99,65.77,89.3,93.5,32.04,59.74,96.98,89.57,97.83,1.09,-1.55,4.28,9.7,35.71,74.4,91.72,7.97,86.33,97.83,93.51,84.14
4383,2021-22,Hassan Whiteside,32,UTA,1162,Rotation,Roll + Cut Big,Anchor Big,3.11,11.16,0,2.55,5.15,0.43,48.97,81.33,1.01,10.5,99.46,98,50.01,96.31,98.76,75.54,77.38,96.8,90.3,98.55,0.63,-3.02,5.05,10.27,29.88,69.49,84.07,0.86,91.25,98.8,84.12,68.94
4384,2021-22,Nemanja Bjelica,33,GSW,1143,Rotation,Stretch Big,Mobile Big,-0.23,4.52,-0.65,0.87,2,0.64,45.26,77.42,0.74,7.62,58.79,73.16,18.92,69.18,70.73,81.98,68.01,95.29,86.19,89.67,0.49,-0.73,3.27,7.51,31.9,72.05,80.12,19.79,74.81,89.9,87.61,78.39
4385,2020-21,Nemanja Bjelica,32,SAC/MIA,595,Rotation,Stretch Big,Helper,0.37,3.51,0.9,0.78,1.76,0.4,50.88,58.62,0.46,6.1,77.27,62.59,81.98,64.95,65.03,74.57,83.24,72.75,80.46,77.17,0.5,-0.18,2.65,6.03,24.49,71.53,80.36,35.91,63.44,75.1,70.4,76.88
4386,2015-16,Nemanja Bjelica,27,MIN,1075,Rotation,Stationary Shooter,Helper,0.27,3.73,-0.2,0.82,1.72,0.55,47.57,73.47,0.13,5.63,74.94,65.55,39.5,66.78,63.95,79.32,74.52,92.61,72.27,71.99,-0.88,-0.42,2.68,5.61,30.43,60.98,17.84,27.22,64.14,68.7,85.16,33.55
4387,2016-17,Nemanja Bjelica,28,MIN,1189,Rotation,Stationary Shooter,Helper,0.25,4.39,0.26,0.88,1.83,0.21,43.51,63.16,0.1,5.96,74.45,72.13,62.4,69.56,66.84,67.32,62.63,79.26,71.56,75.66,0.27,-0.71,2.88,5.92,32.62,64.04,73.42,20.27,68.05,73.51,88.85,44.86
4388,2017-18,Nemanja Bjelica,29,MIN,1371,Key Rotation,Movement Shooter,Low Activity,0.33,3.82,0.59,0.79,1.44,0.55,38.13,64.15,0.61,6.01,76.4,66.62,74.2,65.31,54.71,79.32,45.71,80.59,83.9,76.27,0.84,0.25,3.3,5.98,28.51,65.77,88.3,57.92,75.13,74.39,81.1,52.52
4389,2018-19,Nemanja Bjelica,30,SAC,1788,Key Rotation,Stretch Big,Helper,0.97,4.82,0.69,1.62,2.42,1.2,52.52,76.8,0.41,6.24,88.2,75.49,77.18,88.29,78.22,91.81,86.09,95.11,79.44,78.45,0.57,-0.61,4.14,6.21,27.27,66.18,82.48,22.37,85.1,77.3,77.98,54
4390,2019-20,Nemanja Bjelica,31,SAC,2011,Key Rotation,Movement Shooter,Helper,0.9,4.1,-0.02,1.54,2.02,1.46,50.92,69.37,0.75,6.42,87.2,69.59,48.99,87,71.14,94.24,83.36,88.66,86.43,80.39,0.9,-0.23,4.82,6.39,28.82,68.44,89.21,33.75,90.01,79.55,82.18,64.27
4391,2016-17,Lance Stephenson,26,NOP/MIN/IND,362,Too Few Games,Shot Creator,Wing Stopper,-0.78,3.05,-0.4,0.22,0.56,-0.43,16,25,0.32,5.05,34.21,56.21,30.45,27.06,8.94,28.75,19.54,29.23,77.56,64.89,0.59,1.2,2.67,5.07,12.5,69.57,82.99,94.32,63.76,58.63,30.28,69.2
4392,2017-18,Lance Stephenson,27,IND,1850,Key Rotation,Shot Creator,Low Activity,0.14,5.26,0.07,0.76,1.28,0.97,25,53.23,2.12,7.4,70.94,78.16,54.04,64.16,48.16,88.46,23.7,65.67,97.86,88.23,1.73,1.83,4.41,7.34,14.09,71.4,97.54,99.19,87.39,88.71,35.2,75.97
4393,2021-22,Lance Stephenson,31,ATL/IND,814,Rotation,Primary Ball Handler,Chaser,-0.95,1.98,-0.73,0.26,0.6,-0.89,27.91,25,0.59,5.17,26.97,36.07,16.16,30.11,11.22,11.73,27.16,29.23,83.33,66.46,1,1.04,2.5,5.17,13.04,73.25,90.67,91.5,60.25,60.9,31.92,81.76
4394,2018-19,Lance Stephenson,28,LAL,1123,Rotation,Shot Creator,Low Activity,0.05,2.95,0.45,0.47,1.01,-0.28,34.41,50,0.86,5.71,67.88,54.61,69.84,46.32,35.26,36.18,37.21,58.42,88.23,72.96,0.58,1.14,2.69,5.69,18.03,68.03,82.8,93.1,64.37,69.94,49.28,62.75
4395,2015-16,Lance Stephenson,25,LAC/MEM,1372,Rotation,Shot Creator,Chaser,-0.36,3.58,-0.3,0.58,1.13,-0.38,32.52,42.5,0.84,5.04,53.52,63.57,35.21,54.24,41.33,31.21,33.04,49.13,87.99,64.66,0.74,1.19,2.65,5.05,20.77,68.54,86.33,94.08,63.44,58.24,58.24,64.6
4396,2017-18,Jeremy Evans,30,ATL,5,Too Few Games,Low Minute,Anchor Big,-2.07,6.25,-0.1,1,2,0.16,100,0,-1.97,0,1.54,82.98,44.4,73.87,70.73,65.04,98.11,0,1.29,0,-0.08,-0.34,0,4.66,0,0,55.04,29.63,0,49.22,0,0
4397,2015-16,Jeremy Evans,28,DAL,251,Garbage Time,Stretch Big,Helper,-0.99,3.91,-0.75,0.37,1.6,-0.47,42.31,63.64,-0.88,6.05,25.55,67.52,15.6,38.7,60.66,26.85,58.48,79.73,33.63,76.59,0.15,0.21,1.43,5.91,32.56,74.14,68.69,55.87,37.15,73.32,88.72,83.75
4398,2015-16,Donald Sloan,28,BRK,1318,Key Rotation,Slasher,Point of Attack,-1.16,2.01,-0.85,0.28,0.53,-1.01,26.56,23.53,0.71,4.47,20.12,36.66,12.43,31.57,7.53,9.05,25.71,28.66,85.57,55.75,0.92,1.13,2.56,4.5,11.54,68.12,89.45,92.91,61.69,44.87,28.19,63.07
4399,2016-17,Timofey Mozgov,30,LAL,1104,Key Rotation,Post Scorer,Anchor Big,0.66,8.86,1.63,1.93,3.42,0.14,40.94,58.65,-1.57,5.39,83.51,93.13,92.95,91.8,90.23,64.25,54.29,72.83,11.08,69.2,-0.95,-3.25,2.96,5.38,33.75,57.55,16.03,0.66,69.54,64.81,91.32,25.37
4400,2017-18,Timofey Mozgov,31,BRK,359,Rotation,Post Scorer,Anchor Big,0.31,6.98,1.65,1.03,2.95,0.51,45.71,62.5,-1.6,6.48,75.96,86.12,93.1,75.55,85.21,78,69.47,78.24,10.4,80.95,-0.41,-4.74,2.13,6.32,33.33,66.67,36.16,0.14,52.15,78.69,89.6,55.56
4401,2015-16,Timofey Mozgov,29,CLE,1326,Rotation,Post Scorer,Anchor Big,0.43,8.43,2.47,1.45,3.17,-0.4,39.01,69.09,-1,6.66,78.67,91.63,97.78,85.78,87.97,30.14,48.32,88.24,28.85,82.56,-1.03,-2.01,2.99,6.6,37.89,57.32,13.87,4.27,70.18,81.84,95.49,25.08
4402,2016-17,Gary Neal,32,ATL,18,Too Few Games,Low Minute,Chaser,-1.93,0,-0.02,0,1.15,-0.05,0,0,-1.89,2.03,4.09,0,48.99,0,42.42,50.6,0,0,3.31,17.87,-0.06,0.13,0.5,4.38,0,50,56.6,51.19,19.71,41.96,0,17.87
4403,2015-16,Gary Neal,31,WAS,807,Rotation,Off Screen Shooter,Chaser,-0.41,1.55,-0.1,0.28,0.57,-0.82,34.38,36.36,-0.39,3.3,51.31,28,44.4,31.57,9.58,13.66,37.08,41.04,52.68,32.42,-0.37,0.71,1.8,3.42,8.33,58.06,38.2,81.55,45.15,16.86,22.91,26.35
4404,2018-19,Jeremy Lin,30,ATL/TOR,1436,Key Rotation,Primary Ball Handler,Point of Attack,-1.11,1.9,-1.07,0.3,0.57,-1.02,29.33,31.82,-0.04,3.8,21.58,34.71,7.37,32.93,9.58,8.88,29.04,35.85,65.98,43.15,-1.1,0.83,2.12,3.85,17.2,60.62,12.16,85.85,52,28.37,46.28,32.54
4405,2016-17,Jeremy Lin,28,BRK,883,Star,Primary Ball Handler,Point of Attack,-1.15,2.77,-1.42,0.31,0.49,-1.09,16.18,27.27,0.63,4.86,20.39,51.57,2.75,33.75,5.45,7.75,19.6,31.86,84.12,62.11,-0.57,0.67,3.44,4.88,12.1,54.63,29.02,79.72,77.24,54.3,29.34,21.55
4406,2017-18,Jeremy Lin,29,BRK,25,Too Few Games,Low Minute,Point of Attack,-0.15,0,-0.02,0,0.93,-0.08,0,0,-0.27,0,61.52,0,48.99,0,30.82,48.03,0,0,57.24,0,-0.58,0.35,0,3.36,0,0,28.6,63.3,0,15.47,0,0
4407,2015-16,Jeremy Lin,27,CHO,2048,Starter,Primary Ball Handler,Chaser,-0.73,2.97,-0.89,0.54,0.79,-0.8,27.27,30.95,-0.13,3.88,36.43,54.91,11.29,51.67,22.73,14.43,26.39,35.11,62.43,44.87,-0.6,0.71,2.71,3.91,19.91,54.24,27.95,81.55,64.73,30.08,55.1,21.07
4408,2015-16,Ish Smith,27,NOP/PHI,2239,Starter,Slasher,Point of Attack,-1.31,3.16,-1.49,0.56,0.73,-1.77,22.99,30.23,0.57,4.31,16.05,57.9,2.29,52.84,19.58,1.19,22.62,34.45,82.95,52.84,-1.17,1.2,3.4,4.33,9.92,55.98,10.58,94.32,76.72,40.67,25.13,22.99
4409,2019-20,Ish Smith,31,WAS,1787,Starter,Slasher,Point of Attack,-1.4,1.47,-2.02,0.44,0.61,-0.82,42.86,23.33,0.03,3.73,14.19,26.46,0.64,44.19,11.83,13.66,60.16,28.62,68.95,41.49,-1.19,0.83,2.78,3.77,15.34,61.36,10.13,85.85,65.96,26.07,39.48,34.94
4410,2020-21,Ish Smith,32,WAS,924,Rotation,Slasher,Point of Attack,-0.69,1.65,-1.7,0.5,0.87,0.1,55,18.18,0.99,4.9,38.36,29.82,1.36,48.34,27.44,61.89,89.08,25.77,90.06,62.7,0.3,1.2,2.91,4.91,14.84,64.97,74.56,94.32,68.65,55.06,37.99,48.88
4411,2021-22,Ish Smith,33,CHO/WAS,1126,Rotation,Slasher,Point of Attack,-1.07,1.69,-1.91,0.38,0.85,-0.64,52.08,40,0.06,3.74,22.99,30.59,0.85,39.26,26.39,19.66,85.44,45.41,70.1,41.69,-0.8,0.73,1.77,3.8,13.91,63.89,20.42,82.19,44.44,26.74,34.66,44.21
4412,2023-24,Ish Smith,35,CHO,741,Rotation,Slasher,Point of Attack,-1.48,1.35,-1.99,0.26,0.62,-0.84,44,9.09,-0.06,3.2,12.58,24.58,0.75,30.11,12.36,13.12,64.05,23.05,65.21,30.72,-0.52,0.44,1.51,3.32,12.31,63.11,31,68.49,39.12,14.74,29.95,40.82
4413,2022-23,Ish Smith,34,DEN,398,Garbage Time,Slasher,Point of Attack,-1.32,1.46,-1.16,0.12,0.58,-0.47,35.71,20,-0.44,4.48,15.68,26.2,5.58,21.34,10.26,26.85,39.75,26.57,50.88,55.92,-0.49,1.14,1.14,4.54,24.49,69.01,32.34,93.1,30.89,46.02,70.4,66.65
4414,2016-17,Ish Smith,28,DET,1955,Key Rotation,Slasher,Point of Attack,-1.36,2.3,-1.81,0.26,0.44,-1.62,18.42,14.29,0.38,4.14,14.88,42.68,1.1,30.11,3.35,1.95,20.22,24.21,78.8,49.96,-1.65,1.1,2.64,4.17,14.02,55.01,3.53,92.47,63.18,36.83,34.97,22.02
4415,2017-18,Ish Smith,29,DET,2043,Key Rotation,Slasher,Point of Attack,-1.67,2.91,-1.62,0.33,0.52,-1.36,17.09,22.22,-0.19,3.61,8.76,54.03,1.71,35.16,7.02,3.88,19.81,27.64,60.06,38.84,-1.28,1.19,2.4,3.65,16.75,54.27,8.14,94.08,58.22,22.55,44.66,21.1
4416,2018-19,Ish Smith,30,DET,1251,Key Rotation,Slasher,Point of Attack,-1.01,2.03,-1.57,0.41,0.72,-0.71,35.38,30.43,-0.04,3.64,24.8,36.98,1.95,42.04,18.92,17.29,39.22,34.59,65.98,39.42,-1.45,0.87,2.18,3.7,16.39,57.82,5.65,87.31,53.23,23.83,42.95,25.84
4417,2016-17,Elijah Millsap,29,PHO,23,Too Few Games,Low Minute,Helper,-1.83,6.82,-0.19,1.5,2.64,0.25,75,33.33,-1.83,5,5.63,85.51,39.99,86.39,80.86,68.99,96.78,36.79,4.63,64.12,-0.13,0.05,1.5,5.13,0,33.33,51.41,47.44,38.66,59.88,0,16.4
4418,2015-16,Elijah Millsap,28,UTA,173,Garbage Time,Secondary Ball Handler,Wing Stopper,-1.12,4.73,0.6,0.3,1.41,-0.44,28.57,66.67,-0.69,6.43,21.16,74.72,74.59,32.93,53.47,28.34,27.81,83.67,41.03,80.49,0.19,0.78,1.45,6.13,34.48,70.73,70.25,84.04,37.76,76.25,92.19,73.71
4419,2016-17,Manny Harris,27,DAL,25,Too Few Games,Low Minute,Chaser,-1.8,13.78,0.28,0.75,2.56,-0.13,37.5,100,-1.73,8.82,6.19,99.44,63.23,63.36,79.89,44.16,43.51,97.85,6.97,94.81,0,0.37,1.5,6.34,0,60,60.94,64.42,38.66,79.06,0,30.35
4420,2015-16,Lance Thomas,27,NYK,1313,Key Rotation,Athletic Finisher,Wing Stopper,-0.34,3.17,0.31,0.58,1.02,-0.25,32.38,38.24,-1.42,2.82,54.23,58.09,64.27,54.24,35.8,37.67,32.93,43.64,14.96,24.86,-1.37,-0.08,1.64,2.92,30.93,49.74,6.65,40.15,41.82,6.89,86.17,17.85
4421,2016-17,Lance Thomas,28,NYK,968,Key Rotation,Stationary Shooter,Wing Stopper,-0.15,3.77,0.13,0.7,1.27,0.72,34.04,37.5,-0.39,4.31,61.52,65.99,56.79,60.82,47.6,83.91,36.54,42.39,52.68,52.84,-0.18,-0.32,2.39,4.36,17.27,56.7,48.46,30.34,58.11,41.52,46.58,24.09
4422,2017-18,Lance Thomas,29,NYK,1353,Rotation,Movement Shooter,Wing Stopper,0.01,3.72,0.71,0.6,1.24,0.43,33.85,52.27,-0.8,3.65,66.72,65.41,77.66,55.3,46.43,75.54,36.31,64.61,36.74,39.71,-0.23,-0.96,1.79,3.71,19.08,60.09,45.91,15.72,44.83,24.05,52.55,31.06
4423,2018-19,Lance Thomas,30,NYK,783,Rotation,Stationary Shooter,Helper,-0.58,3.4,0.3,0.46,1.01,-0.34,30.43,47.62,-1.02,4.46,43.43,61.23,63.96,45.51,35.26,33.02,30.35,56.01,27.99,55.5,0.47,-1.35,2.09,4.51,26.04,74.42,79.38,10.41,51.4,45.26,75.11,84.19
4424,2019-20,Lance Thomas,31,BRK,98,Too Few Games,Low Minute,Helper,-1.5,2.96,0.85,0.29,0.99,-0.27,28.57,0,-1.51,4.04,12.14,54.77,80.84,32.06,34.12,36.77,27.81,0,12.53,48.2,0.13,-1.24,1.57,4.44,0,78.57,67.55,11.79,40.12,43.23,0,89.66
4425,2016-17,Arinze Onuaku,29,ORL,28,Too Few Games,Low Minute,Anchor Big,-1.82,4.17,0.56,0.25,1.99,0.05,66.67,100,-1.76,5.45,5.9,70.22,73.37,28.97,70.48,59.32,95.04,97.85,6.05,69.93,-0.15,0.32,0.5,5.27,75,50,50.36,61.7,19.71,62.93,99.65,17.87
4426,2017-18,Kyrie Irving,25,BOS,1931,Star,Shot Creator,Point of Attack,-1.07,2.6,-1.23,0.55,0.66,-0.07,25.58,45.45,-0.27,3.78,22.99,48.26,4.7,52.26,14.96,48.84,24.92,52.96,57.24,42.47,-0.81,0.48,3.23,3.82,13.92,57.57,20.03,70.66,74.24,27.39,34.68,25.38
4427,2018-19,Kyrie Irving,26,BOS,2214,Star,Shot Creator,Point of Attack,-0.72,3,-1.05,1.06,1.15,0.01,40.11,52.11,0.08,4.3,36.79,55.43,7.65,76.6,42.42,56.96,52.02,64.4,70.73,52.7,0.21,0.67,3.94,4.32,15.53,62.71,71.1,79.72,83.05,40.32,40.16,39.68
4428,2019-20,Kyrie Irving,27,BRK,658,Star,Shot Creator,Chaser,-0.29,2.46,-0.32,1.1,1.2,0.71,50,45.45,0.32,4.34,56.43,45.84,34.24,77.74,44.82,83.68,78.83,52.96,77.56,53.54,1.44,0.8,4.05,4.4,8.64,68.07,95.68,84.72,84.4,42.43,23.53,62.83
4429,2020-21,Kyrie Irving,28,BRK,1886,Star,Shot Creator,Point of Attack,-0.61,2.83,-0.96,0.96,1.01,-0.39,37.14,51.92,-0.2,3.94,42.26,52.73,9.66,72.67,35.26,30.73,42.7,64.19,59.77,45.91,-0.59,0.83,3.8,3.97,20,62.12,28.38,85.85,81.59,31.47,55.18,37.38
4430,2021-22,Kyrie Irving,29,BRK,1091,Star,Shot Creator,Chaser,-0.55,2.2,-0.37,0.55,0.58,-0.75,25.4,56.25,-0.44,3.71,44.82,40.58,32.02,52.26,10.26,16.04,24.79,69.41,50.88,41.07,-0.35,0.2,3.83,3.78,13.51,64.16,39.33,55.22,81.94,26.22,33.43,45.31
4431,2015-16,Kyrie Irving,23,CLE,1667,Star,Shot Creator,Point of Attack,-0.55,3.38,-0.87,0.83,1.04,-0.4,31.43,45.45,-1.07,2.63,44.82,61.01,11.87,67.36,36.81,30.14,31.66,52.96,26.09,22.47,-1.06,0.47,2.13,2.71,11.5,54.07,13.16,70.12,52.15,4.2,28.13,20.94
4432,2016-17,Kyrie Irving,24,CLE,2525,Star,Shot Creator,Point of Attack,-0.9,3.41,-1.11,0.72,0.79,-0.7,23.96,44.23,-1.18,2.64,29.21,61.34,6.48,62.05,22.73,17.6,23.28,51.35,22.27,22.63,-1.1,0.31,2.47,2.7,13.48,50,12.16,61.21,59.88,3.99,33.36,17.87
4433,2022-23,Kyrie Irving,30,BRK/DAL,2240,Star,Shot Creator,Point of Attack,-0.26,2.4,-0.58,0.98,0.99,-0.49,42.45,45.76,-0.01,4.09,57.62,44.61,22.22,73.42,34.12,25.87,59.05,53.65,67.44,49.21,0.63,0.42,4.08,4.11,17.55,67.31,84.07,67.18,84.61,35.58,47.53,59.74
4434,2023-24,Kyrie Irving,31,DAL,2030,Star,Shot Creator,Chaser,-0.79,2.08,-1.13,0.76,0.81,-0.27,40,31.82,0.22,4.43,33.89,38,6.07,64.16,24.02,36.77,50.56,35.85,74.73,54.87,0.67,0.6,4.24,4.44,20.33,66.49,84.84,76.49,86.09,43.23,57.05,55.27
4435,2024-25,Kyrie Irving,32,DAL,1804,Star,Shot Creator,Chaser,-0.07,2.7,-0.52,1.2,1.23,0.65,48,33.33,-0.38,3.67,64.33,50.28,24.87,80.56,45.94,82.27,75.37,36.79,53.02,40.16,-0.41,0.19,3.6,3.71,12.22,66.42,36.16,54.66,79.28,24.05,29.72,54.97
4436,2017-18,Derrick Williams,26,LAL,9,Too Few Games,Low Minute,Helper,-2.05,10.71,-0.19,0,1.24,-0.06,0,0,-1.94,3.57,1.95,97.35,39.99,0,46.43,49.69,0,0,2.1,37.89,-0.09,-0.22,0.5,4.95,0,100,54.36,34.11,19.71,56.06,0,96.24
4437,2015-16,Derrick Williams,24,NYK,1435,Rotation,Shot Creator,Low Activity,-0.63,3.71,-1.32,0.59,1.28,0.03,34.81,48.94,0.96,6.67,41.52,65.34,3.64,54.68,48.16,58.18,37.89,57.85,89.7,82.6,1.84,0.52,3.11,6.61,17.67,73.45,98.13,72.78,72.41,81.99,48.05,82.26
4438,2016-17,Derrick Williams,25,MIA/CLE,804,Rotation,Stationary Shooter,Helper,-0.81,2.32,-0.78,0.38,0.94,-0.08,39.58,73.68,0.01,5.28,33.07,43.08,14.49,39.26,31.26,48.03,49.88,92.7,68.13,67.84,0.77,0.42,2.22,5.28,17.12,72.08,86.99,67.18,54.39,63.05,45.91,78.47
4439,2019-20,Enes Freedom,27,BOS,983,Rotation,Post Scorer,Anchor Big,1.61,13.6,-2.74,2.81,5.87,-1.19,45.66,83.44,1.8,10.08,93.86,99.36,0.1,97.38,99.63,6.14,69.4,97.44,96.78,97.73,0.44,-1.13,4.62,9.83,26.49,67.85,78.53,13.28,88.89,98.04,76.23,62.04
