RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Points Over Expectation / 75,Stable eFG%,Overall Shot Making Efficiency,Overall Shot Making,Self-Created Shot Making Efficiency,Overall Shot Creation,Role Adjusted Stable eFG%,Points Over Expectation / 75_percentile,Stable eFG%_percentile,Overall Shot Making Efficiency_percentile,Overall Shot Making_percentile,Self-Created Shot Making Efficiency_percentile,Overall Shot Creation_percentile,Role Adjusted Stable eFG%_percentile
5264,2015-16,Thanasis Antetokounmpo,23,NYK,6,Too Few Games,Low Minute,Point of Attack,0,50.51,-0.4,0,-0.52,-0.57,0.45,36.38,29.02,53.16,65.14,48.66,46.55,2.66
5265,2020-21,Norvel Pelle,27,BRK/SAC/NYK,83,Garbage Time,Low Minute,Anchor Big,0,53.95,-0.63,-0.08,-0.46,-0.91,0.49,36.38,67.77,38.75,51.55,52.53,29.91,21.64
5266,2019-20,Norvel Pelle,26,PHI,232,Garbage Time,Roll + Cut Big,Anchor Big,-0.76,52.82,-1.16,-0.28,-1.11,-0.89,0.51,19.81,55.08,15.24,29.72,16.87,30.76,36.69
5267,2021-22,Norvel Pelle,28,UTA,19,Too Few Games,Low Minute,Anchor Big,0,53.18,-0.35,-0.03,-0.47,-0.85,0.49,36.38,59.26,55.84,59.2,51.86,32.89,21.64
5268,2017-18,Reggie Hearn,26,DET,7,Too Few Games,Low Minute,Anchor Big,0,52.24,-0.23,0,-0.48,-0.82,0.46,36.38,48.16,61.94,65.14,51.33,34.33,5.44
5269,2015-16,Jamal Crawford,35,LAC,2126,Starter,Shot Creator,Low Activity,0.95,47.17,0.56,0.65,0.29,1.1,0.47,90.8,5.28,86.24,88.35,83.41,91.99,9.63
5270,2016-17,Jamal Crawford,36,LAC,2157,Key Rotation,Shot Creator,Low Activity,0.1,48.49,1.1,0.96,1.22,1.09,0.48,76.4,11.71,94.08,92.55,96.42,91.85,14.92
5271,2017-18,Jamal Crawford,37,MIN,1653,Key Rotation,Shot Creator,Low Activity,0.54,49.24,1.13,0.85,0.96,0.95,0.5,84.96,17.4,94.42,91.32,94.35,89.79,28.87
5272,2018-19,Jamal Crawford,38,PHO,1199,Rotation,Shot Creator,Low Activity,-0.55,48.79,0.71,0.45,0.66,0.96,0.49,23.85,14.03,88.91,84.88,90.73,90.03,21.64
5273,2019-20,Jamal Crawford,39,BRK,6,Too Few Games,Low Minute,Wing Stopper,0,53.19,-0.09,0.02,-0.19,-0.65,0.47,36.38,59.45,68.44,68.17,67.95,43.04,9.63
5274,2017-18,Josh Magette,28,ATL,216,Garbage Time,Primary Ball Handler,Point of Attack,-0.06,49.94,-0.45,-0.1,-1.2,0.04,0.45,34.88,23.31,50.07,49.29,13.59,70.02,2.66
5275,2019-20,Josh Magette,30,ORL,38,Garbage Time,Low Minute,Point of Attack,0,51.82,-0.36,-0.03,-0.22,0.45,0.47,36.38,43.08,55.32,59.2,66.28,80.62,9.63
5276,2017-18,C.J. Williams,27,LAC,706,Rotation,Movement Shooter,Chaser,-0.27,50.86,-0.6,-0.24,1.03,-0.46,0.51,30.04,32.41,40.56,33.53,94.97,51.38,36.69
5277,2018-19,C.J. Williams,28,MIN,128,Garbage Time,Secondary Ball Handler,Chaser,0,52.57,0.02,0.04,0.11,-0.25,0.47,36.38,51.92,72.56,70.06,79.01,59.6,9.63
5278,2015-16,PJ Hairston,23,CHO/MEM,1313,Rotation,Movement Shooter,Wing Stopper,-1.11,46.01,-1.99,-1,-0.66,-0.98,0.48,13.65,2.46,1.62,2.26,39.94,26.17,14.92
5279,2021-22,Scotty Hopson,32,OKC,18,Too Few Games,Low Minute,Chaser,0,52.94,-0.16,0.03,-0.33,-0.13,0.49,36.38,56.46,65.26,69.07,60.42,64.36,21.64
5280,2017-18,Scotty Hopson,28,DAL,8,Too Few Games,Low Minute,Chaser,0,51.73,-0.39,-0.03,-0.52,-0.81,0.46,36.38,41.95,53.66,59.2,48.66,34.82,5.44
5281,2015-16,Russ Smith,24,MEM,66,Garbage Time,Low Minute,Point of Attack,0,48.37,-0.73,-0.08,-0.89,0.94,0.43,36.38,11.05,33.67,51.55,26.71,89.69,0.15
5282,2015-16,Shabazz Napier,24,ORL,600,Rotation,Secondary Ball Handler,Point of Attack,-0.69,46.07,-1.46,-0.48,-2.19,0.31,0.46,21.1,2.57,8.05,15.52,1.03,77.59,5.44
5283,2016-17,Shabazz Napier,25,POR,512,Garbage Time,Secondary Ball Handler,Point of Attack,0,50.12,-0.37,-0.13,-0.49,0.73,0.5,36.38,25.25,54.78,45.25,50.6,86.03,28.87
5284,2017-18,Shabazz Napier,26,POR,1535,Key Rotation,Primary Ball Handler,Point of Attack,0.5,50.33,-0.28,-0.11,-0.74,0.78,0.5,84.32,27.36,59.61,47.64,35.08,86.92,28.87
5285,2018-19,Shabazz Napier,27,BRK,983,Rotation,Shot Creator,Point of Attack,0.28,48.94,-0.87,-0.44,-0.91,0.97,0.5,79.91,15.05,26.3,17.86,25.52,90.17,28.87
5286,2019-20,Shabazz Napier,28,MIN/WAS,1344,Key Rotation,Primary Ball Handler,Point of Attack,-0.67,50.59,-0.79,-0.43,-0.42,0.53,0.51,21.4,29.8,30.38,18.48,55.05,82.1,36.69
5287,2018-19,Jordan McRae,27,WAS,333,Rotation,Secondary Ball Handler,Low Activity,-0.39,51.51,0.73,0.35,1.04,0.93,0.51,27.33,39.29,89.27,82.26,95.06,89.5,36.69
5288,2015-16,Jordan McRae,24,PHO/CLE,196,Garbage Time,Secondary Ball Handler,Point of Attack,-0.03,50,-0.05,0.03,-0.16,1.17,0.44,35.84,23.9,69.96,69.07,69.19,92.94,0.91
5289,2016-17,Jordan McRae,25,CLE,383,Rotation,Shot Creator,Chaser,-0.91,48.23,-0.48,-0.13,-0.39,0.58,0.47,17.27,10.14,48.32,45.25,56.77,83.24,9.63
5290,2019-20,Jordan McRae,28,WAS/DEN/DET,785,Key Rotation,Secondary Ball Handler,Chaser,-0.06,48.98,-0.29,-0.11,-0.16,1.03,0.49,34.88,15.34,59.27,47.64,69.19,90.97,21.64
5291,2015-16,Zach LaVine,20,MIN,2293,Starter,Primary Ball Handler,Chaser,0.43,51.3,0.96,0.98,0.91,0.53,0.51,82.94,37.11,92.57,92.72,93.87,82.1,36.69
5292,2016-17,Zach LaVine,21,MIN,1749,Starter,Secondary Ball Handler,Chaser,0.83,53.65,1.02,1.45,0.36,0.19,0.53,89.21,64.24,93.08,95.73,84.91,74.4,54.54
5293,2024-25,Zach LaVine,29,CHI/SAC,2603,Starter,Shot Creator,Chaser,1.02,59.94,2.13,2.67,2.08,1.16,0.58,91.44,97.14,99.29,99.2,99.29,92.79,88.94
5294,2025-26,Zach LaVine,30,SAC,1224,Starter,Shot Creator,Chaser,0,56.44,0.54,0.77,0.46,0.53,0.55,36.38,87.59,85.91,90.54,86.97,82.1,72.35
5295,2017-18,Zach LaVine,22,CHI,656,Starter,Shot Creator,Chaser,-0.36,46.97,-0.98,-0.79,-0.99,1.77,0.47,28.07,4.64,21.5,4.97,21.62,97.98,9.63
5296,2018-19,Zach LaVine,23,CHI,2171,Starter,Shot Creator,Chaser,0.55,51.98,1.11,1.61,1.14,1.64,0.52,85.18,44.89,94.18,96.58,95.86,97.04,45.51
5297,2019-20,Zach LaVine,24,CHI,2085,Starter,Primary Ball Handler,Chaser,0.03,52.68,0.49,0.87,0.61,1.42,0.52,74.91,53.32,84.94,91.49,89.78,95.46,45.51
5298,2020-21,Zach LaVine,25,CHI,2034,Starter,Primary Ball Handler,Chaser,2.84,58.75,2.01,2.86,1.31,1.49,0.58,99.29,95.4,99.05,99.37,96.88,96.05,88.94
5299,2021-22,Zach LaVine,26,CHI,2328,Star,Shot Creator,Chaser,1.79,55.1,1.36,1.86,0.95,1.39,0.55,97.01,78.81,96.17,97.33,94.18,95.22,72.35
5300,2022-23,Zach LaVine,27,CHI,2768,Starter,Shot Creator,Chaser,1.49,55.73,1.18,1.72,0.54,1.39,0.55,95.52,83.43,94.86,96.87,88.47,95.22,72.35
5301,2023-24,Zach LaVine,28,CHI,872,Starter,Shot Creator,Chaser,-0.06,53.72,-0.04,0.35,0.1,1.19,0.53,34.88,65.03,70.26,82.26,78.7,93.14,54.54
5302,2016-17,Tyler Ennis,22,HOU/LAL,588,Garbage Time,Secondary Ball Handler,Point of Attack,0.16,50.36,-0.28,-0.11,-0.45,1.14,0.49,77.57,27.66,59.61,47.64,53.08,92.51,21.64
5303,2017-18,Tyler Ennis,23,LAL,683,Rotation,Slasher,Point of Attack,-1.67,48.29,-0.89,-0.31,-1.09,0.9,0.48,6.7,10.53,25.33,27,17.51,89.15,14.92
5304,2015-16,Tyler Ennis,21,MIL,654,Rotation,Slasher,Point of Attack,-0.19,49.21,0.1,0.04,0.13,0.76,0.48,32.03,17.15,75.01,70.06,79.63,86.59,14.92
5305,2017-18,Markel Brown,26,HOU,31,Too Few Games,Low Minute,Point of Attack,0,51.43,-0.47,-0.05,-0.27,-0.55,0.46,36.38,38.45,48.84,56.06,63.58,47.29,5.44
5306,2015-16,Markel Brown,24,BRK,982,Rotation,Secondary Ball Handler,Chaser,-1.54,47.09,-0.84,-0.36,-1.06,-0.3,0.47,7.92,4.99,27.82,23.1,18.92,57.72,9.63
5307,2018-19,Elfrid Payton,24,NOP,1250,Starter,Slasher,Point of Attack,-1.46,48.9,-1.12,-0.81,-0.78,0.5,0.48,8.81,14.71,16.42,4.64,32.67,81.46,14.92
5308,2024-25,Elfrid Payton,30,NOP/CHO,511,Key Rotation,Slasher,Point of Attack,-3.48,45.95,-1.41,-0.65,-1.69,1.21,0.47,0.48,2.34,9,8.23,4.15,93.35,9.63
5309,2019-20,Elfrid Payton,25,NYK,1246,Starter,Slasher,Point of Attack,-1.76,47.76,-1.32,-0.9,-0.78,1.11,0.48,5.71,7.52,10.85,3.39,32.67,92.11,14.92
5310,2020-21,Elfrid Payton,26,NYK,1484,Key Rotation,Slasher,Point of Attack,-2.39,47.51,-1.04,-0.61,-0.74,1.31,0.47,2.24,6.55,19.16,9.48,35.08,94.39,9.63
5311,2015-16,Elfrid Payton,21,ORL,2145,Starter,Slasher,Point of Attack,-1.76,46.53,-0.41,-0.2,0.47,0.97,0.46,5.71,3.54,52.62,37.41,87.1,90.17,5.44
5312,2016-17,Elfrid Payton,22,ORL,2412,Starter,Slasher,Point of Attack,-0.83,49.63,-0.22,-0.01,0.74,1.35,0.5,18.51,20.3,62.52,63.22,91.85,94.73,28.87
5313,2017-18,Elfrid Payton,23,ORL/PHO,1809,Starter,Slasher,Point of Attack,-0.38,51.67,0.03,0.15,0.24,1.37,0.5,27.65,41.17,72.81,75.55,82.32,95,28.87
5314,2021-22,Elfrid Payton,27,PHO,549,Rotation,Slasher,Point of Attack,-4.02,46.55,-1.66,-0.48,-1.67,0.92,0.45,0.26,3.62,4.58,15.52,4.34,89.4,2.66
5315,2016-17,Semaj Christon,24,OKC,973,Rotation,Primary Ball Handler,Point of Attack,-2.35,43.62,-1.72,-0.62,-1.25,0.2,0.46,2.43,0.25,4,9.15,12.25,74.7,5.44
5316,2015-16,Jordan Clarkson,23,LAL,2552,Starter,Primary Ball Handler,Point of Attack,0.41,48.57,0.75,0.98,1.42,1.11,0.49,82.57,12.29,89.64,92.72,97.52,92.11,21.64
5317,2016-17,Jordan Clarkson,24,LAL,2397,Starter,Primary Ball Handler,Chaser,-0.04,50.15,0.66,0.83,1.28,1,0.51,35.6,25.51,88.13,91.15,96.76,90.56,36.69
5318,2025-26,Jordan Clarkson,33,NYK,1246,Rotation,Movement Shooter,Chaser,0,52.6,0.05,0.06,0.18,0.11,0.53,36.38,52.34,73.58,71.33,80.91,71.9,54.54
5319,2019-20,Jordan Clarkson,27,CLE/UTA,1705,Key Rotation,Secondary Ball Handler,Chaser,1.34,53.99,0.93,0.89,0.96,0.84,0.53,94.45,68.23,92.19,91.73,94.35,88.04,54.54
5320,2020-21,Jordan Clarkson,28,UTA,1818,Key Rotation,Shot Creator,Low Activity,0.24,52.46,0.49,0.72,1.17,1.3,0.52,79,50.66,84.94,89.59,96.14,94.37,45.51
5321,2021-22,Jordan Clarkson,29,UTA,2141,Key Rotation,Secondary Ball Handler,Low Activity,0.07,50.79,0.29,0.43,1.14,1.14,0.51,75.86,31.8,80.06,84.48,95.86,92.51,36.69
5322,2022-23,Jordan Clarkson,30,UTA,1988,Starter,Primary Ball Handler,Chaser,-0.98,52.42,0.41,0.74,0.79,1.13,0.52,16.27,50.2,83.17,90.01,92.47,92.38,45.51
5323,2023-24,Jordan Clarkson,31,UTA,1682,Starter,Shot Creator,Low Activity,-1.04,48.43,-0.82,-0.5,-0.49,1.08,0.49,15.1,11.32,28.75,14.44,50.6,91.75,21.64
5324,2024-25,Jordan Clarkson,32,UTA,962,Key Rotation,Shot Creator,Chaser,-0.62,50.62,0.52,0.68,0.63,1.03,0.51,22.49,30.05,85.56,88.96,90.21,90.97,36.69
5325,2017-18,Jordan Clarkson,25,LAL/CLE,1887,Key Rotation,Primary Ball Handler,Chaser,-0.02,51.12,0.6,0.64,1.02,1.05,0.51,35.98,35.2,87.21,88.11,94.85,91.29,36.69
5326,2018-19,Jordan Clarkson,26,CLE,2214,Key Rotation,Shot Creator,Low Activity,-0.02,51.08,1.08,1.25,1.43,1.17,0.51,35.98,34.72,93.79,94.69,97.57,92.94,36.69
5327,2015-16,Devyn Marble,23,ORL,249,Garbage Time,Off Screen Shooter,Chaser,0,46.03,-1.56,-0.4,-0.79,-0.63,0.42,36.38,2.52,6.21,20.53,32.08,43.88,0
5328,2015-16,KJ McDaniels,22,HOU,235,Garbage Time,Stationary Shooter,Chaser,0,48.68,-0.8,-0.16,-0.47,-0.37,0.44,36.38,13.09,29.79,41.78,51.86,55.19,0.91
5329,2016-17,KJ McDaniels,23,HOU/BRK,506,Garbage Time,Stationary Shooter,Chaser,-0.38,51.22,-0.76,-0.24,-0.17,-0.49,0.52,27.65,36.28,32.07,33.53,68.76,50.12,45.51
5330,2015-16,C.J. Wilcox,25,LAC,167,Garbage Time,Off Screen Shooter,Chaser,0,49.04,-0.61,-0.11,-1.2,-0.29,0.44,36.38,15.94,40,47.64,13.59,57.98,0.91
5331,2016-17,C.J. Wilcox,26,ORL,108,Garbage Time,Off Screen Shooter,Low Activity,0,48.19,-1.47,-0.2,-1.09,-1.21,0.43,36.38,9.91,7.89,37.41,17.51,14.99,0.15
5332,2025-26,Gary Harris,31,MIL,661,Rotation,Stationary Shooter,Chaser,0,55.94,-0.28,-0.1,-0.89,-1.14,0.55,36.38,84.87,59.61,49.29,26.71,18.29,72.35
5333,2020-21,Gary Harris,26,DEN/ORL,1080,Key Rotation,Movement Shooter,Wing Stopper,-0.26,49.49,-1.56,-0.96,-1.33,-0.14,0.5,30.4,19.07,6.21,2.76,10.01,63.88,28.87
5334,2021-22,Gary Harris,27,ORL,1730,Starter,Movement Shooter,Wing Stopper,-0.3,53.66,-0.27,-0.09,-1.68,-0.55,0.53,29.44,64.37,60.33,50.51,4.26,47.29,54.54
5335,2022-23,Gary Harris,28,ORL,1184,Key Rotation,Movement Shooter,Wing Stopper,0.79,58.23,0.19,0.15,-0.72,-1.11,0.58,88.68,94.23,77.44,75.55,36.25,19.48,88.94
5336,2023-24,Gary Harris,29,ORL,1297,Starter,Stationary Shooter,Chaser,0.18,56.15,-0.31,-0.13,-0.03,-1.48,0.56,78,86.13,58.35,45.25,74.4,5.34,79.24
5337,2024-25,Gary Harris,30,ORL,711,Rotation,Movement Shooter,Chaser,-0.42,53.14,-1.01,-0.33,0.02,-1.54,0.54,26.75,58.86,20.16,25.2,76.07,4.03,63.82
5338,2015-16,Gary Harris,21,DEN,2439,Starter,Movement Shooter,Chaser,0.11,53.03,-0.28,-0.11,0.32,-0.61,0.53,76.66,57.63,59.61,47.64,84.2,44.73,54.54
5339,2016-17,Gary Harris,22,DEN,1782,Starter,Movement Shooter,Chaser,0.61,56.86,0.38,0.52,-1.08,-0.53,0.56,86.29,89.52,82.26,86.07,18.18,48.35,79.24
5340,2017-18,Gary Harris,23,DEN,2304,Starter,Movement Shooter,Chaser,0.97,56.16,0.75,0.94,0.66,0.02,0.56,91.02,86.17,89.64,92.26,90.73,69.45,79.24
5341,2018-19,Gary Harris,24,DEN,1639,Starter,Movement Shooter,Wing Stopper,0.09,49.56,-0.98,-0.72,-1.08,0.05,0.5,76.15,19.91,21.5,6.43,18.18,70.36,28.87
5342,2019-20,Gary Harris,25,DEN,1780,Starter,Movement Shooter,Wing Stopper,-0.72,49.9,-1.52,-1.03,-1.88,-0.35,0.49,20.52,23.04,6.98,2.08,2.31,55.87,21.64
5343,2023-24,Spencer Dinwiddie,30,BRK/LAL,2152,Starter,Shot Creator,Chaser,0.45,50.32,-0.82,-0.44,-1.49,0.23,0.51,83.27,27.26,28.75,17.86,6.87,75.54,36.69
5344,2016-17,Spencer Dinwiddie,23,BRK,1334,Key Rotation,Shot Creator,Point of Attack,1.01,50.79,0.44,0.19,-0.04,0.63,0.5,91.34,31.8,84.11,77.53,74.16,84.33,28.87
5345,2017-18,Spencer Dinwiddie,24,BRK,2306,Star,Shot Creator,Point of Attack,0.35,48,-0.51,-0.3,-0.67,0.89,0.49,81.33,8.72,46.16,28.02,39.39,88.96,21.64
5346,2018-19,Spencer Dinwiddie,25,BRK,1914,Starter,Shot Creator,Wing Stopper,1.67,51.75,1.21,1.21,1.53,1.25,0.52,96.46,42.3,95.03,94.44,98.07,93.88,45.51
5347,2019-20,Spencer Dinwiddie,26,BRK,1994,Star,Shot Creator,Point of Attack,0.52,48.42,0.28,0.46,0.17,1.69,0.49,84.67,11.24,79.82,84.99,80.55,97.31,21.64
5348,2020-21,Spencer Dinwiddie,27,BRK,64,Too Few Games,Low Minute,Chaser,0,53.22,-0.62,-0.19,-0.74,-0.72,0.47,36.38,59.9,39.45,38.69,35.08,39.57,9.63
5349,2022-23,Spencer Dinwiddie,29,DAL/BRK,2725,Star,Shot Creator,Chaser,1.06,52.83,0.79,0.9,0.33,1.11,0.52,91.99,55.26,90.37,91.87,84.41,92.11,45.51
5350,2015-16,Spencer Dinwiddie,22,DET,159,Garbage Time,Shot Creator,Point of Attack,-0.54,46.97,-0.59,-0.13,-0.79,1.68,0.43,24.09,4.64,41.31,45.25,32.08,97.24,0.15
5351,2021-22,Spencer Dinwiddie,28,WAS/DAL,1980,Starter,Shot Creator,Chaser,0.78,50.03,0.23,0.3,-0.05,1.19,0.52,88.53,24.48,78.62,80.95,73.73,93.14,45.51
5352,2024-25,Spencer Dinwiddie,31,DAL,2136,Key Rotation,Shot Creator,Chaser,0.3,50.6,0.24,0.22,0.56,0.87,0.51,80.33,29.93,78.9,78.75,88.94,88.64,36.69
5353,2021-22,Nik Stauskas,28,MIA/BOS,39,Too Few Games,Low Minute,Chaser,0,52.8,-0.2,0,-0.38,-0.58,0.47,36.38,54.9,63.46,65.14,57.44,46.04,9.63
5354,2015-16,Nik Stauskas,22,PHI,1809,Key Rotation,Movement Shooter,Chaser,-0.53,48.71,-1.23,-0.71,-0.56,-0.65,0.49,24.34,13.25,12.95,6.69,46.23,43.04,21.64
5355,2016-17,Nik Stauskas,23,PHI,2188,Starter,Movement Shooter,Chaser,-0.61,50.23,-0.78,-0.42,-1.68,-0.22,0.5,22.62,26.31,30.93,19.17,4.26,60.77,28.87
5356,2017-18,Nik Stauskas,24,PHI/BRK,523,Rotation,Secondary Ball Handler,Low Activity,0.5,51.98,-0.2,-0.05,-0.42,-0.26,0.51,84.32,44.89,63.46,56.06,55.05,59.14,36.69
5357,2018-19,Nik Stauskas,25,POR/CLE,1015,Rotation,Off Screen Shooter,Low Activity,0.56,51.1,-0.12,-0.02,0.59,-0.35,0.53,85.47,34.91,67.06,61.09,89.47,55.87,54.54
5358,2021-22,Rodney Hood,29,MIL/LAC,709,Rotation,Movement Shooter,Low Activity,-1,50.09,-0.72,-0.2,-0.23,-0.65,0.52,16.04,24.97,34.13,37.41,65.8,43.04,45.51
5359,2018-19,Rodney Hood,26,CLE/POR,1893,Starter,Shot Creator,Chaser,0.91,50.27,0.6,0.51,0.7,0.5,0.51,90.4,26.9,87.21,85.93,91.23,81.46,36.69
5360,2019-20,Rodney Hood,27,POR,619,Key Rotation,Shot Creator,Wing Stopper,1.31,56.65,1.54,1.31,0.75,-0.05,0.53,94.23,88.65,97.18,95,92.02,67.08,54.54
5361,2020-21,Rodney Hood,28,POR/TOR,943,Rotation,Shot Creator,Chaser,-1.01,47.52,-1.02,-0.4,-0.14,0.21,0.51,15.75,6.59,19.84,20.53,70.12,74.86,36.69
5362,2015-16,Rodney Hood,23,UTA,2541,Starter,Secondary Ball Handler,Chaser,1.19,50.21,1.23,1.29,1.45,0.6,0.5,93.22,26.1,95.2,94.86,97.69,83.62,28.87
5363,2016-17,Rodney Hood,24,UTA,1593,Starter,Shot Creator,Chaser,0.2,49.76,0.77,0.8,-0.05,0.53,0.5,78.54,21.66,90.05,90.95,73.73,82.1,28.87
5364,2017-18,Rodney Hood,25,UTA/CLE,1615,Key Rotation,Secondary Ball Handler,Chaser,0.6,51.47,0.94,1.02,1.51,0.6,0.51,86.12,38.87,92.29,93.14,97.93,83.62,36.69
5365,2015-16,Jordan Adams,21,MEM,15,Too Few Games,Low Minute,Wing Stopper,0,49.5,-0.57,-0.04,-0.6,-0.87,0.44,36.38,19.2,42.29,57.66,43.71,31.78,0.91
5366,2017-18,Khem Birch,25,ORL,578,Rotation,Roll + Cut Big,Anchor Big,-0.65,52.78,-1.25,-0.41,-0.74,-0.91,0.57,21.82,54.55,12.44,19.85,35.08,29.91,84.8
5367,2018-19,Khem Birch,26,ORL,643,Rotation,Roll + Cut Big,Anchor Big,0.18,55.62,-0.9,-0.27,-1.6,-0.97,0.6,78,82.83,24.87,30.81,5.17,26.81,93.84
5368,2019-20,Khem Birch,27,ORL,922,Rotation,Roll + Cut Big,Anchor Big,-1.44,52.17,-1.55,-0.53,-0.21,-1.11,0.56,8.98,47.2,6.41,12.83,66.9,19.48,79.24
5369,2022-23,Khem Birch,30,TOR,162,Garbage Time,Roll + Cut Big,Anchor Big,0,55.84,-0.72,-0.13,-1.01,-1.48,0.53,36.38,84.24,34.13,45.25,20.86,5.34,54.54
5370,2020-21,Khem Birch,28,ORL/TOR,1529,Rotation,Roll + Cut Big,Anchor Big,-1.24,52.31,-1.64,-0.75,-1.15,-1.11,0.56,11.61,48.94,4.85,5.77,15.32,19.48,79.24
5371,2021-22,Khem Birch,29,TOR,991,Rotation,Roll + Cut Big,Mobile Big,-1.66,50.71,-2.01,-0.71,-2.07,-1.13,0.55,6.81,30.93,1.53,6.69,1.52,18.68,72.35
5372,2015-16,Cleanthony Early,24,NYK,154,Garbage Time,Movement Shooter,Helper,0,47.43,-0.97,-0.21,-0.64,-1.28,0.43,36.38,6.26,21.86,36.68,41.08,11.84,0.15
5373,2015-16,Glenn Robinson III,22,IND,508,Rotation,Athletic Finisher,Chaser,-1.23,48.98,-0.88,-0.28,-0.98,-0.72,0.48,11.81,15.34,25.86,29.72,22.07,39.57,14.92
5374,2016-17,Glenn Robinson III,23,IND,1427,Key Rotation,Off Screen Shooter,Chaser,-0.06,52.9,-0.51,-0.25,-1.01,-1.21,0.53,34.88,55.92,46.16,32.68,20.86,14.99,54.54
5375,2017-18,Glenn Robinson III,24,IND,338,Rotation,Stationary Shooter,Chaser,-0.07,51.57,-0.62,-0.2,-0.52,-0.93,0.51,34.65,39.99,39.45,37.41,48.66,29.04,36.69
5376,2019-20,Glenn Robinson III,26,GSW/PHI,1786,Starter,Off Screen Shooter,Wing Stopper,-0.01,54.62,0.32,0.33,0.34,-0.83,0.55,36.15,74.19,80.83,81.71,84.53,33.75,72.35
5377,2020-21,Glenn Robinson III,27,SAC,369,Rotation,Movement Shooter,Wing Stopper,-0.31,52.82,-0.71,-0.23,-0.43,-0.85,0.52,29.21,55.08,34.86,34.42,54.26,32.89,45.51
5378,2018-19,Glenn Robinson III,25,DET,610,Rotation,Stationary Shooter,Helper,-1.34,49.69,-1.16,-0.38,-1.27,-0.85,0.5,10.21,20.84,15.24,21.73,11.63,32.89,28.87
5379,2015-16,James Young,20,BOS,199,Garbage Time,Movement Shooter,Low Activity,0,48.26,-0.73,-0.14,-0.7,-1.4,0.43,36.38,10.35,33.67,44.08,37.37,7.62,0.15
5380,2016-17,James Young,21,BOS,220,Garbage Time,Stationary Shooter,Low Activity,0,51.56,-0.61,-0.12,-0.81,-1.2,0.45,36.38,39.83,40,46.53,30.82,15.52,2.66
5381,2017-18,James Young,22,PHI,61,Too Few Games,Low Minute,Chaser,0,51.62,-0.4,-0.05,-0.16,-1.45,0.46,36.38,40.48,53.16,56.06,69.19,6.12,5.44
5382,2016-17,Jerami Grant,22,PHI/OKC,1531,Rotation,Stationary Shooter,Wing Stopper,-0.27,52.19,-0.22,-0.16,-0.15,-1.11,0.51,30.04,47.48,62.52,41.78,69.69,19.48,36.69
5383,2017-18,Jerami Grant,23,OKC,1647,Key Rotation,Athletic Finisher,Helper,0.6,55.52,-0.03,0.01,1.03,-0.93,0.56,86.12,82.1,70.65,66.93,94.97,29.04,79.24
5384,2018-19,Jerami Grant,24,OKC,2612,Starter,Stretch Big,Helper,0.32,55.79,-0.01,0.08,-0.72,-1.13,0.56,80.71,83.88,71.4,72.35,36.25,18.68,79.24
5385,2015-16,Jerami Grant,21,PHI,2066,Key Rotation,Athletic Finisher,Helper,-1.75,46.09,-1.41,-0.85,-1.06,-0.5,0.47,5.87,2.6,9,3.93,18.92,49.66,9.63
5386,2022-23,Jerami Grant,28,POR,2246,Starter,Shot Creator,Wing Stopper,0.38,55.35,0.58,0.81,0.06,-0.19,0.55,81.91,80.72,86.73,91.07,77.21,61.89,72.35
5387,2023-24,Jerami Grant,29,POR,1830,Starter,Shot Creator,Wing Stopper,-0.95,52.22,0.95,1.32,0.43,0.49,0.52,16.6,47.9,92.5,95.02,86.27,81.29,45.51
5388,2024-25,Jerami Grant,30,POR,1524,Starter,Movement Shooter,Wing Stopper,-0.55,48.53,-0.8,-0.52,-1.47,-0.4,0.49,23.85,11.99,29.79,13.18,7.24,53.95,21.64
5389,2025-26,Jerami Grant,31,POR,1695,Starter,Shot Creator,Wing Stopper,0,54.73,0.4,0.53,0.05,-0.07,0.54,36.38,75.52,82.85,86.27,76.98,66.54,63.82
5390,2019-20,Jerami Grant,25,DEN,1892,Starter,Stationary Shooter,Wing Stopper,0.42,54.93,0.34,0.31,-0.19,-0.75,0.55,82.75,77.14,81.2,81.25,67.95,37.94,72.35
5391,2020-21,Jerami Grant,26,DET,1829,Starter,Shot Creator,Wing Stopper,-0.3,49.93,0.1,0.38,0.22,0.41,0.5,29.44,23.24,75.01,83.21,81.94,79.94,28.87
5392,2021-22,Jerami Grant,27,DET,1500,Starter,Shot Creator,Wing Stopper,-0.45,49.98,-0.28,-0.12,-0.66,0.21,0.5,26.1,23.77,59.61,46.53,39.94,74.86,28.87
5393,2016-17,Joe Harris,25,BRK,1138,Key Rotation,Off Screen Shooter,Chaser,0.36,53.14,0.03,0.09,-0.81,-1.09,0.54,81.49,58.86,72.81,73,30.82,20.62,63.82
5394,2017-18,Joe Harris,26,BRK,1975,Key Rotation,Off Screen Shooter,Low Activity,1.32,59.01,1.89,1.27,2.11,-1.04,0.59,94.37,95.84,98.69,94.73,99.4,22.9,91.91
5395,2018-19,Joe Harris,27,BRK,2293,Starter,Off Screen Shooter,Chaser,1.73,60.13,2.1,1.72,-0.22,-0.8,0.59,96.78,97.38,99.17,96.87,66.28,35.22,91.91
