RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,3PT Shooting Talent,3PT Shot Making,C&S 3PT Shot Making,3PT Pull Up Talent,3PT Pull Up Shot Making,3PT Pull Up Shot Creation,3PT Shot Creation,3PT Shot Making Efficiency,C&S 3PT Shot Making Efficiency,Stable FG3%,3PT Shooting Talent_percentile,3PT Shot Making_percentile,C&S 3PT Shot Making_percentile,3PT Pull Up Talent_percentile,3PT Pull Up Shot Making_percentile,3PT Pull Up Shot Creation_percentile,3PT Shot Creation_percentile,3PT Shot Making Efficiency_percentile,C&S 3PT Shot Making Efficiency_percentile,Stable FG3%_percentile,Stable C&S 3PT%,Stable ATB 3PT%,Stable Pull Up 3PT%,3PT Functional Versatility,Stable 3PTA Per 75,Off-Ball Gravity,Stable Corner 3PT%,3PT Attempt Rate,Stable C&S 3PT%_percentile,Stable ATB 3PT%_percentile,Stable Pull Up 3PT%_percentile,3PT Functional Versatility_percentile,Stable 3PTA Per 75_percentile,Off-Ball Gravity_percentile,Stable Corner 3PT%_percentile,3PT Attempt Rate_percentile
1817,2018-19,Ryan Broekhoff,28,DAL,453,Rotation,Off Screen Shooter,Low Activity,0.34,0.27,0.09,-0.3,0.09,-1.03,-0.64,0.65,0.55,37.35,82.19,82.23,78.66,66.91,77.33,36.84,47.82,88.81,86.06,86.35,0,34.98,33.43,0.23,7.42,1.04,40.19,73.81,0,58.61,71.41,81.51,84.59,76.08,89.3,95.44
1818,2018-19,DeVaughn Akoon-Purcell,25,DEN,22,Too Few Games,Low Minute,Point of Attack,-0.14,-0.02,-0.15,-0.26,-0.02,-0.51,0.14,-0.29,-0.1,35.42,64.98,54.13,48.09,69.06,49.41,62.08,78.2,52.7,63.2,42.17,0,34.62,32.68,0.05,5.7,-0.03,37.79,40,0,46.22,34.88,75.35,63.03,23.87,22.14,53.83
1819,2018-19,Zach Lofton,26,DET,4,Too Few Games,Low Minute,Helper,-0.61,-0.01,-0.15,-0.96,,,-0.92,-0.12,-0.1,35.85,36.27,57.78,48.09,13.05,,,22.29,65.13,63.2,53.94,0,34.87,33,-1.16,5.93,-0.09,38,100,0,54,49.31,14.96,66.5,19.6,28.01,99.32
1820,2019-20,Jordan McLaughlin,23,MIN,590,Rotation,Primary Ball Handler,Point of Attack,0.05,0.22,0.07,0.05,0.05,-0.2,0.09,0.27,0.28,36.51,73.09,80.38,77.57,81.13,71.3,72.56,77.09,81.1,79.8,73.71,0,35.57,32.54,0.14,4.47,1.58,39.05,42.7,0,75.92,31.9,78.33,44.39,88.61,70.74,59.49
1821,2020-21,Jordan McLaughlin,24,MIN,938,Rotation,Primary Ball Handler,Point of Attack,-0.52,-0.19,-0.11,-0.49,-0.26,-0.54,-0.27,-0.68,-0.24,36.69,42.37,29.04,59.47,50.98,14.15,61.09,66.41,28.47,53.45,76.63,0,36.34,33.04,-0.47,3.53,1.18,38.03,38.02,0,88.72,62.11,55.18,31.4,79.94,33.32,50.47
1822,2021-22,Jordan McLaughlin,25,MIN,902,Rotation,Primary Ball Handler,Point of Attack,-0.55,-0.14,-0.23,-0.17,0.01,-0.27,-0.24,-0.67,-0.75,34.16,40.12,34.55,31.33,73.51,61.13,70.37,67.54,29.02,22.93,13.58,0,31.73,32.72,-0.59,3.34,0.62,40,42.5,0,15,37.37,49.2,29.46,60.99,86.96,59.05
1823,2022-23,Jordan McLaughlin,26,MIN,678,Rotation,Primary Ball Handler,Point of Attack,-0.61,-0.29,-0.4,-0.27,0,-0.7,-0.38,-0.93,-1.05,34.73,36.27,20.64,15.39,68.47,57.95,53.99,61.12,18.21,12.94,24.44,0,33.9,33.75,-0.79,4.03,0.69,38.63,53.79,0,31.03,77.76,37.82,37.73,63.61,48.88,78.93
1824,2023-24,Jordan McLaughlin,27,MIN,626,Rotation,Movement Shooter,Point of Attack,-0.01,0.21,0.06,-0.17,0.06,-0.35,-0.41,0.6,0.52,39.74,71.11,79.92,76.96,73.51,73.43,67.65,59.68,88.03,85.45,98.13,0,38.16,34.59,-0.1,5.25,1.41,39.82,61.38,0,98.03,94.95,70.64,56.7,85.36,85.21,87.42
1825,2024-25,Jordan McLaughlin,28,SAC/SAS,314,Garbage Time,Secondary Ball Handler,Point of Attack,-0.1,0.05,-0.18,0.07,0.16,-0.64,-0.04,0.13,-0.59,36.85,66.98,69.6,39.4,81.65,82.75,56.71,73.67,77.29,30.58,79.16,0,36.47,34.35,0.14,5.44,0.91,37.93,63.89,0,89.93,92.97,78.33,59.39,71.92,26.42,89.3
1826,2025-26,Jordan McLaughlin,29,SAS,274,Garbage Time,Secondary Ball Handler,Point of Attack,-0.19,0.04,-0.1,-0.26,0.02,-0.72,-0.38,0.05,-0.01,36.92,62.32,68.44,61.43,69.06,63.81,53.25,61.12,74.16,69.04,80.4,36.82,35.69,33.11,-0.17,5.33,0.48,37.13,50.63,88.4,78.09,62.76,68.11,57.83,54.96,10.6,74.01
1827,2019-20,Brandon Goodwin,24,ATL,430,Rotation,Primary Ball Handler,Point of Attack,-0.06,-0.28,-0.57,0.49,0.3,0.07,0.27,-0.99,-1.81,34.39,68.64,21.09,7.65,90.01,88.76,79.9,80.89,16.29,2.27,17.04,0,34.85,34.33,-0.26,7.14,-0.46,36.65,45.79,0,53.25,92.8,64.64,82.09,5.43,6.29,65.19
1828,2020-21,Brandon Goodwin,25,ATL,620,Rotation,Primary Ball Handler,Point of Attack,-0.12,-0.24,-0.32,0.17,-0.02,0.1,0.39,-0.92,-1.02,35.23,66.05,24.27,21.32,84.07,49.41,80.81,83.13,18.48,13.56,37.74,0,34.5,33.73,-0.31,6.24,0.01,38.96,46.19,0,43.6,77.53,62.35,70.9,27.05,58.83,65.97
1829,2021-22,Brandon Goodwin,26,CLE,502,Rotation,Primary Ball Handler,Point of Attack,-0.15,0.03,-0.11,0.05,0.03,-0.1,0.26,-0.08,-0.13,34.92,64.54,67.08,59.47,81.13,66.13,75.35,80.76,67.79,61.26,28.68,0,34.32,33.02,0.16,4.27,0.42,37.45,35.71,0,39.25,61.53,79.22,41.09,52.67,15.18,46.58
1830,2018-19,Brandon Goodwin,23,DEN,57,Garbage Time,Low Minute,Point of Attack,-0.34,0,-0.12,-0.41,-0.02,-0.7,-0.28,-0.08,0.11,35.94,54.45,61.14,57.22,58.7,49.41,53.99,65.94,67.79,74.33,57.56,0,34.96,32.79,-0.71,3.9,-0.06,38,26.09,0,58.12,38.29,42.58,36.06,21.67,28.01,31.48
1831,2019-20,BJ Johnson,24,ORL,83,Garbage Time,Low Minute,Helper,-0.48,-0.02,-0.18,-0.51,0.03,-1.03,-0.74,-0.28,-0.38,35.9,45.04,54.13,39.4,48.85,66.13,36.84,40.61,53.54,43.15,56.66,0,34.96,33.22,-0.64,3.88,-0.17,38.91,28.13,0,58.12,66.07,46.35,35.87,15.06,57.05,34.19
1832,2021-22,BJ Johnson,26,ORL,65,Too Few Games,Low Minute,Chaser,-0.23,0.08,-0.07,-0.61,0,-0.99,-0.69,0.12,0.17,35.2,60.43,72.78,66.04,35.71,57.95,39.48,44.41,76.93,76.52,37.31,0,34.22,32.89,-0.53,5.8,0.33,37.92,40,0,37.35,42.63,52.13,64.48,48.19,26.15,53.83
1833,2018-19,BJ Johnson,23,ATL/SAC,49,Too Few Games,Low Minute,Point of Attack,-0.44,0.03,-0.11,-0.96,,,-1.01,0.07,0.11,36.19,48,67.08,59.47,13.05,,,12.26,74.81,74.33,67.69,0,34.85,33,-1.06,4.99,0.19,38.47,38.89,0,53.25,49.31,21.67,52.67,40.57,43.96,51.89
1834,2021-22,Chris Chiozza,26,GSW,372,Rotation,Secondary Ball Handler,Point of Attack,-0.19,-0.08,-0.14,-0.24,-0.06,-0.45,-0.05,-0.43,-0.25,34.48,62.32,42.24,52.06,70.09,36.82,64.38,73.38,42.91,52.85,18.68,0,34.13,32.49,-0.07,5.4,0.69,36.99,65.43,0,35.91,31.16,71.6,58.91,63.61,9.17,90.44
1835,2018-19,Chris Chiozza,23,HOU,33,Too Few Games,Low Minute,Point of Attack,-0.18,0.01,-0.13,-0.28,0,-0.61,-0.05,-0.03,0.02,36.08,62.81,63.84,55.13,68.04,57.95,57.97,73.38,70.29,70.54,65.13,0,34.98,33,-0.08,5.04,0.06,38.13,62.5,0,58.61,49.31,71.29,53.58,32.11,35.13,88.21
1836,2019-20,Chris Chiozza,24,WAS/BRK,401,Garbage Time,Primary Ball Handler,Point of Attack,0.27,0.01,0.17,-0.06,-0.41,0.72,0.87,-0.18,0.74,36.34,80.64,63.84,81.67,77.66,8.08,91.97,90.24,61.21,89.46,70.64,0,34.98,31.54,-0.05,6.2,1.27,40,51.43,0,58.61,15.7,72.16,70.42,82.14,86.96,75.16
1837,2020-21,Chris Chiozza,25,BRK,232,Garbage Time,Movement Shooter,Point of Attack,0.23,-0.1,-0.2,0.45,-0.02,0.58,1.31,-0.59,-0.57,36.11,79.27,39.43,35.63,89.49,49.41,90.22,94.11,33.28,31.89,65.81,0,35.23,34.05,-0.06,6.51,0.1,39.12,47.73,0,69.8,88.63,71.91,74.54,34.85,71.97,68.6
1838,2018-19,Jemerrio Jones,23,LAL,143,Too Few Games,Stretch Big,Chaser,-0.78,-0.18,-0.26,-0.63,-0.06,-1.44,-1.04,-0.33,-0.26,35.37,25.19,30.23,28.01,33.31,36.82,12.78,9.88,49.67,52.26,40.94,0,34.46,32.79,-0.4,2.75,-0.2,38,30.3,0,42.39,38.29,58.18,23.38,13.69,28.01,37.35
1839,2021-22,Jemerrio Jones,26,LAL,15,Too Few Games,Low Minute,Mobile Big,-2.09,,,-1.02,,,,,,35,1.61,,,3.54,,,,,,30.54,0,34,33,,2.65,0.02,38,0,0,32.55,49.31,,22.52,28.3,28.01,0
1840,2023-24,Gabe Vincent,27,LAL,218,Garbage Time,Secondary Ball Handler,Point of Attack,-0.87,-0.7,-0.45,-0.57,-0.45,-0.56,0.07,-1.58,-0.99,34.28,19.85,4.77,12.64,40.81,6.75,60.21,76.57,4.21,14.53,15.42,0,34.2,32.92,-0.45,4.63,-0.33,37.95,57.14,0,37.01,48.16,56.13,47.05,8.63,26.8,82.52
1841,2024-25,Gabe Vincent,28,LAL,1525,Key Rotation,Movement Shooter,Point of Attack,0.03,-0.05,-0.05,-0.15,-0.12,-0.34,-0.15,-0.27,-0.12,35.59,72.44,47.71,68.49,74.19,26.11,68.01,70.64,54.48,61.96,46.83,0,34.15,32.28,-0.2,7.43,0.62,39.11,73.57,0,36.23,27.29,67.18,84.66,60.99,71.87,95.4
1842,2025-26,Gabe Vincent,29,LAL/ATL,865,Rotation,Movement Shooter,Point of Attack,0.08,-0.07,-0.17,0.19,0,0.04,0.2,-0.32,-0.34,35.21,74.22,43.94,41.74,84.51,57.95,79.08,79.51,50.42,46.11,37.45,36.95,33.88,32.45,0.32,7.21,0.29,38.22,80.09,89.23,30.83,29.95,84.02,82.8,46.21,37.57,97.5
1843,2019-20,Gabe Vincent,23,MIA,83,Garbage Time,Low Minute,Chaser,0.47,-0.17,-0.24,-0.1,-0.07,-0.06,0.26,-0.85,-0.66,34.62,85.05,31.27,30.16,76.02,35.2,76.36,80.76,20.69,26.83,21.43,0,33.84,32.68,-0.26,10.85,-0.36,38.91,72.97,0,29.4,34.88,64.64,98.9,7.77,57.05,95.16
1844,2020-21,Gabe Vincent,24,MIA,655,Garbage Time,Secondary Ball Handler,Point of Attack,0.04,-0.31,-0.4,0.19,0,0.08,0.15,-1.06,-1.22,34.67,72.68,19.37,15.39,84.51,57.95,80.2,78.44,14.33,9.44,22.55,0,35.24,34.12,-0.48,8.65,0.37,36.29,63.95,0,69.93,90.27,54.71,92.96,50.08,4.28,89.39
1845,2021-22,Gabe Vincent,25,MIA,1589,Key Rotation,Primary Ball Handler,Point of Attack,0.6,0.29,0.27,0.3,-0.06,0.19,0.49,0.3,0.54,36.05,87.27,83.01,85.09,86.9,36.82,82.9,84.97,81.88,85.84,64.35,0,34.41,32.86,0.7,7.68,1.47,39.17,62.96,0,41.4,42.36,91.64,86.8,86.43,73.88,88.63
1846,2022-23,Gabe Vincent,26,MIA,1759,Key Rotation,Primary Ball Handler,Point of Attack,-0.23,-0.55,-0.57,0.19,-0.17,0.32,0.49,-0.95,-1.01,34.48,60.43,8.63,7.65,84.51,20.81,85.51,84.97,17.56,13.82,18.68,0,33.23,33.57,-0.19,7.46,1,38.58,61.73,0,21.74,75.04,67.47,84.92,74.81,47.71,87.74
1847,2023-24,Kaiser Gates,27,NOP,7,Too Few Games,Low Minute,Chaser,-0.54,-0.03,-0.17,-1.02,,,-0.93,-0.46,-0.41,36.7,41,51.8,41.74,3.54,,,20.89,40.81,41.56,76.73,0,35.74,34,-0.86,6.76,-0.15,39,50,0,78.97,84.24,33.53,77.82,15.94,59.49,71.87
1848,2024-25,Drew Eubanks,27,UTA/LAC,746,Rotation,Roll + Cut Big,Anchor Big,-0.92,-0.01,-0.11,-0.56,0.02,-1.24,-0.94,-0.13,-0.21,36.34,16.84,57.78,59.47,42.37,63.81,23.07,19.35,64.45,55.68,70.64,0,34.87,33.22,-0.7,0.39,0.15,39.57,3.09,0,54,66.07,43.04,7.89,38.27,81.4,13.64
1849,2023-24,Drew Eubanks,26,PHO,1169,Rotation,Roll + Cut Big,Mobile Big,-0.97,0.02,-0.04,-1.02,,,-1.27,0.05,0.13,37.77,14.45,65.69,69.53,3.54,,,2.01,74.16,75.13,90.05,0,36,34,-1.07,0.16,-0.67,40,1.19,0,83.67,84.24,20.89,4.42,2.51,86.96,11.31
1850,2021-22,Drew Eubanks,24,SAS/POR,1245,Rotation,Roll + Cut Big,Mobile Big,-1.02,-0.1,-0.18,-1.02,,,-1.09,-0.72,-0.74,33.85,12.07,39.43,39.4,3.54,,,7.07,26.5,23.24,10.38,0,33.15,33,-1.05,0.73,-0.84,37.72,6.2,0,21.13,49.31,22.51,10.56,1.46,20.61,15.89
1851,2022-23,Drew Eubanks,25,POR,1584,Rotation,Roll + Cut Big,Mobile Big,-0.84,0.03,-0.01,-1.01,,,-1.1,-0.03,0.07,36.2,22.05,67.08,72.17,7.74,,,6.42,70.29,72.75,67.98,0,35.61,34,-0.84,0.46,-0.3,38.36,5.39,0,76.89,84.24,34.87,8.36,9.6,41.23,15.44
1852,2025-26,Drew Eubanks,28,SAC,552,Rotation,Roll + Cut Big,Mobile Big,-0.96,-0.04,-0.14,-0.63,0,-1.24,-0.92,-0.34,-0.32,35.39,14.93,49.8,52.06,33.31,57.95,23.07,22.29,48.91,47.94,41.36,36.68,34.74,32.89,-1.11,0.59,-0.31,37.51,4.49,87.71,49.69,42.63,18.33,9.55,9.29,16.17,14.85
1853,2018-19,Drew Eubanks,21,SAS,113,Garbage Time,Post Scorer,Helper,-2.04,,,-0.96,,,,,,36,2.42,,,13.05,,,,,,59.16,0,35,33,,0.53,-0.01,38,0,0,59.36,49.31,,9.01,25.03,28.01,0
1854,2019-20,Drew Eubanks,22,SAS,272,Garbage Time,Post Scorer,Anchor Big,-0.94,0.04,-0.09,-0.95,,,-1.31,-0.06,-0.03,36.26,15.83,68.44,63.11,14.88,,,1.27,68.9,67.92,69.08,0,35,33,-1.07,0.36,-0.1,39.34,1.49,0,59.36,49.31,20.89,7.48,18.94,76.88,11.83
1855,2020-21,Drew Eubanks,23,SAS,755,Rotation,Roll + Cut Big,Anchor Big,-0.94,0,-0.07,-1,,,-1.29,-0.08,-0.03,37.52,15.83,61.14,66.04,9.33,,,1.69,67.79,67.92,87.9,0,36,34,-1.1,0.19,0.04,39.67,0.98,0,83.67,84.24,18.95,4.99,30.45,82.99,10.82
1856,2020-21,Cam Reynolds,25,SAS/HOU,40,Too Few Games,Low Minute,Helper,0.04,-0.06,-0.22,-0.54,0.03,-0.92,-0.55,-0.57,-0.68,36.43,72.68,45.72,33.01,44.94,66.13,43.5,53.08,34.35,25.82,72.29,0,35.94,34.22,-0.56,9.22,-0.53,38.28,66.67,0,82.83,91.25,50.65,95.12,4.2,38.74,91.37
1857,2018-19,Cam Reynolds,23,MIN,259,Garbage Time,Movement Shooter,Chaser,0.13,0.15,-0.04,-0.44,0.07,-1.32,-0.87,0.24,0.16,36.9,76.27,77.33,69.53,56.04,75.37,18.26,28.55,80.34,76.25,80.17,0,35.9,33.33,-0.28,7.01,0.52,37.96,65.38,0,82.39,68.95,63.75,80.87,56.7,27.09,90.38
1858,2019-20,Juan Toscano-Anderson,26,GSW,272,Garbage Time,Movement Shooter,Wing Stopper,-0.6,-0.05,-0.14,-0.66,-0.04,-1.45,-1,-0.29,-0.21,35.89,36.97,47.71,52.06,29.99,42.89,12.25,13.33,52.7,55.68,56.5,0,34.91,32.89,-0.76,3.24,0.54,38.94,36.51,0,57.01,42.63,39.56,27.93,57.52,58.47,47.87
1859,2020-21,Juan Toscano-Anderson,27,GSW,1107,Key Rotation,Stationary Shooter,Helper,-0.48,0.07,0.05,-0.66,-0.09,-1.41,-0.9,0.01,0.17,37.88,45.04,71.91,76.38,29.99,30.81,14,24.61,72.38,76.52,90.79,0,37.22,33.56,-0.49,2.96,0.47,38.48,44.02,0,94.77,74.35,54.31,25.14,54.67,44.19,61.78
1860,2021-22,Juan Toscano-Anderson,28,GSW,994,Rotation,Stationary Shooter,Helper,-0.56,-0.1,-0.22,-0.27,0.05,-0.54,-0.48,-0.65,-0.81,34.26,39.39,39.43,33.01,68.47,71.3,61.09,56.73,30.09,20.7,15,0,34.07,33.22,-0.77,3.34,0.12,36.65,37.02,0,34.2,66.07,39,29.46,36.31,6.29,48.73
1861,2023-24,Juan Toscano-Anderson,30,SAC,53,Garbage Time,Low Minute,Helper,-0.7,-0.02,-0.15,-1.02,,,-1.09,-0.42,-0.37,36.81,30.48,54.13,48.09,3.54,,,7.07,43.51,43.93,78.47,0,35.87,34,-1.3,3.35,0.06,38.91,33.33,0,81.39,84.24,7.05,29.58,32.11,57.05,42.2
1862,2022-23,Juan Toscano-Anderson,29,LAL/UTA,700,Rotation,Movement Shooter,Wing Stopper,-0.99,-0.34,-0.39,-0.7,-0.08,-1.46,-0.97,-1.39,-1.32,33.38,13.52,17.66,16.14,26.52,33.07,11.85,16.21,6.96,7.37,6.58,0,33.85,33.45,-1.38,2.24,-0.19,36.73,30.07,0,29.67,72.41,4.76,19.28,14.12,6.94,37.09
1863,2021-22,Trayvon Palmer,27,DET,17,Too Few Games,Low Minute,Chaser,-2.09,,,-1.02,,,,,,35,1.61,,,3.54,,,,,,30.54,0,34,33,,2.57,0.03,38,0,0,32.55,49.31,,21.8,29.25,28.01,0
1864,2021-22,Haywood Highsmith,25,MIA,163,Garbage Time,Movement Shooter,Helper,-0.25,-0.03,-0.14,-0.71,-0.02,-1.44,-0.86,-0.25,-0.14,34.7,59.31,51.8,52.06,25.58,49.41,12.78,29.71,56.22,60.73,23.08,0,33.74,32.89,-0.54,6.2,0.17,37.77,60.87,0,27.94,42.63,51.84,70.42,39.42,21.68,86.84
1865,2022-23,Haywood Highsmith,26,MIA,969,Rotation,Stationary Shooter,Point of Attack,-0.58,-0.22,-0.31,-0.66,-0.01,-1.63,-0.87,-0.71,-0.73,35.36,38.2,25.84,22.51,29.99,53.08,4.6,28.55,27.19,23.66,40.69,0,34.8,34.1,-1.02,4.25,0.44,37.91,50.46,0,52.12,89.36,24.42,40.82,53.45,25.77,73.74
1866,2023-24,Haywood Highsmith,27,MIA,1366,Key Rotation,Stationary Shooter,Point of Attack,-0.25,0.06,0.05,-0.68,-0.11,-1.45,-0.92,-0.05,0.12,38.14,59.31,70.67,76.38,28.03,27.41,12.25,22.29,69.46,74.69,92.45,0,36.3,33.98,-0.75,5.29,0.73,40.23,58.36,0,88.34,83.73,40.24,57.2,65.57,89.65,84.15
1867,2024-25,Haywood Highsmith,28,MIA,1818,Key Rotation,Stationary Shooter,Point of Attack,-0.38,0.02,-0.06,-0.54,0.02,-1.4,-0.93,-0.12,-0.15,37.08,52.18,65.69,67.32,44.94,63.81,14.32,20.89,65.13,60.2,83.47,0,34.06,33.33,-0.79,4.85,0.38,41.16,59.59,0,34.07,68.95,37.82,50.45,50.8,95.3,85.6
1868,2018-19,Haywood Highsmith,22,PHI,40,Too Few Games,Low Minute,Chaser,-0.5,-0.03,-0.15,-0.62,-0.02,-1.22,-1,-0.16,-0.08,35.68,43.79,51.8,48.09,34.7,49.41,24.99,13.33,62.75,64.92,48.59,0,34.98,32.89,-0.66,4.39,-0.01,37.58,50,0,58.61,42.63,45.47,43.08,25.03,17.74,71.87
1869,2025-26,Haywood Highsmith,29,PHO,80,Too Few Games,Low Minute,Point of Attack,-0.09,0.18,0,-0.53,0.03,-1.1,-0.75,0.41,0.39,37.15,67.5,78.65,73.1,46.34,66.13,32.83,39.64,84.6,82.76,84.32,37,36.02,33,-0.23,6.71,0.43,38,60.87,89.5,84.96,49.31,66.13,77.28,53.06,28.01,86.84
1870,2019-20,Alen Smailagic,19,GSW,139,Garbage Time,Versatile Big,Helper,-0.59,-0.09,-0.21,-0.95,,,-0.81,-0.54,-0.53,35.34,37.58,40.66,34.25,14.88,,,34.89,36,33.91,40.12,0,34.71,33,-0.93,3.51,-0.25,38.49,32.5,0,48.53,49.31,29.71,31.17,11.49,44.56,40.98
1871,2020-21,Alen Smailagic,20,GSW,84,Garbage Time,Low Minute,Anchor Big,-0.43,0,-0.14,-1,,,-0.74,-0.29,-0.25,37.12,48.71,61.14,52.06,9.33,,,40.61,52.7,52.85,83.99,0,36.17,34,-0.86,4.23,0.18,38.91,37.04,0,86.71,84.24,33.53,40.66,40,57.05,48.76
1872,2018-19,Isaac Humphries,21,ATL,56,Too Few Games,Low Minute,Helper,-0.27,-0.05,-0.19,-0.96,,,-0.95,-0.2,-0.19,35.62,58.26,47.71,37.37,13.05,,,18.3,59.72,57.16,47.45,0,34.6,33,-1.12,6.18,-0.07,38.05,52.38,0,45.61,49.31,17.58,70.17,21.02,33.62,76.63
1873,2018-19,Dairis Bertans,29,NOP,167,Garbage Time,Off Screen Shooter,Low Activity,-0.07,-0.13,-0.23,-0.33,-0.03,-0.59,-0.43,-0.37,-0.32,35.19,68.28,35.69,31.33,64.78,45.89,58.69,58.9,47.23,47.94,37.08,0,34.51,32.9,0.13,6.89,0.25,37.65,72.34,0,43.73,46.42,77.95,79.53,44.21,19.44,94.9
1874,2019-20,Zylan Cheatham,24,NOP,51,Too Few Games,Low Minute,Mobile Big,-0.92,-0.02,-0.16,-0.95,,,-1.22,-0.24,-0.22,35.85,16.84,54.13,44.26,14.88,,,3.1,56.96,54.8,53.94,0,34.87,33,-1.16,1.62,-0.07,39,11.11,0,54,49.31,14.96,15.42,21.02,59.49,18.97
1875,2021-22,Zylan Cheatham,26,UTA,5,Too Few Games,Low Minute,Mobile Big,-0.49,-0.03,-0.17,-1.02,,,-0.88,-0.22,-0.19,34.71,44.53,51.8,41.74,3.54,,,27.04,58.25,57.16,23.47,0,33.87,33,-0.74,7.63,-0.19,37.79,66.67,0,30.25,49.31,40.75,86.36,14.12,22.14,91.37
1876,2019-20,Chris Clemons,22,HOU,291,Garbage Time,Shot Creator,Point of Attack,1.28,0.01,-0.19,1.41,0.12,1.37,1.97,-0.16,-0.51,35.57,94.5,63.84,37.37,96.28,80.05,97.22,97.59,62.75,35.08,46.48,0,34.8,33.7,0.7,12.32,0.14,39.12,75.35,0,52.12,77.24,91.64,99.64,37.69,71.97,96.12
1877,2019-20,Amir Coffey,22,LAC,159,Garbage Time,Secondary Ball Handler,Low Activity,-0.28,-0.04,-0.14,-0.29,-0.04,-0.45,-0.17,-0.38,-0.22,35.68,57.82,49.8,52.06,67.48,42.89,64.38,69.89,46.17,54.8,48.59,0,34.22,32.79,-0.63,4.29,0.09,39.68,35.19,0,37.35,38.29,46.93,41.48,34.06,83.27,45.73
1878,2020-21,Amir Coffey,23,LAC,394,Garbage Time,Stationary Shooter,Chaser,-0.23,0.05,-0.1,-0.47,0.05,-1.23,-0.85,0.06,-0.11,37.76,60.43,69.6,61.43,53.28,71.3,23.75,30.92,74.43,62.62,89.98,0,36.04,34.53,-0.8,5.26,0.7,40,54.37,0,85.22,94.55,37.13,56.85,64.1,86.96,79.75
1879,2021-22,Amir Coffey,24,LAC,1567,Key Rotation,Movement Shooter,Chaser,0.22,0.31,0.28,-0.24,-0.04,-0.32,-0.42,0.4,0.56,36.43,78.96,83.48,85.31,70.09,42.89,68.73,59.3,84.46,86.31,72.29,0,35.62,32.54,-0.2,5.98,0.96,37.7,54.51,0,77.08,31.9,67.18,67.26,73.54,20.27,79.91
1880,2022-23,Amir Coffey,25,LAC,625,Rotation,Slasher,Helper,-0.73,-0.17,-0.23,-0.52,-0.06,-0.94,-0.71,-0.79,-0.69,34.8,28.44,31.27,31.33,47.49,36.82,42.43,43.18,23.3,25.45,25.71,0,34.78,33.67,-1.15,2.4,0.39,37.41,27.59,0,51.64,76.43,15.64,20.55,51.34,14.62,33.38
1881,2023-24,Amir Coffey,26,LAC,1460,Key Rotation,Stationary Shooter,Chaser,-0.27,0.08,0.08,-0.55,-0.12,-0.92,-0.7,0.01,0.2,37.45,58.26,72.78,78.15,43.64,26.11,43.5,43.8,72.38,77.51,87.25,0,35.55,33.45,-0.72,4.61,0.69,39.86,52.27,0,75.47,72.41,42.02,46.62,63.61,85.65,76.43
1882,2024-25,Amir Coffey,27,LAC,1748,Key Rotation,Stationary Shooter,Chaser,0.25,0.55,0.59,-0.43,-0.08,-0.78,-0.69,0.9,1.13,38.47,80.09,89.06,92.2,56.89,33.07,50.38,44.41,92.51,94.2,94.19,0,36.05,32.63,-0.05,5.24,1.65,41.31,48.43,0,85.38,34.26,72.16,56.61,89.74,95.82,69.8
1883,2025-26,Amir Coffey,28,MIL/PHO,443,Garbage Time,Stationary Shooter,Helper,-0.5,-0.02,-0.14,-0.49,0.01,-0.91,-0.81,-0.26,-0.27,35.78,43.79,54.13,52.06,50.98,61.13,43.93,34.89,55.5,51.36,52.15,36.12,35.02,32.89,-0.86,4.27,0.42,36.96,43.36,85.06,64.82,42.63,33.53,41.09,52.67,8.66,60.62
1884,2021-22,Jarron Cumberland,24,POR,12,Too Few Games,Low Minute,Chaser,-0.81,-0.01,-0.15,-1.02,,,-1.08,-0.12,-0.09,34.86,23.46,57.78,48.09,3.54,,,7.6,65.13,64.19,26.9,0,33.87,33,-1.13,4.28,0.04,38,50,0,30.25,49.31,16.78,41.29,30.45,28.01,71.87
1885,2021-22,Javin DeLaurier,23,MIL,3,Too Few Games,Low Minute,Helper,-2.09,,,-1.02,,,,,,35,1.61,,,3.54,,,,,,30.54,0,34,33,,4.33,0,38,0,0,32.55,49.31,,42.2,25.9,28.01,0
1886,2020-21,Mamadi Diakite,24,MIL,141,Garbage Time,Shot Creator,Anchor Big,-0.8,-0.1,-0.19,-0.66,-0.04,-1.48,-1.1,-0.64,-0.54,36.22,24.04,39.43,37.37,29.99,42.89,11.07,6.42,30.61,33.43,68.34,0,35.58,33.78,-0.42,2.25,-0.27,38.57,20,0,76.07,78.89,57.22,19.35,10.61,46.23,25.02
1887,2023-24,Mamadi Diakite,27,SAS/NYK,24,Too Few Games,Low Minute,Mobile Big,-0.86,-0.01,-0.15,-1.02,,,-1.16,-0.38,-0.33,36.85,20.65,57.78,48.09,3.54,,,4.64,46.17,47.03,79.16,0,35.87,34,-1.29,2.92,-0.03,39,16.67,0,81.39,84.24,7.45,24.85,23.87,59.49,22.34
1888,2021-22,Mamadi Diakite,25,OKC,188,Garbage Time,Athletic Finisher,Anchor Big,-1.03,-0.13,-0.24,-1.02,,,-1.18,-0.46,-0.46,34.29,11.65,35.69,30.16,3.54,,,4.21,40.81,38.01,15.6,0,33.63,33,-1.12,1.34,0.07,37.58,10.64,0,26.42,49.31,17.58,13.78,32.82,17.74,18.57
